,gene
6292,ATXN1
6293,RB1
6294,B2M
6295,ATP6V1G1
6296,NPFFR2
6297,TP53I3
6298,DVL1
6299,DUSP1
6300,ST20-AS1
6301,BRI3
6302,YIPF3
6303,MOB4
6304,SAMD9L
6305,GCAT
6306,BAHD1
6307,TDRD7
6308,MKI67
6309,SERF2
6310,IL7
6311,PKIG
6312,EXTL3
6313,DOCK2
6314,RPS6KA4
6315,BTRC
6316,PIGC
6317,NKAP
6318,RIPOR1
6319,MAIP1
6320,ULBP3
6321,FAM234A
6322,TM2D2
6323,PAGR1
6324,WDR25
6325,IFI27L2
6326,IRF2BPL
6327,AKR1B10
6328,UPF3A
6329,ALG2
6330,TFAP4
6331,DDX11L10
6332,SYT12
6333,BPTF
6334,PIKFYVE
6335,KCNIP4
6336,HS6ST2
6337,ACOT11
6338,DCTN4
6339,GOT2
6340,AMD1
6341,RITA1
6342,NUP188
6343,ZNF841
6344,ANKRD6
6345,PKMYT1
6346,JMJD8
6347,CHRNB4
6348,TFRC
6349,TBCA
6350,RBPJ
6351,KANSL1
6352,SMIM29
6353,SNHG32-2
6354,KCTD17
6355,JADE1
6356,COBL
6357,UBE2V1
6358,ZNF595
6359,ARFIP1
6360,ZSCAN26
6361,ITGB1BP1
6362,SNRPA
6363,SMS
6364,STX4
6365,CREBBP
6366,LPAR1
6367,FAHD1
6368,TCF4
6369,TPBG
6370,IL24
6371,MCM3AP-AS1
6372,SNHG9
6373,LYPLA1
6374,CD46
6375,SYNE4
6376,DPH6
6377,SLC9A3R2
6378,TOR4A
6379,KC6
6380,DUSP5P1
6381,LY96
6382,BRICD5
6383,RBP1
6384,EYS
6385,ZDBF2
6386,MMGT1
6387,UBE2Q2
6388,ABCA17P
6389,EGFR
6390,LOC652276
6391,FLJ42627
6392,JADE3
6393,CCNH
6394,MAN1C1
6395,PDRG1
6396,MRPS26
6397,CSRNP2
6398,YIPF5
6399,NDEL1
6400,RBM47
6401,SUN3
6402,LNX1
6403,BLCAP
6404,TRPV1
6405,IL17RB
6406,DEK
6407,STAT3
6408,CBX1
6409,GSPT1
6410,CACNA2D4
6411,RN7SL1
6412,PHRF1
6413,PIK3CD
6414,CREG1
6415,HOMER2
6416,PHETA1
6417,ATP5MD
6418,CLEC16A
6419,ANKRD49
6420,BIVM
6421,LRRC49
6422,NCSTN
6423,MAU2
6424,SPECC1L
6425,BCAS3
6426,CRAT
6427,MYH9
6428,USP21
6429,UCK2
6430,TXN2
6431,CLUH
6432,STAMBPL1
6433,USP35
6434,NAGPA-AS1
6435,RIBC1
6436,TRAPPC11
6437,QKI
6438,CORO1C
6439,AMACR
6440,CARHSP1
6441,DBNL
6442,ABI3
6443,SLC12A4
6444,DENND1B
6445,EZR
6446,SNX21
6447,UHRF2
6448,PSMC4
6449,VAT1L
6450,SPAG8
6451,ZNF555
6452,MRPL54
6453,SPEN
6454,GRB2
6455,SERPINB5
6456,PHKA1
6457,MYH13
6458,GPAA1
6459,PGAM1
6460,TSPEAR-AS2
6461,SEMA7A
6462,MYH10
6463,RNF19A
6464,DNMT3A
6465,ZNF408
6466,CYP4F11
6467,C12orf49
6468,GSDMD-1
6469,CLMN
6470,ZNF665
6471,FUBP1
6472,RAPGEF1
6473,DUS4L
6474,RHBDF2
6475,ENDOV
6476,RFC3
6477,CMTM3
6478,HEXD
6479,FAM98B
6480,DIP2B
6481,BTN2A2
6482,OTOGL
6483,CA5BP1
6484,ANTXR2
6485,LRRC27
6486,ANKRD26P1
6487,TIMMDC1
6488,G3BP1
6489,ARIH1
6490,ZNF263
6491,PPIF
6492,SF3B6
6493,PDZD11
6494,ARPC2
6495,CTDSP2
6496,CIB2
6497,TSPAN2
6498,TSPAN5
6499,EMG1
6500,TIMM23
6501,MAPKAPK3
6502,ARPC1B
6503,DAP3
6504,UST
6505,LRP8
6506,EDIL3
6507,IL18BP
6508,LITAF
6509,WNT7A
6510,TTC4
6511,PDCD7
6512,SCAMP2
6513,TSN
6514,TRAF6
6515,TSPAN7
6516,ERAL1
6517,ABCF2
6518,KDELR2
6519,KDELR1
6520,RCL1
6521,LPAR6
6522,FARP1
6523,AASS
6524,ABCC5
6525,IFT52
6526,SPOCK1
6527,ASXL1
6528,MED13L
6529,BIRC5
6530,HNRNPD
6531,FZD6
6532,KCNJ13
6533,KCNQ2-1
6534,NIPSNAP1
6535,CARD18
6536,ZNF708
6537,NPIPB5
6538,PLAC8
6539,MFAP5
6540,PUS7L
6541,UBFD1
6542,FAP
6543,MCM7
6544,MIR22HG
6545,CFL1P1
6546,FZD10-AS1
6547,TMEM41B
6548,LOC554206
6549,TMEM14C
6550,ZC3H12C
6551,SUSD4
6552,RRP8
6553,UFL1
6554,GASK1B
6555,HLA-E
6556,TMC7
6557,FAM111B
6558,TNFSF8
6559,PPFIBP2
6560,AKAP1
6561,RAD51C
6562,ERG
6563,FKBP1AP1
6564,PP7080
6565,NOX4
6566,BMS1P2
6567,SNHG12
6568,MSTO2P-1
6569,RASA4CP
6570,C1orf52
6571,C2orf72
6572,TMEM44
6573,PIGX
6574,BABAM2
6575,PGBD5
6576,AAK1
6577,CRLS1
6578,FBLIM1
6579,INO80
6580,CRYGS
6581,FOXRED1
6582,INKA2
6583,SMG9
6584,ACRV1
6585,MPHOSPH8
6586,PSMA6
6587,PRCC
6588,TUBA1B
6589,SEMA3A
6590,S100A2
6591,RNF6
6592,MICU1
6593,CARF
6594,GTF2H4
6595,UNC13A
6596,BANF1
6597,PTPMT1
6598,ASPHD1
6599,LAMA2
6600,DTX3L
6601,SLC26A6
6602,MCU
6603,VWA5B2
6604,GNPDA2
6605,CHPF
6606,C21orf58
6607,USP7
6608,CEMP1
6609,STK10
6610,TESK2
6611,PEMT
6612,PIN1
6613,SF3A2
6614,SKP2
6615,SLC25A1
6616,IRF9
6617,BPNT1
6618,HSPB8
6619,TMEM50A
6620,C5orf24
6621,RASEF
6622,PRR14
6623,SPART
6624,SPRED2
6625,POC1A
6626,PISD
6627,FBXL19-AS1
6628,SLC16A1
6629,TBC1D7
6630,ARMC7
6631,QTRT2
6632,DIS3L2
6633,RAP1B
6634,DNM1
6635,STIL
6636,OPRK1
6637,ARHGEF39
6638,PLXDC2
6639,AIFM2
6640,ANXA8
6641,WDCP
6642,PLA2G4C
6643,CLUHP3
6644,MID1IP1
6645,OCRL
6646,CAMSAP3
6647,ANKZF1
6648,UBE2MP1
6649,ABCB4
6650,HAX1
6651,TAB1
6652,TOMM40
6653,GALNT6
6654,RPL35
6655,PLPBP
6656,CCM2
6657,HNRNPA2B1
6658,ARHGAP24
6659,PALM2-AKAP2
6660,PRMT5
6661,LOC101930452
6662,STK3
6663,CHURC1
6664,PJA1
6665,ATL1
6666,RFC4
6667,ADCY7
6668,ADCY6
6669,UXS1
6670,ZNF367
6671,STPG1
6672,SLC9B1
6673,TRUB1
6674,C16orf71
6675,SREK1
6676,RAET1E
6677,STARD4
6678,DEPDC7
6679,DPP9
6680,ST5
6681,PCNT
6682,CLASRP
6683,KLF5
6684,CHAF1B
6685,SWAP70
6686,DGKZ
6687,SLC27A2
6688,DHDDS
6689,C6orf136
6690,NPTN
6691,YRDC
6692,NAA35
6693,ZDHHC14
6694,DHRS12
6695,COQ2
6696,SHISA5
6697,MICAL3
6698,EMC8
6699,C9orf47
6700,KIAA1324L
6701,RPL9
6702,FAM177A1
6703,MED24
6704,MTRNR2L6-1
6705,ZNF300
6706,TFIP11
6707,SUGP2
6708,RHOBTB3
6709,RAB11FIP2
6710,DCLRE1A
6711,INTS6
6712,HELZ
6713,APOOP5
6714,ANAPC2
6715,LINC00920
6716,FBF1
6717,DHRS4L1
6718,SACS
6719,RACK1
6720,PRKG1
6721,SSR4
6722,PRKCD
6723,IGF2BP3
6724,IGF2BP1
6725,SULF2
6726,TMEM138
6727,ELMOD1
6728,NT5C3A
6729,C6orf203
6730,PIP4P2
6731,FEM1A
6732,TMEM69
6733,LANCL2
6734,PHF7
6735,ELAC1
6736,RBBP6
6737,TRMO
6738,FAM114A2
6739,RAD23B
6740,RAC2
6741,RAB6A
6742,KDM4C
6743,ANKRD36
6744,CBS-1
6745,TMEM86B
6746,C22orf39
6747,CEP192
6748,CSNK2A1
6749,ACADS
6750,C8orf58
6751,NSMCE2
6752,XKR6
6753,HSPBP1
6754,TCAF2
6755,ARL10
6756,FAM153A
6757,RPUSD3
6758,C2orf69
6759,EOGT
6760,DPM3
6761,SETD9
6762,RNF149
6763,PLB1
6764,HSPA14
6765,PITPNC1
6766,PPHLN1
6767,H2AFV
6768,NCOA3
6769,BRD9
6770,FSCN1
6771,C1QTNF12
6772,SNCG
6773,SNCB
6774,TP53BP2
6775,TMEM222
6776,MAGT1
6777,GNB1L
6778,CNOT6L
6779,ADGRV1
6780,OSR2
6781,MGME1
6782,GNG7
6783,MMAB
6784,WDR34
6785,LRRC37B
6786,SLC2A13
6787,SLC28A3
6788,TRIM22
6789,TRA2B
6790,PDCD4
6791,BTG1
6792,BSG
6793,TPRN
6794,SERPINA1
6795,IFT81
6796,DRC3
6797,STPG4
6798,MKS1
6799,EHHADH
6800,TMEM139
6801,SLC2A11-1
6802,GON4L
6803,CCDC90B
6804,SREK1IP1
6805,RELL2
6806,TCAIM
6807,RABL3
6808,C3orf38
6809,FAM126B
6810,C3orf33
6811,HARBI1
6812,TTC9C
6813,ST3GAL1
6814,TMEM37
6815,FAM95C
6816,NFRKB
6817,NELL2
6818,POLK
6819,HECA
6820,PDAP1
6821,ERAP1
6822,EVC
6823,CLBA1
6824,ZFAND4
6825,NMNAT2
6826,AK5
6827,RASAL2
6828,MINK1
6829,DDX41
6830,CFL2
6831,PILRB
6832,EXOC1
6833,CYTH1
6834,KIF22
6835,STX3
6836,SELENOI
6837,TRAPPC9
6838,TMEM54
6839,PRC1
6840,SDR39U1
6841,URGCP
6842,SFT2D2
6843,MIEF2
6844,RELN
6845,RAD54B
6846,PTGES2
6847,L2HGDH
6848,NTNG2
6849,PPP6R2
6850,TRAF2
6851,AAMDC
6852,COTL1
6853,XRCC5
6854,RTN1
6855,MRPL23-1
6856,NSUN7
6857,RNASEL
6858,ZC3HAV1
6859,THAP9
6860,PCNX3
6861,KIF18A
6862,COL6A2
6863,CNOT7
6864,LRRFIP1
6865,ST3GAL4
6866,PRKAA1
6867,SDHAF3
6868,LARP6
6869,C5orf22
6870,RSBN1
6871,MIS18BP1
6872,SNORD68
6873,SPSB2
6874,CUEDC1
6875,AAR2
6876,POLD1
6877,YTHDF3
6878,GTF2H3
6879,STON2
6880,SLC45A3
6881,CASP6
6882,IL15
6883,SEC23IP
6884,RNASEK-1
6885,RFFL
6886,SAFB
6887,ZNF778
6888,ACTG1
6889,SNX10
6890,ANXA6
6891,DLG4
6892,CSTF3
6893,CLIC2
6894,CLNS1A
6895,COX10
6896,CLDN4
6897,MSLN
6898,GATD1
6899,DLGAP4
6900,LSMEM1
6901,ACADM
6902,DTX1
6903,MTOR
6904,FXR2
6905,NAB1
6906,EIF5AL1
6907,PAAF1
6908,AMBRA1
6909,ZFYVE1
6910,GEM
6911,QSOX2
6912,DCBLD1
6913,EPHA6
6914,SLC9A9
6915,FSIP2
6916,C17orf58
6917,MFSD4A
6918,RTTN
6919,L3MBTL3
6920,RPS10
6921,COX16
6922,IL6R
6923,TLCD4
6924,LYAR
6925,MICU2
6926,BRAT1
6927,HOXA9
6928,HIBADH
6929,NT5DC1
6930,PHKG2
6931,TIPARP
6932,RANBP1
6933,TNRC6B
6934,SRP68
6935,PITPNA-AS1
6936,ANG
6937,ZNF202
6938,KIF21B
6939,RRAGC
6940,MRAS
6941,ZFP37
6942,EIF3I
6943,EIF3H
6944,PPFIA1
6945,SLC7A6
6946,NECTIN3
6947,LOC284009
6948,SLC25A35
6949,OGT
6950,WEE1
6951,YY1AP1
6952,B9D1
6953,SGO1
6954,TRIM27
6955,SLC39A6
6956,PLA2G15
6957,KPNA6
6958,STAMBP
6959,LOC728819
6960,RGS14
6961,DYRK2
6962,AP2B1
6963,ALX3
6964,MCAM
6965,PHTF1
6966,POGK
6967,RPRD1A
6968,WIZ
6969,CEP41
6970,RCC2
6971,EPS15L1
6972,CACTIN
6973,PAG1
6974,UTP6
6975,TBC1D5
6976,CYBRD1
6977,DDX19B
6978,C11orf44
6979,PPP1CA
6980,TCHP
6981,NEK3
6982,GNL1
6983,GNG5
6984,GNB2
6985,MED17
6986,P3H4
6987,CRTAP
6988,CHST2
6989,SELENOF
6990,RECQL5
6991,GCHFR
6992,TGFBRAP1
6993,AKAP10
6994,SAFB2
6995,DZIP3
6996,MTRNR2L8
6997,GPRC5C
6998,SLC25A36
6999,CLIC5
7000,TRIAP1
7001,CHMP5
7002,ANKRD13D
7003,DCUN1D1
7004,TAB2
7005,RRP1B
7006,TMEM208
7007,OPN3
7008,LGALSL
7009,MRPL22
7010,TIMM21
7011,CALM1
7012,ATP5F1E
7013,MRPL15
7014,THYN1
7015,ZFHX3
7016,GTPBP8
7017,CHMP4A
7018,MED4
7019,FXYD5
7020,MRPL18
7021,CFAP45
7022,ZC3H7A
7023,WDR91
7024,STON1
7025,RBPMS
7026,SH3BGR
7027,NISCH
7028,SNORD10
7029,AGL
7030,ATP1B3
7031,CASP8AP2
7032,ME2
7033,SAMD8
7034,RABEPK
7035,CCDC32
7036,MYO1C
7037,GTF2B
7038,SLC9A1
7039,RRP1
7040,OR3A1
7041,OPHN1
7042,PDXK
7043,TNFRSF11B
7044,ARHGEF1
7045,POP7
7046,CD58
7047,SUMF2
7048,RPN2
7049,PRR12
7050,CCDC40
7051,FKBP14
7052,AGGF1
7053,LOC100128288
7054,FANCA
7055,CRACR2A
7056,ENC1
7057,CD63
7058,PLCB2
7059,FZD1
7060,PKNOX1
7061,PIGH
7062,PFKFB4
7063,STAU1
7064,CDC45
7065,TMEM187
7066,NAA10
7067,NRIP1
7068,TAF15
7069,STC2
7070,KMT2D
7071,NFKBIE
7072,CD276
7073,HDGF
7074,FLT3LG
7075,COX10-AS1
7076,RARS
7077,PAK2
7078,JRKL
7079,PPP1R32
7080,AMOT
7081,ZNF25
7082,YPEL4
7083,ADAM32
7084,MEIS3P1
7085,SMU1
7086,CHFR
7087,ENAH
7088,DNAJC11
7089,TRMT1
7090,ZBED9
7091,HOXA4
7092,RBMX
7093,HOXB5
7094,TMEM214
7095,QRICH1
7096,TMEM104
7097,SNORD49B
7098,SNORD65
7099,NQO1
7100,RIC8A
7101,CYFIP1-1
7102,PGK1
7103,MPRIP
7104,PRSS36
7105,SLC25A19
7106,GFPT1
7107,CSAD
7108,HARS
7109,THNSL2
7110,TP53I11
7111,ECT2
7112,MCF2L
7113,USP32P2
7114,CCDC6
7115,FOXO3B
7116,SDK1
7117,FLNA
7118,INTS5
7119,DEPTOR
7120,TRAF3IP1
7121,PSEN2
7122,AP1M1
7123,DRAM2
7124,TWF1
7125,SETD5
7126,TSPAN14
7127,PLSCR4
7128,ITGBL1
7129,NRM-3
7130,PDCD6IP
7131,SNX12
7132,CCDC144CP
7133,ZCCHC3
7134,LINC02693
7135,NEPRO
7136,MEGF6
7137,GADD45A
7138,DDB1
7139,PBK
7140,GTF2A1
7141,PSMC5
7142,FBXO3
7143,RAB20
7144,TMC6
7145,SDAD1
7146,DALRD3
7147,VGLL3
7148,NOP53
7149,C19orf73
7150,GPKOW
7151,C9orf40
7152,SNORD42B
7153,SNORD4A
7154,CRABP2
7155,LOC100506127
7156,PLS3
7157,LINC00308-1
7158,NUDT22
7159,KLLN
7160,TUBE1
7161,TUBD1
7162,CHSY1
7163,NTNG1
7164,METAP1
7165,KDM4B
7166,HSD17B14
7167,TMEM38B
7168,DOK4
7169,MTPAP
7170,GSPT2
7171,SLC52A1
7172,IPO9
7173,GAD1
7174,CHML
7175,GABRG2
7176,UBP1
7177,SLF2
7178,RUSC2
7179,ASB13
7180,UCHL5
7181,ARGFXP2
7182,ARNTL2
7183,MGMT
7184,JAK1
7185,IVD
7186,SUPV3L1
7187,SUPT6H
7188,MTHFR
7189,MTHFD1
7190,MT2A
7191,TCIRG1
7192,VPS26C
7193,UBE4B
7194,ELOB
7195,DNAJC3
7196,FNDC8
7197,PEAR1
7198,SNX2
7199,CAPG
7200,NELFE
7201,AZIN2
7202,SYT1
7203,SARDH
7204,LRCH1
7205,SMIM15
7206,ETV4
7207,OST4
7208,FLOT1-1
7209,KHDC1
7210,MTA1
7211,PLIN3
7212,ZNHIT3
7213,IL20RB
7214,NEXN
7215,SLC23A3
7216,IRS1
7217,GJC1
7218,SMC4
7219,FAM8A1
7220,EPHB6-1
7221,EPHB4
7222,EPHB2
7223,ELAVL2
7224,EPHA2
7225,EFNA1
7226,TLX1
7227,HLA-B-2
7228,PIGK
7229,MED16
7230,TROAP
7231,DVL3
7232,DVL2
7233,TGFBR1
7234,SREBF2
7235,CT45A10
7236,DOCK9
7237,PHACTR1
7238,RBBP5
7239,UNKL
7240,KLF2
7241,ATG14
7242,FZR1
7243,MLKL
7244,ZNF746
7245,FAT1
7246,RAB8A
7247,SMAD4
7248,ETS2
7249,ETS1
7250,TNK1
7251,AMMECR1L
7252,NRXN2
7253,GRID2
7254,JAM3
7255,RIMS4
7256,VASH1
7257,DOLK
7258,ZNF652
7259,CEP162
7260,AADAT
7261,PPM1G
7262,LOXL3
7263,SLC9A5
7264,MAD1L1
7265,SFSWAP
7266,HIST1H3H
7267,SUSD1
7268,REP15
7269,ALKBH6
7270,PACRGL
7271,DOC2A
7272,AMIGO2
7273,GRINA
7274,MR1
7275,POGZ
7276,RRAS2
7277,PPP1R21
7278,DPY19L4
7279,ZNF875
7280,YIPF6
7281,ZFP41
7282,CEP57L1
7283,ZNF233
7284,SLC25A26
7285,DPY19L2
7286,NEGR1
7287,FUNDC1
7288,SPATA12
7289,ANKRD37
7290,METTL2A
7291,MICU3
7292,CENPV
7293,IL11
7294,CD40
7295,IL13RA2
7296,GSR
7297,SOD2
7298,RHOG
7299,ARF5
7300,ARL4D
7301,TRIM23
7302,AQP6
7303,CYP27B1
7304,INO80E
7305,PODNL1
7306,ZC3H14
7307,CCDC134
7308,GNB4
7309,PDLIM2
7310,ENPP5
7311,TMEM184C
7312,SBDS
7313,LSR
7314,POMP
7315,ZDHHC9
7316,FBXO9
7317,NFKBIZ
7318,FAM110A
7319,TTC21B
7320,BAK1
7321,DEPP1
7322,IGFBP6
7323,ATP6AP1
7324,IRAK1
7325,NDUFA4
7326,INPPL1
7327,PFKL
7328,TNFRSF9
7329,IL13RA1
7330,C5
7331,EN2
7332,RGS7
7333,ITSN1
7334,CIAO1
7335,SNAPC2
7336,SNAPC1
7337,RFX1
7338,CSRP1
7339,SH3BGRL
7340,GPX4
7341,ETFB
7342,GPX3
7343,ERCC1
7344,GRK6
7345,VPS36
7346,SUV39H1
7347,NCAPH
7348,AKT3-1
7349,MTDH
7350,FZD2
7351,PRKCE
7352,PDCL
7353,NPRL2
7354,NUP98
7355,GLRX3
7356,NCL
7357,TMEM251
7358,MRPL45-1
7359,TRIM3
7360,APEX1
7361,PRDX1
7362,MED8
7363,LINC02210
7364,OCIAD1
7365,TSC1
7366,CCDC81
7367,LY6E
7368,MANEA
7369,ZNF322
7370,GAL3ST4
7371,CCNO
7372,MST1
7373,CACNA1H
7374,MRPS12
7375,RTL10
7376,FAM118B
7377,MEN1
7378,CCDC43
7379,LRRC28
7380,CYB5D1
7381,PRRC2A-6
7382,ATG101
7383,KRT6A
7384,ATP6V0D1
7385,KCNC3
7386,ABCG2
7387,CYP7B1
7388,VARS2-4
7389,FAM49B
7390,LAYN
7391,CASTOR3
7392,SPATA31E1
7393,MRPL52
7394,CMTM1
7395,ABCA5
7396,WDR17
7397,SCYL3
7398,MAMDC4
7399,GPR180
7400,ST6GAL1
7401,PPP2R5D
7402,SNRNP35
7403,CMTM8
7404,PIAS2
7405,NBR1
7406,LOC729970
7407,DDX49
7408,APOBEC3C
7409,MCAT
7410,ZNF638
7411,TNRC6A
7412,UTP20
7413,ZNF516
7414,SSR3
7415,UBE2S
7416,UBL3
7417,SLC19A2
7418,NDUFV1
7419,ZNF544
7420,TMEM199
7421,ATP5ME
7422,TGDS
7423,DIMT1
7424,SOBP
7425,LSM3
7426,LSM1
7427,CSDC2
7428,WDHD1
7429,PTP4A3
7430,RNF113A
7431,GPR162
7432,ARHGEF16
7433,SERP1
7434,KAT7
7435,NAAA
7436,CDC37
7437,PALD1
7438,ZNF22
7439,KPTN
7440,ZNF16
7441,HP1BP3
7442,DCXR
7443,NOTCH1
7444,TRAP1
7445,CRBN
7446,POLR3K
7447,BET1L
7448,DNAJB11
7449,PECR
7450,IMPACT
7451,FBXO6
7452,RNF130
7453,KDM3A
7454,PVR
7455,TEP1
7456,LRRC23
7457,REEP4
7458,PNPLA3
7459,CPEB4
7460,DGCR6L
7461,MSX2P1
7462,DDHD2
7463,NUP133
7464,HNRNPL
7465,BMP7
7466,HDAC2
7467,PCYOX1
7468,RNF11
7469,TMEM60
7470,PPM1M
7471,SPICE1
7472,KLHL23
7473,WTAP
7474,LRRC71
7475,PDIK1L
7476,GNB3
7477,MGAT5B
7478,CYB5D2
7479,RPF2
7480,CALB2
7481,B4GALNT1
7482,GABBR1-3
7483,P2RX4
7484,CMIP
7485,RCCD1
7486,MFN1
7487,MAP2
7488,HNRNPU-1
7489,GNGT2
7490,MRFAP1
7491,TPGS1
7492,DISP2
7493,YPEL3
7494,SESN2
7495,RNF219
7496,ZNF430
7497,ZNF701
7498,PARD3
7499,ATF3
7500,C19orf47
7501,TRMT10A
7502,ZNF433
7503,SNORD104
7504,SNORA50C
7505,GPR137
7506,LY6K
7507,LEPROT
7508,CSF1
7509,EPM2A
7510,TDO2
7511,CLOCK
7512,CEPT1
7513,TUBB4B
7514,PRDX6
7515,IK
7516,NDUFAB1
7517,NDUFA9
7518,TSPAN31
7519,S100A13
7520,NDUFA7
7521,NDUFA5
7522,APOBEC3B
7523,ATP5MF
7524,AGFG2
7525,FOXO4
7526,ENO1
7527,EN1
7528,EMP3
7529,DPH3
7530,VOPP1
7531,TCEA2
7532,TBCC
7533,TFAM
7534,MPG
7535,TAF9
7536,TAF4
7537,RARRES1
7538,PRKACA
7539,MTMR1
7540,SQOR
7541,ENOPH1
7542,SLC30A1
7543,ZNF410
7544,LOC101928371
7545,ATP6V1B1-AS1
7546,TM9SF2
7547,RCOR3
7548,MIR3917
7549,MIR3916
7550,MGC16275
7551,CCP110
7552,DOP1A
7553,SRGAP1
7554,RPTOR
7555,ARHGAP31
7556,PA2G4
7557,TOR1AIP1
7558,EPN3
7559,SAMD4A
7560,MIR6515
7561,MIR6505
7562,TMCO4
7563,LLGL2
7564,SLC3A1
7565,ID4
7566,H3F3A
7567,DSG2
7568,FNBP1
7569,LIMCH1
7570,ZMYM1
7571,MFHAS1
7572,CDH1
7573,AURKB
7574,RRAS
7575,RANBP2
7576,ZNF286A
7577,RPE65
7578,KIF15
7579,MPP6
7580,CDC42SE1
7581,RHBDF1
7582,INCENP
7583,DTWD1
7584,PPAN
7585,LOC100132215
7586,USP34
7587,PCNX1
7588,GNA13
7589,ZNF736
7590,ODC1
7591,SERTAD1
7592,GPSM2
7593,SLBP
7594,WNT6
7595,CCDC14
7596,MARC1
7597,IPPK
7598,RSC1A1
7599,MAGEA11
7600,MIR611
7601,SH3RF3-AS1
7602,LOC100133315
7603,ZNF833P
7604,FBXO5
7605,MIER1
7606,DENND1A
7607,BNIP3
7608,ZC3H10
7609,C6orf47
7610,CARD14
7611,PRXL2B-1
7612,CYB5R1
7613,MAST2
7614,ANAPC7
7615,ANAPC5
7616,BFSP1
7617,BMP4
7618,BMPR1B
7619,CYTH2
7620,NKX3-2
7621,BCL2L1
7622,BMP2
7623,RGS17
7624,FARS2
7625,RUVBL2
7626,RANBP6
7627,AFDN
7628,SURF1
7629,EEF2KMT
7630,ITGA1
7631,SLC46A3
7632,TMTC3
7633,CRTC2
7634,TPGS2
7635,IKBIP
7636,ZMYM3
7637,HEBP2
7638,TWSG1
7639,JPH1
7640,ANKRD7
7641,C11orf16
7642,C14orf119
7643,ACADVL
7644,RBM28
7645,PPFIA4
7646,PLXND1
7647,METTL15
7648,FANCB
7649,SLIT3
7650,SBSN
7651,GSTM2
7652,CSTB
7653,NFIB
7654,DPYSL3
7655,SNED1
7656,LEKR1
7657,SIRT6
7658,LOC493754
7659,RNF145
7660,ZMAT2
7661,SPEF2
7662,HMX2
7663,HMGN2
7664,NDUFA3-8
7665,ACSL3
7666,ACSL4
7667,FOLH1
7668,FLOT2
7669,SORBS1
7670,FGD1
7671,CAB39
7672,ETV5
7673,ERH
7674,ESRRA
7675,ETFDH
7676,PRKAA2
7677,SYTL1
7678,PTPRB
7679,SELENOT
7680,TOB2
7681,R3HDM2
7682,CNPY4
7683,CSRNP1
7684,TRIM33
7685,MGAT5
7686,MEIS2
7687,MEIS1
7688,WIPF1
7689,MLLT10
7690,SLC38A4
7691,FBL
7692,MARCH6
7693,CORO2B
7694,ZNF207
7695,NHS
7696,UTP14A
7697,HOOK2
7698,TK2
7699,TNNT1
7700,TRABD
7701,SPSB1
7702,CENPT
7703,TM4SF19
7704,PTPRU
7705,C9orf116
7706,KRTCAP3
7707,HMGB3
7708,CGGBP1
7709,XPNPEP3
7710,OLIG2
7711,UQCC1
7712,VIPAS39
7713,ZNF181
7714,TXNRD3
7715,TSFM
7716,RBCK1
7717,KLHL17
7718,ZNF79
7719,RNASE4
7720,IGFBP7
7721,IFNGR1
7722,ADM
7723,MAP3K11
7724,CCNB2
7725,AKR7A2
7726,HDAC3
7727,NMI
7728,LOC727896
7729,MEX3D
7730,KCTD7
7731,TIMM17B
7732,PYCR2
7733,DLGAP1-AS1
7734,TRIM25
7735,WDR35
7736,SLC48A1
7737,LRRFIP2
7738,EIF1B
7739,P3H2
7740,RUNDC3B
7741,WRN
7742,ADH5
7743,TGFB1
7744,TSC2
7745,TMEM246
7746,IFIH1
7747,XYLT2
7748,HCN4
7749,ACP2
7750,LOC103344931
7751,MOAP1
7752,ANKRD36B
7753,SRSF8
7754,ANP32A-IT1
7755,DKK3
7756,HIC2
7757,NUBPL
7758,COQ10B
7759,RBM26
7760,TSPYL2
7761,ADAMTS10
7762,MRPS36
7763,SEC11C
7764,ATP23
7765,GRIP1
7766,CALCOCO2
7767,IARS2
7768,ICE1
7769,SIN3B
7770,SMG1
7771,OSTCP1
7772,PRELID3A
7773,CD164
7774,POU2F1
7775,TUFT1
7776,PPL
7777,CTAGE1
7778,SLCO4A1
7779,ZDHHC2
7780,ZHX2
7781,TBC1D9B
7782,NEK1
7783,TRAF3
7784,ARHGAP23
7785,PLA2G12A
7786,USP48
7787,MRPL53
7788,ARHGAP33
7789,ALPK2
7790,NOSTRIN
7791,TMEM203
7792,RBM33
7793,COMMD7
7794,ARID5B
7795,ANTXR1
7796,ATG4A
7797,NT5C3B
7798,NLRC5
7799,TOMM20
7800,B3GAT3
7801,RANBP3
7802,PSEN1
7803,CCDC18
7804,PTPRJ
7805,WASF1
7806,PTPRG
7807,NNT-AS1
7808,PAFAH2
7809,KIF6
7810,SLFN12
7811,SLC7A2
7812,ZNF271P
7813,ZNF865
7814,TOGARAM1
7815,RAB3GAP2
7816,NFASC
7817,CUL9
7818,PTPN22
7819,CEP131
7820,MIR924HG
7821,KIAA1328
7822,FAM45A
7823,NUFIP2
7824,PDZD8
7825,CGN
7826,CYP39A1
7827,HACD3
7828,ZWILCH
7829,HEATR1
7830,SSBP3
7831,ATP10D
7832,CHD7
7833,NFXL1
7834,FAM219B
7835,ACTR3B
7836,ABL1
7837,AASDHPPT
7838,DCAF13
7839,ORC6
7840,HECW1
7841,DIS3
7842,CHD2
7843,RPL38
7844,RGS19
7845,BCAS2
7846,COX7A2L
7847,DGKI
