,gene
3207,TOX
3208,FRMPD4
3209,EIF5B
3210,NEURL1B
3211,ANO5
3212,RAB34
3213,THUMPD1
3214,MVB12A
3215,ACAD8
3216,HEATR5A
3217,STEAP2
3218,PTBP3
3219,LRRC4C
3220,HOXC11
3221,MOSPD1
3222,NIPAL3
3223,EVI2A
3224,PFAS
3225,PRRX1
3226,MYO9A
3227,SEC14L1P1
3228,PTCH1
3229,RNASEH1
3230,VGLL4
3231,NDUFB8
3232,KIAA1324
3233,DNASE1L2
3234,CD3D
3235,PLAAT1
3236,ASAP3
3237,RASSF8
3238,TMEM176A
3239,SELENOS
3240,LATS1
3241,XRRA1
3242,PCMT1
3243,CATSPER2
3244,MICAL1
3245,FAAP20
3246,DFFB
3247,TFE3
3248,SSH2
3249,ARMT1
3250,RFX3
3251,TEKT4
3252,PCLAF
3253,INO80B
3254,SF3B5
3255,SH3BGRL3
3256,ADPGK
3257,ZNF655
3258,NUDT9
3259,MRPS15
3260,CYB561D2
3261,MIS12
3262,AUNIP
3263,ZBTB10
3264,CDK13
3265,HNRNPAB
3266,ZSCAN18
3267,CAPRIN2
3268,PHACTR4
3269,ANGPTL2
3270,HSP90AB1
3271,B4GALT7
3272,AQR
3273,ZSWIM3
3274,CCDC65
3275,ANKRD13A
3276,RPL10L
3277,ZNF326
3278,TMPRSS9
3279,TRO
3280,RASSF3
3281,NAV2
3282,ZNF598
3283,PTF1A
3284,PDZD2
3285,EPB41L1
3286,FAM13C
3287,PTPDC1
3288,HAP1
3289,ARL6
3290,CFAP58
3291,C8orf37
3292,RACGAP1P
3293,DYNLRB1
3294,PPM1A
3295,ARMCX2
3296,ARMCX3
3297,SYT2
3298,MICALL2
3299,HEATR3
3300,ASAH1
3301,CATSPER3
3302,NUP50
3303,RBSN
3304,STUB1
3305,PRMT5-AS1
3306,TUBB2B
3307,FBXO4
3308,SOX5
3309,SAP30BP
3310,COL13A1
3311,MLPH
3312,SCARB1
3313,LOC100996579
3314,PTPRK
3315,HBEGF
3316,ATN1
3317,FTH1
3318,MPP3
3319,DLAT
3320,FN1
3321,PRKAR2B
3322,PRKAR1B
3323,NFKBIB
3324,PEPD
3325,FAR2
3326,ALDH9A1
3327,PEG3
3328,ENPP1
3329,PCM1
3330,PDGFRL
3331,PCBP1
3332,PBX3
3333,PAX9
3334,RTL8B
3335,RTL8A
3336,RTL8C
3337,CASZ1
3338,FAM183A
3339,CCHCR1-5
3340,COMMD9
3341,NRDC
3342,TRAPPC2
3343,ACAA1
3344,ARFGAP3
3345,FASTKD2
3346,TPD52L2
3347,UBTF
3348,METTL9
3349,RAB5C
3350,RABGGTB
3351,RANGAP1
3352,ZNF706
3353,CD274
3354,NDUFB9
3355,MAVS
3356,CASKIN2
3357,GPR158
3358,METTL1
3359,MTUS1
3360,INTS2
3361,DHPS
3362,DIDO1
3363,FANCD2
3364,MRPL39
3365,GAR1
3366,PDGFD
3367,WNT3A
3368,SCIN
3369,TSPO
3370,EPHX2
3371,ANKRD26
3372,HSPD1
3373,MINPP1
3374,PDE8A
3375,ANAPC10
3376,KRT10
3377,RPS4X
3378,HAPLN1
3379,CUBN
3380,RPS3
3381,FAM122C
3382,RECQL
3383,SELPLG
3384,PHACTR3
3385,DCAF12L1
3386,MAT2B
3387,MARCH3
3388,ARNT
3389,TTLL11
3390,ARRDC4
3391,PRSS48
3392,PXDC1
3393,SLC25A42
3394,STXBP4
3395,SNORA57
3396,CC2D2A
3397,PFDN2
3398,ANP32C
3399,EXOC5
3400,PICK1
3401,PRDM4
3402,CDK14
3403,ICMT
3404,SEPTIN10
3405,HM13
3406,SLITRK2
3407,ORC3
3408,TMED7
3409,NDUFAF2
3410,TGIF1
3411,SNORD31
3412,SNORD30
3413,SNORD29
3414,SNORD28
3415,SNORD27
3416,SNORD26
3417,SNORD25
3418,NDRG1
3419,SS18
3420,SLC44A3
3421,CEMIP2
3422,IL10RB
3423,MMS19
3424,TOR1AIP2
3425,ELOC
3426,SLC50A1
3427,NCOA6
3428,ANO10
3429,FAM173A
3430,CYREN
3431,C17orf53
3432,ZNF747
3433,KCTD14
3434,LRIG2
3435,AACS
3436,VDR
3437,EIF4E
3438,CDK6
3439,PCCA
3440,GCFC2
3441,CCDC3
3442,SNX5
3443,YAE1
3444,KRT18
3445,LBX2
3446,SPATS2L
3447,GTF3C5
3448,SKA3
3449,WDR62
3450,LOC642852
3451,CASC2
3452,MGC16142
3453,ADCY10P1
3454,OXSM
3455,CEP83-DT
3456,GUSBP1
3457,PKD1L2
3458,ASH1L-AS1
3459,LOC643387
3460,MGC2889
3461,LOC150776
3462,LOC202181
3463,MORC2-AS1
3464,GOLGA8A
3465,GORAB
3466,ELOVL5
3467,RPL21P28
3468,YBX3P1
3469,POP4
3470,LOC146880
3471,LINC01011
3472,THUMPD3-AS1
3473,AP5M1
3474,AMZ2P1
3475,GABPB1-IT1
3476,RPSAP9
3477,HOMER3
3478,LOC100270804
3479,FAM185A
3480,RUNX1-IT1
3481,FAM106A
3482,LINC00520
3483,LINC00174
3484,BAIAP2-DT
3485,LOC401127
3486,HCG27
3487,LOC285074
3488,TRHDE-AS1
3489,LINC00839
3490,INTS9
3491,FOXD1
3492,ITGB8
3493,ANXA1
3494,MFSD3
3495,SNRPC
3496,ITGB1
3497,SRPRA
3498,SSSCA1-AS1
3499,TMX2
3500,STOM
3501,USP39
3502,MED23
3503,UBE2J1
3504,LUC7L2
3505,EIF3L
3506,ZNF226
3507,IST1
3508,POP5
3509,TATDN2
3510,GSTK1
3511,SLC25A39
3512,PCNX2
3513,CKAP5
3514,BDNF-AS
3515,CCDC163
3516,UMPS
3517,PRMT1
3518,ADGRG1
3519,SRPK1
3520,BMP1
3521,UNK
3522,PSMA3
3523,PTCD1
3524,UNC119B
3525,DIXDC1
3526,NOTCH2
3527,KLF16
3528,STK40
3529,NDUFS7
3530,RNF26
3531,SETDB2
3532,DCAF10
3533,SYT16
3534,ESYT3
3535,TMEM245
3536,GORASP1
3537,HDAC8
3538,RBM14
3539,KCNQ5
3540,ALDH7A1
3541,DNAL1
3542,POC1B
3543,AK3
3544,USP38
3545,NCK1
3546,RUFY3
3547,PAK3
3548,UNC5C
3549,PID1
3550,C10orf67-1
3551,NMRAL1
3552,HS3ST5
3553,SPC25
3554,LUC7L
3555,WDR6
3556,CLK4
3557,FUT10
3558,PCGF1
3559,ZNF337-AS1
3560,ANO4-1
3561,POLR2J2
3562,URM1
3563,FAM86C2P
3564,LOC646471
3565,SNHG20
3566,CRCP
3567,TMEM11
3568,BPHL
3569,SNHG7
3570,LINC01588
3571,GSTM4
3572,GSTM3
3573,RBM18
3574,RPL23AP7
3575,TMEM201
3576,LMLN
3577,LOC100129534
3578,LOC100130093
3579,MANCR
3580,LOC100130987
3581,LSM5
3582,RAMP2-AS1
3583,CCDC66
3584,LINC01134
3585,GUSBP11
3586,ZXDB
3587,ZXDA
3588,ZP3
3589,SFXN2
3590,GALNT16
3591,TNIP3
3592,CEP135
3593,KRT8
3594,HOXA13
3595,HEXA
3596,ZNF254
3597,ZNF33A
3598,ZBTB1
3599,THAP8
3600,LYPLAL1
3601,YWHAB
3602,FAM227B
3603,FAM24B
3604,ARID2
3605,METTL7B
3606,UQCRH
3607,FAM81A
3608,ZNF92
3609,SGMS2
3610,MCFD2
3611,CARS
3612,CCDC116
3613,LRRN4
3614,PACC1
3615,DNAAF2
3616,BANK1
3617,ZNF331
3618,MSI1
3619,RWDD1
3620,RRP15
3621,GET4
3622,EMC9
3623,ISOC1
3624,SLC35B3
3625,RB1CC1
3626,PRELID3B
3627,SLC35C2
3628,FAHD2A
3629,AMDHD2
3630,CUL7
3631,DERL2
3632,GIT2
3633,TRMT6
3634,NMD3
3635,CTIF
3636,UTP11
3637,EEF1AKNMT
3638,KMT5B
3639,MRPS2
3640,NOP58
3641,RMDN1
3642,AGAP2
3643,SSUH2
3644,LIPT1
3645,DHRS7
3646,TRAPPC12
3647,SCRN1
3648,TGFB1I1
3649,LACTB2
3650,DERA
3651,TEX264
3652,MRPL19
3653,DHCR24
3654,APH1A
3655,CUTA-1
3656,LETMD1
3657,GSEC
3658,TUBB
3659,NDUFA11
3660,FMR1
3661,SRSF1
3662,EPOR
3663,LMF1
3664,PPRC1
3665,HCCS
3666,PXYLP1
3667,TLCD5
3668,UBE4A
3669,HMGN3
3670,CXorf56
3671,PLEKHG4
3672,SH3GL1
3673,SESN1
3674,SIAE
3675,PDK2
3676,SCNN1D
3677,HMGB2
3678,TMEM218
3679,ABHD16B
3680,SAMD10
3681,SNAP91
3682,STRA6
3683,SENP2
3684,TRPV4
3685,PCF11
3686,CCDC117
3687,COMMD4
3688,KIF20B
3689,GUCD1
3690,BCAT2
3691,SIPA1L1
3692,TMEM126B
3693,ACTG2
3694,INTS14
3695,C5AR1
3696,C1S
3697,CALM2
3698,SARAF
3699,LPIN1
3700,LIAS
3701,ATP6V1A
3702,ATP5MC3
3703,ATP5PB
3704,ATP5F1D
3705,DHFR
3706,TENT5C
3707,KANK1
3708,WDR55
3709,PAQR5
3710,MFSD6
3711,MRPL44
3712,PPP2R3A
3713,ALDH3A1
3714,TINCR
3715,DNAJC9
3716,ALDH2
3717,FNTB
3718,CFD
3719,ADM5
3720,EIF3G
3721,SPNS1
3722,MAPRE2
3723,ZBTB9
3724,C6orf89
3725,BTBD9
3726,BEND6
3727,BBS12
3728,SCARNA9
3729,OSBPL6
3730,ZBTB37
3731,KIF17
3732,NFKBIL1
3733,TMEM253
3734,ME3
3735,NAE1
3736,RTN3
3737,ZNF267
3738,UPF3B
3739,HIST1H2BK
3740,PIK3IP1
3741,DDX55
3742,ZNFX1
3743,WDR33
3744,RAP2A
3745,ARHGAP42-1
3746,SNIP1
3747,CAMKK1
3748,C12orf57
3749,ZNF414
3750,LZIC
3751,ZBED3
3752,METTL26
3753,DNAJC14
3754,CCDC77
3755,NAA38
3756,MON1A
3757,ZWINT
3758,CCDC88B
3759,NDST1
3760,NUDT16L1
3761,MXRA8
3762,PDCD2L
3763,PYM1
3764,HPS6
3765,CHCHD6
3766,SHCBP1
3767,MIEN1
3768,LLPH
3769,PHF6
3770,WDR83
3771,ING5
3772,IQCG
3773,FSD1L
3774,RABL6
3775,ISOC2
3776,PRADC1
3777,DNAJC30
3778,NOA1
3779,YIPF4
3780,POLDIP3
3781,CARD19
3782,SYT3
3783,ALKBH7
3784,FLYWCH1
3785,SLC37A3
3786,LOC643201
3787,OGFRP1
3788,PPIAP30
3789,KLHL7
3790,CYTH3
3791,EFTUD2
3792,FOS
3793,FER
3794,NCOA7
3795,NDUFS1
3796,PLEKHB1
3797,ZNF562
3798,SETBP1
3799,ZNF518A
3800,BMS1
3801,ZNF211
3802,DCLRE1C
3803,LIPA
3804,LOC643923
3805,MAGEA8
3806,ZNF580
3807,FAM172A
3808,ZSCAN12
3809,QPCTL
3810,GDF9
3811,THSD4
3812,NME4
3813,ATM
3814,SYTL2
3815,SLC22A23
3816,GLB1L
3817,MERTK
3818,SPON1
3819,PAX8
3820,CDK5RAP1
3821,UBAP2
3822,HIKESHI
3823,ETNK1
3824,OGFOD1
3825,DNAJA4
3826,CSGALNACT2
3827,ASH1L
3828,AKAP7
3829,CYYR1
3830,PLCE1
3831,RAB9B
3832,ISYNA1
3833,GP6
3834,LRRC8E
3835,RDX
3836,NEK9
3837,RTEL1
3838,LZTS2
3839,C7orf50
3840,MASP2
3841,C2orf70
3842,GK
3843,CLCN5
3844,ZNF205
3845,ANO2
3846,FLNB
3847,PRKAR1A
3848,APPBP2
3849,MRPS31
3850,MTMR7
3851,SLC35B1
3852,LRRC17
3853,LINC00888
3854,LINC00707
3855,VAC14-AS1
3856,WFDC21P
3857,ZNF695
3858,LOC389906
3859,CSTF3-DT
3860,LHX4-AS1
3861,PCAT6
3862,BBS4
3863,STARD7-AS1
3864,KIAA1656
3865,PCGF5
3866,SDF2
3867,MSTO1
3868,ATG7
3869,ARC
3870,NOCT
3871,NCBP2
3872,CASC3
3873,ANKIB1
3874,SRSF6
3875,GNA12
3876,DPF2
3877,SEMA4D
3878,LRRN2
3879,MCRS1
3880,TBC1D8
3881,GRK2
3882,PAPLN
3883,PLD5
3884,RALGPS2
3885,FAM76A
3886,ZNF585A
3887,UBE2E2
3888,ZNF48
3889,ZNF417
3890,DCP2
3891,C12orf66
3892,RNF168
3893,SDE2
3894,KCNAB1
3895,AK8
3896,TPM1
3897,DIO2
3898,NUP58
3899,ZNF7
3900,GLIPR2
3901,ZKSCAN1
3902,TTN
3903,DSTN
3904,RAB31
3905,TSPAN1
3906,ARPC4
3907,ARPC5
3908,GIPC1
3909,COL4A3BP
3910,PQBP1
3911,KLRG1
3912,GPC6
3913,TDRKH
3914,ABCC9
3915,RTCB
3916,SNRNP27
3917,TLK2
3918,DNM1L
3919,CCDC85B
3920,ABCB6
3921,ILVBL
3922,SF3B2
3923,STK38
3924,NOTCH2NLA
3925,RNF166
3926,DNAAF3
3927,ZNF827
3928,ZNF468
3929,RASSF9
3930,DFFA
3931,CTSH
3932,HUNK
3933,USF1
3934,LMCD1
3935,NR1H2
3936,PRORP
3937,NUP93
3938,STRN3
3939,TMEM97
3940,PICALM
3941,ZKSCAN5
3942,TCHH
3943,TFDP1
3944,NCAPH2
3945,TMOD2
3946,LOC341056
3947,TLN2
3948,PPP1R13B
3949,LAMP2
3950,B3GNT3
3951,TMEM258
3952,UBE2T
3953,SETD2
3954,FAM155A
3955,TGOLN2
3956,RAB11A
3957,PKM
3958,DNASE2
3959,KCNMB3
3960,GYS1
3961,DEAF1
3962,PLAC1
3963,FASTKD5
3964,NIF3L1
3965,SAV1
3966,H2AFJ
3967,TGIF2
3968,EXOC4
3969,HLA-F-1
3970,SIGIRR
3971,ELK4
3972,FOXA2
3973,ERRFI1
3974,CYCS
3975,TUBA8
3976,FADS3
3977,ELP4
3978,BCAP29
3979,ADAM22
3980,SIVA1
3981,ZBTB8A
3982,LIN54
3983,FOXP1
3984,NFYA
3985,TSPYL4
3986,UTP14C
3987,HNRNPH3
3988,PLEKHA5
3989,KIRREL3-AS2
3990,FBXO22
3991,FBXO2
3992,LYRM7
3993,NEK8
3994,TMEM52
3995,WWOX
3996,C11orf45
3997,VDAC2
3998,FGFR1OP2
3999,DGCR2
4000,TSC22D1
4001,PDE7A
4002,MFSD1
4003,POLR2A
4004,ACVR2A
4005,RAP1A
4006,IMP3
4007,TTC17
4008,MIR4697HG
4009,MRPS7
4010,MRPS33
4011,MRPS17
4012,XIAP
4013,RPL36A
4014,LDLR
4015,NDUFB5
4016,MPI
4017,RPL36AL
4018,SMIM8
4019,USP5
4020,ZNF266
4021,ARPP19
4022,ZBTB6
4023,CPSF6
4024,ZNF707-1
4025,HMG20B
4026,ST6GALNAC2
4027,ALDOC
4028,F2RL1
4029,TIMM17A
4030,C1D
4031,IFI30
4032,GRK3
4033,ACTC1
4034,CFDP1
4035,BMI1
4036,GGT1
4037,U2AF1
4038,TALDO1
4039,PNPLA6
4040,TGFBR3L
4041,OXCT1
4042,CAMLG
4043,CPED1
4044,TMEM25
4045,AGO2
4046,TBCK
4047,PSMD7
4048,FHIT
4049,LOC645513
4050,FXN
4051,DCAF17
4052,TSHZ2
4053,PRIM2
4054,PLEKHG5
4055,GRIN2C
4056,ICAM1
4057,CCT6A
4058,CTPS1
4059,ERCC4
4060,HSP90AA1
4061,CTCF
4062,PMVK
4063,RPP30
4064,LPP
4065,ELK1
4066,HSPA1B-1
4067,EFNA4
4068,E2F1
4069,ARID3A
4070,DNASE1
4071,GTF2H1
4072,FBXW7
4073,MAP11
4074,TM9SF1
4075,DDOST
4076,EYA2
4077,MPST
4078,CSTA
4079,LAMTOR5
4080,ANP32B
4081,IPO8
4082,CLN5
4083,CHKB
4084,CDRT1
4085,SEMA3C
4086,ERLIN1
4087,CRKL
4088,CRK
4089,CEBPD
4090,MAP3K8
4091,ENOX2
4092,VAT1
4093,FOSL2
4094,VTI1B
4095,CBX2
4096,CBL
4097,CAP2
4098,SEC23B
4099,NXF1
4100,CAPN1
4101,SLC9A6
4102,UBE2E3
4103,TADA3
4104,HMGN4
4105,ZBTB18
4106,TIMM44
4107,ZNF83
4108,PGM2
4109,VPS53
4110,PAM16
4111,MRPS23
4112,FIS1
4113,KPNA3
4114,TULP3
4115,FSD2
4116,TMEM87A
4117,TBC1D8B
4118,KCNIP2
4119,CEP120
4120,HAUS4
4121,VRK2
4122,SYCE1L
4123,NEMF
4124,RASGRP1
4125,EPN1
4126,MTERF4
4127,RAD23A
4128,GPR183
4129,ABCD4
4130,SPATC1L
4131,MAP7
4132,RCAN3
4133,DOCK7
4134,ACSL1
4135,BPGM
4136,ALDH1B1
4137,ARHGAP45
4138,PPP2R5E
4139,ABLIM2
4140,ADCYAP1R1
4141,PAWR
4142,PAPPA
4143,MFSD10
4144,NAGLU
4145,NAGA
4146,ADCY8
4147,PRRG1
4148,PRLR
4149,SSTR2
4150,PRIM1
4151,ATR
4152,RPL5
4153,GABPA
4154,DR1
4155,IFI6
4156,AGER-5
4157,PPIB
4158,KCNG1
4159,KCNA6
4160,ATXN10
4161,LTBP1
4162,PRKX
4163,GPR34
4164,ARFIP2
4165,PLK2
4166,RNF146
4167,PDCD4-AS1
4168,SUPT5H
4169,LINC01481
4170,STK39
4171,LOC642846
4172,TUFM
4173,MAP2K4P1
4174,MAGOHB
4175,PRPF38B
4176,SLC30A6
4177,CLEC2D
4178,PDE4C
4179,FOXM1
4180,SLC45A4
4181,HYLS1
4182,CCNY
4183,RARA
4184,PARP9
4185,KIAA1671
4186,CCND3
4187,AP4M1
4188,LPAR2
4189,KCNJ8
4190,CLTC
4191,SMYD5
4192,AKAP5
4193,CHST10
4194,RPL13AP20
4195,KRT17
4196,RPL19
4197,RPL18A
4198,KCNQ1OT1
4199,CDCA8
4200,HAUS2
4201,IFITM2
4202,FAM86C1
4203,MICAL2
4204,MACO1
4205,PINLYP
4206,HIPK3
4207,ARHGAP21
4208,TMEM181
4209,RIF1
4210,SMG8
4211,GNE
4212,YJEFN3
4213,AGAP1
4214,MS4A12
4215,ZNF3
4216,TASP1
4217,PATL1
4218,STT3A
4219,KLHDC1
4220,ZNF334
4221,RPL13A
4222,SLC19A1
4223,PRKAG2
4224,RRAGB
4225,MTERF3
4226,MBIP
4227,MYH15
4228,STXBP5L
4229,TBC1D2B
4230,BLOC1S6
4231,GMEB2
4232,SARM1
4233,TSPAN12
4234,NARF
4235,MYO10
4236,CRTC1
4237,STAT5B
4238,MAPRE1
4239,YWHAG
4240,TCF25
4241,LSM4
4242,LETM1
4243,LDOC1
4244,ZC3H13
4245,MAN2A1
4246,UBE2V2
4247,UBE2N
4248,MAGOH
4249,UBE2G1
4250,MAGEB2
4251,MAD2L1
4252,MXD1
4253,M6PR
4254,EPCAM
4255,UBA52
4256,RECQL4
4257,PIM1
4258,ORC5
4259,LTBR
4260,JOSD1
4261,KIF14
4262,LSS
4263,BAZ2A
4264,PREB
4265,CFAP300
4266,SARS2
4267,DCAF1
4268,SH3BP2
4269,LOC101927027
4270,LOC101929567
4271,CEP85
4272,PHB
4273,CLPTM1
4274,NOP9
4275,LINC00941
4276,MROH1
4277,API5
4278,SPECC1
4279,RIPPLY2
4280,METTL18
4281,ZNF622
4282,SLC25A51
4283,PTPRF
4284,A1BG
4285,RAB24
4286,CDC27
4287,XAGE5
4288,SYN2
4289,ZNF274
4290,TANC1
4291,ITPRIP
4292,ZFHX2
4293,FAM78A
4294,SEC14L2
4295,MADD
4296,FDFT1
4297,THAP5
4298,SETSIP
4299,CLIC1
4300,ZBTB17
4301,ARHGAP30
4302,SLC66A1
4303,CNEP1R1
4304,SLC35B2
4305,MIPOL1
4306,GSTO2
4307,NEK4
4308,POLR2C
4309,NEK2
4310,RNF40
4311,CUL2
4312,SSC5D
4313,MMP24
4314,MLEC
4315,LAMC2
4316,LCN2
4317,DXO
4318,UBA2
4319,POMGNT1
4320,IDH2
4321,NIP7
4322,TRMT112
4323,CMPK1
4324,WNK1
4325,ZNF589
4326,PJA2
4327,TOMM70
4328,NAA20
4329,TRIM66
4330,STYXL1
4331,ATRAID
4332,ANGPT4
4333,PSMD6
4334,UBE2D4
4335,YBX2
4336,HSPA6
4337,CEP170
4338,PPP1R26
4339,GLOD4
4340,KIAA0319
4341,FARP2
4342,TVP23B
4343,PLEKHM1
4344,CRYL1
4345,BOLA1
4346,HDGFRP3
4347,FAXC
4348,KDM7A
4349,SH3BP5L
4350,APOL6
4351,DDHD1
4352,EEPD1
4353,COASY
4354,MKX
4355,LSP1
4356,LOC101926963
4357,ZNF219
4358,STYX
4359,KCTD1
4360,LAMTOR2
4361,PHOSPHO2
4362,LRBA
4363,CCDC36
4364,ASAP2
4365,LRRC39
4366,MCMBP
4367,E2F8
4368,LOC100335030
4369,LTB4R
4370,KCNMB2-AS1
4371,MGST2
4372,KLHL25
4373,DNAJC5
4374,TANC2
4375,TTYH3
4376,MMP25
4377,SOX17
4378,AZI2
4379,SYTL4
4380,FLJ44511
4381,SMG1P7
4382,EML2
4383,SARS
4384,MIB2
4385,CCT7
4386,SMARCA1
4387,SATB1
4388,SBF1
4389,ILF2
4390,FOXK2
4391,LRRC45
4392,UVRAG
4393,IDI1
4394,HUS1
4395,STAP2
4396,LARS2
4397,DPP8
4398,DCAF16
4399,ZDHHC7
4400,DAAM2
4401,SLC4A8
4402,PPP6C
4403,MTO1
4404,GPRASP1
4405,EHBP1L1
4406,PHF21B
4407,NXT1
4408,NUFIP1
4409,ARPC3
4410,PDK1
4411,NR6A1
4412,ABCG4
4413,DGKH
4414,CLCC1
4415,MSH2
4416,RNF111
4417,EMC3
4418,RAB14
4419,C1QTNF3
4420,CCDC39
4421,NCKIPSD
4422,RBM38
4423,FBXO25
4424,C17orf82
4425,ID1
4426,ATF7IP
4427,FAM72D
4428,FBXO44
4429,ANKEF1
4430,RBL1
4431,LRRC3
4432,DCUN1D3
4433,MFSD8
4434,DNLZ
4435,FASTKD3
4436,SLC46A1
4437,CAAP1
4438,LPCAT1-1
4439,TGS1
4440,CLUAP1
4441,ZNF527
4442,JPH4
4443,SPIRE2
4444,MSI2
4445,CTSB
4446,NR2F2-AS1
4447,LINC02381
4448,NUDT19
4449,TMEM64
4450,GPR85
4451,VPS37A
4452,CEP290
4453,FAM136A
4454,ZNF341
4455,NFATC2IP
4456,RNFT2
4457,TMTC4
4458,TAOK1
4459,MIGA2
4460,ZDHHC12
4461,ATAD1
4462,SPG11
4463,OPA3
4464,RPUSD4
4465,ADO
4466,TYW3
4467,TMEM161B
4468,C14orf93
4469,CCAR1
4470,ZNF502
4471,ANO6
4472,DBT
4473,CENPC
4474,ABCC1
4475,JAK2
4476,CORO2A
4477,TM2D1
4478,CCNB3
4479,TAF3
4480,PCYT2
4481,SEC24D
4482,LTB4R2
4483,ERMARD
4484,ARHGEF40
4485,TRAK1
4486,ST3GAL6
4487,ANKRD30B
4488,UPF2
4489,GPATCH1
4490,DDIT3
4491,ZNF200
4492,STAM
4493,SCG2
4494,NDUFC2
4495,NDUFB10
4496,NDUFB4
4497,NDUFB2
4498,PTP4A1
4499,TRIM26-3
4500,TGM2
4501,HIST1H3A
4502,HIST1H3D
4503,PAX2
4504,HIST2H2AC
4505,RAD9A
4506,HIST1H2AC
4507,HIST1H2AI
4508,FZD7
4509,TRRAP
4510,SELENON
4511,NAV1
4512,FANCF
4513,CORO1B
4514,STARD3
4515,CCDC113
4516,TAF12
4517,FDPS
4518,LRPAP1
4519,LRP4
4520,ITPR1
4521,ITPKB
4522,ESF1
4523,DACT1
4524,PRR34
4525,MAP3K20
4526,MRPL50
4527,LARP7
4528,SPACA9
4529,MAML3
4530,ASNSD1
4531,NANS
4532,MRPS30
4533,TNFRSF12A
4534,MIS18A
4535,AGAP2-AS1
4536,UCK1
4537,MARCH9
4538,GTDC1
4539,MAGEA12
4540,MARK3
4541,COMMD5
4542,ASTE1
4543,MALT1
4544,NDUFAF5
4545,GJB3
4546,TAF1D
4547,GPAT4
4548,CMTM4
4549,ARL5B
4550,ETFBKMT
4551,NFATC3
4552,TFAP2E
4553,ZDHHC21
4554,AGBL3
4555,ZNF680
4556,TNS2
4557,ARHGEF18
4558,BAG2
4559,GPR22
4560,GOLT1B
4561,GPR20
4562,GPR18
4563,BAG3
4564,RPSAP52
4565,TAPBP-3
4566,PCNA
4567,RASSF1
4568,TCF20
4569,TMEM116
4570,SYTL5
4571,NFAT5
4572,RHOT2
4573,PSMA1
4574,TIRAP
4575,COMT
4576,BRCA1
4577,DIAPH2
4578,DLGAP5
4579,TREX1
4580,KLHL15
4581,TOX4
4582,PCDH7
4583,SIRT2
4584,CPEB1
4585,TAB3
4586,APOL2
4587,OMA1
4588,CYB5B
4589,C4orf33
4590,FBXL19
4591,RAMP1
4592,CNTRL
4593,DDX39A
4594,LOC100499484
4595,ZNF667-AS1
4596,LOC100287042
4597,CCT3
4598,LOC100129917
4599,THOC5
4600,LOC100128398
4601,NDUFAF4P1
4602,LOC339803
4603,LOC284080
4604,STAG3L5P-PVRIG2P-PILRB
4605,PRKCQ-AS1
4606,LINC00997
4607,FOXN3-AS1
4608,SBF2-AS1
4609,TMEM198B
4610,PTPRR
4611,GKAP1
4612,TPRA1
4613,TMEM19
4614,TATDN3
4615,SLAMF9
4616,BBIP1
4617,PARP1
4618,MRS2P2
4619,SALL2
4620,MEGF8
4621,DIAPH3
4622,HMBOX1
4623,CYB561A3
4624,BRCC3
4625,KRR1
4626,STAG2
4627,WASL
4628,ALDH18A1
4629,ABCD3
4630,PEX19
4631,PTX3
4632,SATB2
4633,CRIPT
4634,PTPRO
4635,PTPRN2
4636,TELO2
4637,GOLGA7
4638,NUAK1
4639,ZFR
4640,ALDH1L1
4641,PTRH2
4642,ERGIC3
4643,TBC1D4
4644,COMMD2
4645,ZBTB39
4646,RPL26L1
4647,TRIM17
4648,TLE2
4649,TLR4
4650,SP3
4651,THBS1
4652,VAMP1
4653,HIRA
4654,FARSA
4655,LOC102724927
4656,DLGAP1-AS2
4657,SNHG22
4658,UBOX5
4659,DUSP14
4660,CFAP298
4661,TINAGL1
4662,ENTPD4
4663,RDM1
4664,USP6NL
4665,NFE4
4666,CTF1
4667,SIRT1
4668,MYO5A
4669,BTG2
4670,YWHAE-1
4671,ZNF780A
4672,POLE
4673,LGALS3
4674,ARHGAP6
4675,VPS29
4676,ZNF775
4677,PARD3B
4678,SPANXB1
4679,NAA15
4680,PINK1
4681,SYVN1
4682,ZNF333
4683,SMC6
4684,ARCN1
4685,PSMC3
4686,TRIM6
4687,ANKH
4688,SNORA53
4689,MON1B
4690,LOC101929718
4691,TTC19
4692,EVI5
4693,MEAF6
4694,NUP107
4695,RFX7
4696,MRPS11
4697,METTL4
4698,ADGRG6
4699,GPCPD1
4700,PORCN
4701,USP46
4702,SPATA20
4703,MARCH7
4704,KIAA1217
4705,ARHGEF3
4706,S100A4
4707,ADCY2
4708,MCOLN1
4709,SNURF
4710,RTN4
4711,NFKBIA
4712,PBXIP1
4713,IQCH
4714,AP2M1
4715,RMND5A
4716,SNX3
4717,NHSL1
4718,PPP4R3B
4719,TLCD1
4720,OSBPL11
4721,EXO5
4722,EPS8L2
4723,RBM15
4724,AEN
4725,RBMX2
4726,UNC93B1
4727,RMND5B
4728,C11orf1
4729,PCED1A
4730,CACHD1
4731,PPP4C
4732,TSPYL5
4733,DENND2C
4734,RABGEF1
4735,SHOX2
4736,WDR81-1
4737,FOXN2
4738,ARHGDIB
4739,NXN
4740,THRA
4741,NLRC4
4742,LOC100129034
4743,MTHFD2
4744,HHLA3
4745,TJAP1
4746,MTHFSD
4747,POTEG
4748,AHNAK
4749,CSPG4
4750,SGTA
4751,SDHC
4752,NUP88
4753,WWC1
