Protein ID	Melting point [°C]	Protein stability class	Quantile-normalized melting point [°C]	AUC	Curve fit converged	R2 of curve fit
RNASET2		non-melter		0.74	TRUE	0.81
RNF10	47.33	medium	46.76	0.37	TRUE	0.99
RNF103	50.53	medium	50.46	0.51	TRUE	0.99
RNF113A		non-melter		0.84	TRUE	0.2
RNF114	51.06	medium	51.15	0.58	TRUE	0.96
RNF123	50.04	medium	49.79	0.54	TRUE	0.97
RNF126	49.77	medium	49.45	0.58	TRUE	0.87
RNF128	50.19	medium	49.98	0.6	TRUE	0.93
RNF130	50.82	medium	50.83	0.62	TRUE	0.91
RNF138	48.56	medium	48.13	0.44	TRUE	0.99
RNF139	51.97	stable	52.4	0.68	TRUE	0.89
RNF14	48.57	medium	48.14	0.42	TRUE	0.99
RNF149	51.4	medium	51.63	0.62	TRUE	0.95
RNF160	48.16	medium	47.67	0.39	TRUE	0.98
RNF169	46.3	non-stable	45.75	0.35	TRUE	0.98
RNF170	51.2	medium	51.35	0.65	TRUE	0.83
RNF181	50.43	stable	50.34	0.69	TRUE	0.75
RNF2	47.62	medium	47.08	0.4	TRUE	0.99
RNF20	45.54	non-stable	44.95	0.31	TRUE	1
RNF214	48.34	medium	47.88	0.42	TRUE	1
RNF219	44.69	non-stable	44.07	0.3	TRUE	0.99
RNF220	49.78	medium	49.47	0.48	TRUE	1
RNF25	50.66	medium	50.63	0.49	TRUE	1
RNF31	47.28	medium	46.71	0.37	TRUE	1
RNF40	44.7	non-stable	44.08	0.28	TRUE	1
RNF5	49.35	medium	49.01	0.47	TRUE	0.99
RNF7	50.34	stable	50.19	0.66	TRUE	0.94
RNGTT	45.81	non-stable	45.22	0.31	TRUE	1
RNH1	50.35	medium	50.21	0.46	TRUE	1
RNMT	51.9	medium	52.34	0.53	TRUE	0.99
RNMTL1	50.37	medium	50.25	0.47	TRUE	0.97
RNPEP	48.74	medium	48.33	0.41	TRUE	1
ROBLD3	50.96	stable	51.03	0.71	TRUE	0.71
ROBO1		non-melter		0.74	TRUE	0.52
ROCK1	49.5	medium	49.16	0.44	TRUE	0.99
ROCK2	48.51	medium	48.07	0.4	TRUE	0.99
ROD1	45.82	medium	45.22	0.36	TRUE	0.98
ROGDI	49	medium	48.61	0.43	TRUE	0.99
ROMO1		non-melter		0.75	TRUE	0.49
RP1-21O18 1		non-melter		0.67	TRUE	0.56
RP11-345P4 4	50.73	medium	50.71	0.53	TRUE	0.99
RP11-529I10 4	46.73	non-stable	46.18	0.34	TRUE	1
RP2	50.18	medium	49.97	0.45	TRUE	1
RP3-402G11 5	45.38	non-stable	44.79	0.31	TRUE	0.99
RP5-1000E10 4	48.64	medium	48.2	0.43	TRUE	1
RP6-213H19 1	47.92	medium	47.41	0.38	TRUE	1
RPA1	48.06	medium	47.57	0.38	TRUE	1
RPA2	48.3	medium	47.82	0.43	TRUE	1
RPA3	49.06	medium	48.66	0.45	TRUE	0.99
RPAP1	48.44	medium	48.01	0.4	TRUE	0.98
RPAP2	46.9	medium	46.34	0.36	TRUE	0.99
RPAP3	48.12	medium	47.63	0.38	TRUE	1
RPE	51.91	stable	52.35	0.66	TRUE	0.98
RPIA		non-melter		1.01	TRUE	-0.08
RPL10	53.03	medium	53.81	0.62	TRUE	0.59
RPL10A	53.16	medium	54.31	0.62	TRUE	0.71
RPL11	53.04	medium	53.84	0.57	TRUE	0.68
RPL12		non-melter		0.99	TRUE	0
RPL13	53.03	medium	53.82	0.58	TRUE	0.56
RPL14	53.28	medium	54.57	0.61	TRUE	0.79
RPL15	54.59	medium	57.14	0.62	TRUE	0.51
RPL18	52.89	medium	53.52	0.57	TRUE	0.57
RPL18A	53.18	medium	54.36	0.59	TRUE	0.52
RPL19	53.67	medium	55.34	0.63	TRUE	0.65
RPL22	54.01	medium	55.88	0.61	TRUE	0.68
RPL23	52.55	medium	53.09	0.55	TRUE	0.83
RPL23A	54.24	medium	56.49	0.61	TRUE	0.48
RPL24	53.51	medium	54.95	0.59	TRUE	0.59
RPL26	53.01	medium	53.74	0.58	TRUE	0.62
RPL27	53.11	medium	54.11	0.59	TRUE	0.62
RPL28	52.96	medium	53.64	0.56	TRUE	0.61
RPL29	54.36	medium	56.63	0.63	TRUE	0.38
RPL3	53.14	medium	54.25	0.59	TRUE	0.58
RPL30	54.51	medium	56.86	0.62	TRUE	0.57
RPL31	52.99	medium	53.7	0.58	TRUE	0.62
RPL34	53.63	medium	55.2	0.59	TRUE	0.51
RPL35	52.95	medium	53.61	0.56	TRUE	0.51
RPL35A	53.2	medium	54.43	0.57	TRUE	0.5
RPL36	53.02	medium	53.77	0.6	TRUE	0.72
RPL37	53.11	medium	54.09	0.58	TRUE	0.39
RPL37A	53.58	medium	55.1	0.61	TRUE	0.6
RPL38	53.1	medium	54.06	0.6	TRUE	0.67
RPL4	54.07	medium	55.97	0.59	TRUE	0.57
RPL5	53	medium	53.72	0.58	TRUE	0.69
RPL6	53.21	medium	54.45	0.58	TRUE	0.59
RPL7	53.1	medium	54.02	0.59	TRUE	0.65
RPL8	53.44	medium	54.8	0.6	TRUE	0.61
RPL9	55.8	stable	60	0.65	TRUE	0.55
RPLP0-LIKE	62.9	stable	65.23	0.82	TRUE	0.37
RPLP1		non-melter		0.75	TRUE	0.6
RPLP2		non-melter		1.07	TRUE	0.14
RPN1	51.71	medium	52.11	0.51	TRUE	1
RPN2	51.24	medium	51.39	0.5	TRUE	0.86
RPP14	51.16	medium	51.29	0.64	TRUE	0.95
RPP21	51.33	medium	51.52	0.53	TRUE	0.99
RPP30		non-melter		0.71	TRUE	0.83
RPP38	52.26	medium	52.75	0.54	TRUE	0.99
RPP40	51.69	stable	52.08	0.67	TRUE	0.95
RPRD1A	45.97	non-stable	45.39	0.31	TRUE	1
RPRD1B	48.57	medium	48.14	0.42	TRUE	1
RPRD2	46.03	non-stable	45.45	0.31	TRUE	1
RPS10	52.27	medium	52.77	0.56	TRUE	0.92
RPS11	52.92	medium	53.57	0.56	TRUE	0.77
RPS12	53.05	stable	53.88	0.67	TRUE	0.71
RPS13	52.98	medium	53.67	0.58	TRUE	0.81
RPS14	52.6	medium	53.14	0.57	TRUE	0.81
RPS15	53.09	medium	54.01	0.57	TRUE	0.79
RPS15A	52.87	medium	53.5	0.56	TRUE	0.85
RPS16	52.96	medium	53.64	0.56	TRUE	0.82
RPS17	53.49	medium	54.89	0.6	TRUE	0.75
RPS19	53.03	stable	53.8	0.69	TRUE	0.73
RPS20	53.14	medium	54.24	0.61	TRUE	0.85
RPS21	51.15	stable	51.27	0.72	TRUE	0.54
RPS23	53.57	medium	55.04	0.6	TRUE	0.6
RPS24	53.34	medium	54.65	0.59	TRUE	0.75
RPS25	52.94	medium	53.59	0.59	TRUE	0.76
RPS27A	52.78	medium	53.36	0.58	TRUE	0.79
RPS27L	52.99	medium	53.7	0.57	TRUE	0.82
RPS29	53.13	stable	54.2	0.67	TRUE	0.64
RPS3	53.11	medium	54.08	0.56	TRUE	0.85
RPS3A	53.3	medium	54.6	0.58	TRUE	0.78
RPS4X	53.19	medium	54.39	0.58	TRUE	0.74
RPS4Y1	52.75	medium	53.32	0.56	TRUE	0.77
RPS5	53.87	medium	55.64	0.61	TRUE	0.85
RPS6	52.85	medium	53.46	0.56	TRUE	0.81
RPS6KA1	48.72	medium	48.29	0.41	TRUE	1
RPS6KA3	48.47	medium	48.02	0.39	TRUE	1
RPS6KB1	48.94	medium	48.54	0.41	TRUE	0.99
RPS6KB2	45.31	non-stable	44.73	0.3	TRUE	0.99
RPS6KC1	48.88	medium	48.47	0.46	TRUE	0.99
RPS7	53.64	medium	55.28	0.58	TRUE	0.88
RPS8	53.87	medium	55.71	0.59	TRUE	0.81
RPS9	52.79	medium	53.39	0.55	TRUE	0.79
RPSA	54.11	medium	56.07	0.61	TRUE	0.89
RPUSD2	52.41	medium	52.91	0.55	TRUE	0.99
RPUSD3	48.41	medium	47.96	0.4	TRUE	0.99
RPUSD4	47.83	medium	47.33	0.37	TRUE	0.99
RQCD1	48.24	medium	47.75	0.43	TRUE	0.99
RRAGA	50.3	medium	50.14	0.54	TRUE	0.97
RRAGD	51.78	stable	52.18	0.65	TRUE	0.92
RRAS	51.16	medium	51.31	0.56	TRUE	0.99
RRAS2	51.26	medium	51.44	0.53	TRUE	1
RRBP1	50.67	medium	50.64	0.57	TRUE	0.96
RREB1	47.52	medium	46.95	0.38	TRUE	0.98
RRM1	50.58	medium	50.52	0.5	TRUE	0.99
RRM2		non-melter		1.04	TRUE	0.07
RRM2B	53.35	stable	54.69	0.69	TRUE	0.56
RRN3	47.73	medium	47.22	0.37	TRUE	0.99
RRP1	45.03	non-stable	44.46	0.3	TRUE	0.98
RRP12	45.54	non-stable	44.94	0.31	TRUE	0.97
RRP15		non-melter		1.33	TRUE	0.01
RRP1B	46.55	non-stable	45.98	0.35	TRUE	0.96
RRP9		non-melter		0.99	TRUE	0.67
RSAD1	46.73	medium	46.19	0.49	TRUE	0.72
RSBN1	50.71	medium	50.69	0.52	TRUE	0.99
RSBN1L	50.66	medium	50.63	0.52	TRUE	0.99
RSF1	48.89	medium	48.48	0.42	TRUE	1
RSL1D1	52.98	medium	53.69	0.58	TRUE	0.18
RSPRY1	52.01	medium	52.44	0.55	TRUE	0.99
RSRC1	47.27	medium	46.7	0.42	TRUE	0.88
RSRC2	49.44	medium	49.08	0.48	TRUE	0.96
RSU1	49.6	medium	49.27	0.49	TRUE	1
RTCD1	51.01	medium	51.09	0.49	TRUE	1
RTF1	48.84	medium	48.42	0.41	TRUE	1
RTKN	45.87	non-stable	45.31	0.32	TRUE	1
RTN2	53.71	stable	55.43	0.67	TRUE	0.58
RTN3		non-melter		0.85	TRUE	0.09
RTN4		non-melter		0.87	TRUE	0.1
RTN4IP1	49.21	medium	48.83	0.42	TRUE	0.99
RTTN	46.36	non-stable	45.81	0.34	TRUE	0.99
RUFY1	47.65	medium	47.12	0.38	TRUE	1
RUNDC1	46.63	medium	46.07	0.37	TRUE	0.99
RUNDC2A	46.43	non-stable	45.87	0.33	TRUE	1
RUVBL1	50.44	medium	50.35	0.49	TRUE	0.99
RUVBL2	49.04	medium	48.65	0.44	TRUE	1
RWDD1	51.24	medium	51.4	0.51	TRUE	1
RWDD3	46.44	non-stable	45.88	0.33	TRUE	0.98
RXRA	46.68	non-stable	46.11	0.35	TRUE	1
RXRB	45.24	non-stable	44.65	0.31	TRUE	1
RYBP	49.12	medium	48.73	0.55	TRUE	0.84
S100A1	52.66	medium	53.23	0.59	TRUE	0.99
S100A10	48.76	medium	48.34	0.41	TRUE	1
S100A11	51.76	medium	52.16	0.58	TRUE	0.97
S100A13	52.15	stable	52.61	0.65	TRUE	0.97
S100A16	50.47	medium	50.4	0.6	TRUE	0.94
S100A4	50.94	medium	51.01	0.56	TRUE	0.98
S100A6	50.8	medium	50.79	0.63	TRUE	0.92
S100A9		non-melter		0.8	TRUE	0.2
S100P	51.25	medium	51.42	0.59	TRUE	0.98
SAAL1	49.39	medium	49.05	0.42	TRUE	1
SAC3D1	47.99	medium	47.47	0.38	TRUE	1
SACM1L	48.72	medium	48.29	0.41	TRUE	1
SACS	46.62	non-stable	46.06	0.35	TRUE	0.98
SAE1	50.36	medium	50.24	0.46	TRUE	0.99
SAFB	48.92	medium	48.51	0.51	TRUE	0.88
SAFB2	49.2	medium	48.81	0.48	TRUE	0.98
SAMD8	48.49	medium	48.05	0.4	TRUE	0.99
SAMHD1	48.49	medium	48.06	0.4	TRUE	1
SAMM50	51.1	medium	51.21	0.65	TRUE	0.86
SAP130	45.85	non-stable	45.26	0.33	TRUE	0.99
SAP18	45.57	non-stable	44.96	0.31	TRUE	1
SAP30	44.34	non-stable	43.8	0.27	TRUE	0.99
SAP30BP	48.57	medium	48.14	0.48	TRUE	0.95
SAPS1	50.57	medium	50.51	0.48	TRUE	1
SAPS2	51.2	medium	51.36	0.5	TRUE	1
SAPS3	52.25	medium	52.73	0.53	TRUE	0.99
SAR1A	50.24	medium	50.05	0.46	TRUE	0.99
SAR1B	50.8	medium	50.8	0.48	TRUE	1
SARDH	47.98	medium	47.46	0.4	TRUE	1
SARS	51.43	medium	51.69	0.49	TRUE	1
SARS2	48.19	medium	47.7	0.41	TRUE	0.99
SART1	48.65	medium	48.22	0.49	TRUE	0.93
SART3	47.75	medium	47.24	0.37	TRUE	0.99
SASH1	49.24	medium	48.86	0.52	TRUE	0.91
SASS6	47.4	medium	46.83	0.38	TRUE	0.99
SAT2	50.29	medium	50.12	0.46	TRUE	1
SBDS	48.86	medium	48.45	0.4	TRUE	1
SBF1	49.05	medium	48.66	0.44	TRUE	0.98
SBF2	47.83	medium	47.32	0.39	TRUE	0.98
SBNO1	49.17	medium	48.77	0.42	TRUE	0.98
SC4MOL	50.85	medium	50.88	0.58	TRUE	0.97
SC5DL		non-melter		0.7	TRUE	0.47
SC65	50.47	medium	50.4	0.53	TRUE	0.99
SCAF1	47.35	medium	46.78	0.42	TRUE	0.95
SCAMP1		non-melter		0.87	TRUE	0.06
SCAMP3		non-melter		0.84	TRUE	0.19
SCAMP4		non-melter		1.07	TRUE	0.56
SCAMP5		non-melter		0.78	TRUE	0.24
SCAP	50.17	medium	49.96	0.48	TRUE	0.97
SCARB1		non-melter		1.04	TRUE	0.23
SCARB2		non-melter		1.05	TRUE	0.22
SCARF2		non-melter		0.74	TRUE	0.44
SCCPDH	51.45	medium	51.73	0.5	TRUE	1
SCD	48.38	medium	47.92	0.41	TRUE	1
SCFD1	48.57	medium	48.14	0.39	TRUE	0.94
SCFD2	47.45	medium	46.88	0.39	TRUE	0.99
SCLY	53.1	medium	54.03	0.62	TRUE	0.97
SCML2	43.34	non-stable	42.72	0.23	TRUE	1
SCNM1	50.09	medium	49.85	0.53	TRUE	0.94
SCO1	50.05	medium	49.8	0.47	TRUE	1
SCO2	48.98	medium	48.58	0.42	TRUE	1
SCP2	51.3	medium	51.49	0.56	TRUE	1
SCPEP1	52.04	medium	52.48	0.62	TRUE	0.98
SCRIB	44.82	non-stable	44.23	0.29	TRUE	1
SCRN1	50.18	medium	49.97	0.45	TRUE	1
SCRN2	51.47	medium	51.75	0.59	TRUE	0.96
SCYE1	47.26	non-stable	46.69	0.35	TRUE	1
SCYL1	49.17	medium	48.77	0.42	TRUE	1
SCYL1BP1	48.98	medium	48.58	0.43	TRUE	1
SCYL2	50.59	medium	50.53	0.47	TRUE	1
SCYL3	49.6	medium	49.27	0.44	TRUE	0.99
SDAD1	46.69	non-stable	46.11	0.35	TRUE	0.99
SDC1		non-melter		0.76	TRUE	0.37
SDC2		non-melter		0.78	TRUE	0.3
SDC4	50.46	stable	50.37	0.69	TRUE	0.66
SDCBP	49.66	medium	49.33	0.47	TRUE	0.99
SDCCAG1	49.23	medium	48.85	0.42	TRUE	0.99
SDCCAG10	46.52	non-stable	45.95	0.35	TRUE	1
SDF2	51.13	medium	51.26	0.54	TRUE	0.99
SDF2L1	50.81	medium	50.82	0.57	TRUE	0.99
SDF4	50.99	medium	51.06	0.55	TRUE	0.99
SDHA	51.1	medium	51.22	0.59	TRUE	0.96
SDHB	51.28	medium	51.46	0.64	TRUE	0.87
SDHC		non-melter		0.82	TRUE	0.13
SDPR	49.43	medium	49.08	0.49	TRUE	0.96
SDR39U1	48.67	medium	48.23	0.43	TRUE	0.99
SDSL		non-melter		0.73	TRUE	0.75
SEC11A	50.81	medium	50.81	0.48	TRUE	0.99
SEC11C	51.08	medium	51.17	0.49	TRUE	0.99
SEC13	48.71	medium	48.27	0.45	TRUE	0.99
SEC14L1	47.6	medium	47.07	0.38	TRUE	1
SEC16A	49.92	medium	49.65	0.47	TRUE	0.98
SEC16B	49.38	medium	49.03	0.43	TRUE	0.98
SEC22B	50.33	medium	50.19	0.46	TRUE	1
SEC23A	48.52	medium	48.1	0.42	TRUE	1
SEC23B	49.2	medium	48.81	0.44	TRUE	1
SEC23IP	47.24	medium	46.67	0.36	TRUE	0.92
SEC24A	48.37	medium	47.9	0.41	TRUE	1
SEC24B	47.36	medium	46.78	0.37	TRUE	1
SEC24C	48.93	medium	48.53	0.41	TRUE	0.99
SEC24D	49.38	medium	49.04	0.43	TRUE	0.99
SEC31A	47.95	medium	47.43	0.38	TRUE	0.99
SEC61A1	50.95	medium	51.02	0.61	TRUE	0.98
SEC61A2	50.09	medium	49.85	0.55	TRUE	0.98
SEC61B		non-melter		0.83	TRUE	0.15
SEC61G		non-melter		1.09	TRUE	0.3
SEC62	51.21	stable	51.37	0.65	TRUE	0.9
SEC63	51.55	medium	51.88	0.51	TRUE	1
SEDLP	48.3	medium	47.82	0.39	TRUE	1
SEH1L	50.59	medium	50.53	0.49	TRUE	1
SEL1L	51.07	medium	51.17	0.52	TRUE	1
SELENBP1		non-melter		1.05	TRUE	0.25
SELK	49.94	medium	49.67	0.53	TRUE	0.96
SELS		non-melter		0.75	TRUE	0.29
SELT	50.3	medium	50.14	0.65	TRUE	0.89
SEMA3B	52.01	medium	52.43	0.58	TRUE	0.91
SEMA4C	50.81	medium	50.81	0.57	TRUE	0.94
SEMA4G	49.78	medium	49.47	0.51	TRUE	0.95
SEMA7A	52.05	stable	52.49	0.67	TRUE	0.86
SENP6	49.09	medium	48.7	0.43	TRUE	1
SEPHS1		non-melter		0.77	TRUE	0.38
SEPHS2		non-melter		0.81	TRUE	0.26
SEPSECS	50.44	medium	50.35	0.62	TRUE	0.83
SERAC1	49.56	medium	49.22	0.43	TRUE	0.99
SERBP1		non-melter		1.41	TRUE	0.01
SERGEF	51.82	medium	52.23	0.54	TRUE	0.99
SERINC1		non-melter		0.82	TRUE	0.11
SERINC3		non-melter		0.81	TRUE	0.19
SERINC5		non-melter		0.71	TRUE	0.59
SERPINA1	52.71	stable	53.28	0.68	TRUE	0.86
SERPINA11	54.51	stable	56.77	0.69	TRUE	0.6
SERPINA3	52.18	medium	52.64	0.63	TRUE	0.99
SERPINA4	52.31	medium	52.79	0.62	TRUE	0.99
SERPINA5	51.11	medium	51.23	0.62	TRUE	0.95
SERPINA6	52.04	medium	52.47	0.63	TRUE	0.97
SERPINA7	51.24	medium	51.4	0.58	TRUE	1
SERPINB1	51.36	medium	51.56	0.51	TRUE	0.99
SERPINB6	52.97	medium	53.66	0.57	TRUE	0.99
SERPINB9	52.04	medium	52.47	0.53	TRUE	1
SERPINC1	51.35	medium	51.55	0.6	TRUE	0.98
SERPIND1	51.41	medium	51.65	0.56	TRUE	1
SERPINE2	52.44	stable	52.94	0.68	TRUE	0.68
SERPINF1	51.51	medium	51.81	0.59	TRUE	1
SERPINF2	51.09	medium	51.18	0.56	TRUE	0.99
SERPINH1	51.77	medium	52.16	0.58	TRUE	0.99
SERPINI1	50.84	stable	50.85	0.68	TRUE	0.79
SESTD1	47.14	medium	46.58	0.36	TRUE	1
SET	52.12	medium	52.57	0.52	TRUE	0.99
SETD1A	45.77	non-stable	45.16	0.32	TRUE	1
SETD2	44.81	non-stable	44.2	0.29	TRUE	0.99
SETD3	50.72	medium	50.7	0.49	TRUE	0.99
SETDB1	46.49	non-stable	45.93	0.34	TRUE	0.99
SETMAR	49.52	medium	49.18	0.45	TRUE	1
SETX	43.82	non-stable	43.34	0.26	TRUE	0.99
SEZ6L2	50.34	stable	50.2	0.67	TRUE	0.93
SF1	50.42	medium	50.32	0.58	TRUE	0.93
SF3A1	48.95	medium	48.55	0.42	TRUE	0.99
SF3A2	49.58	medium	49.24	0.45	TRUE	0.99
SF3A3	48.41	medium	47.95	0.39	TRUE	1
SF3B1	47.7	medium	47.18	0.38	TRUE	0.86
SF3B14	48.11	medium	47.6	0.38	TRUE	0.99
SF3B2	48.55	medium	48.13	0.42	TRUE	0.98
SF3B3	49.22	medium	48.84	0.42	TRUE	0.99
SF3B4	50.27	medium	50.09	0.46	TRUE	0.99
SF3B5	49.8	medium	49.5	0.46	TRUE	0.99
SF4	46.71	medium	46.15	0.35	TRUE	1
SFN	51.17	medium	51.32	0.5	TRUE	1
SFPQ	46.57	non-stable	45.99	0.34	TRUE	0.9
SFRS1	50.37	medium	50.25	0.6	TRUE	0.83
SFRS10	48.81	medium	48.39	0.42	TRUE	1
SFRS12	47.97	medium	47.45	0.38	TRUE	1
SFRS14	43.33	non-stable	42.68	0.23	TRUE	1
SFRS15	47.24	medium	46.67	0.35	TRUE	0.99
SFRS18	51.34	medium	51.54	0.64	TRUE	0.91
SFRS2	51.9	stable	52.34	0.68	TRUE	0.58
SFRS2IP	49.84	medium	49.54	0.64	TRUE	0.7
SFRS3	50.36	medium	50.23	0.64	TRUE	0.51
SFRS4	49.07	medium	48.67	0.42	TRUE	1
SFRS5	49.54	medium	49.2	0.57	TRUE	0.77
SFRS6	48.61	medium	48.17	0.42	TRUE	0.99
SFRS7	49.2	medium	48.8	0.47	TRUE	0.98
SFRS8	46.25	non-stable	45.7	0.33	TRUE	0.98
SFRS9	48.22	medium	47.73	0.47	TRUE	0.92
SFT2D3		non-melter		1.06	TRUE	0.42
SFXN1	51.76	medium	52.14	0.51	TRUE	1
SFXN2	50.54	medium	50.48	0.48	TRUE	0.99
SFXN3	50.8	medium	50.8	0.5	TRUE	1
SFXN4	50.62	medium	50.57	0.51	TRUE	0.99
SFXN5	50.36	medium	50.24	0.47	TRUE	0.99
SGIP1	52.92	medium	53.56	0.58	TRUE	0.73
SGK196	50.29	medium	50.12	0.49	TRUE	0.99
SGOL1	50.37	medium	50.26	0.5	TRUE	0.99
SGPL1	51.23	medium	51.39	0.5	TRUE	1
SGPP1	51.29	medium	51.46	0.5	TRUE	1
SGSH		non-melter		1.04	TRUE	0.3
SGTA	49.8	medium	49.49	0.44	TRUE	0.99
SGTB	50.88	medium	50.92	0.53	TRUE	0.99
SH2D4A	47.82	medium	47.32	0.38	TRUE	1
SH3BGRL	51.25	medium	51.41	0.59	TRUE	0.97
SH3BGRL2	50.9	medium	50.95	0.48	TRUE	0.99
SH3BGRL3	50.6	medium	50.54	0.54	TRUE	0.98
SH3BP1	49.93	medium	49.66	0.44	TRUE	1
SH3BP4	46.69	non-stable	46.12	0.35	TRUE	0.99
SH3D19	46.72	non-stable	46.17	0.34	TRUE	0.99
SH3GL1	47.94	medium	47.42	0.38	TRUE	1
SH3GLB1	45.8	non-stable	45.2	0.31	TRUE	0.99
SH3GLB2	48.14	medium	47.65	0.39	TRUE	1
SH3KBP1	48.97	medium	48.57	0.44	TRUE	0.99
SH3PXD2A	46.32	non-stable	45.77	0.35	TRUE	0.99
SH3PXD2B	47.76	medium	47.26	0.39	TRUE	1
SHANK2	47.9	medium	47.39	0.41	TRUE	0.99
SHARPIN	47.44	medium	46.87	0.37	TRUE	1
SHC1	50.79	medium	50.79	0.52	TRUE	1
SHCBP1	46.95	medium	46.38	0.35	TRUE	1
SHMT1	51.75	stable	52.13	0.68	TRUE	0.84
SHMT2	52.55	stable	53.08	0.66	TRUE	0.88
SHOC2	50.68	medium	50.65	0.48	TRUE	1
SHPK	49.83	medium	49.52	0.45	TRUE	1
SHQ1	45.53	non-stable	44.93	0.3	TRUE	1
SHROOM1	48.13	medium	47.63	0.39	TRUE	0.99
SIAE		non-melter		0.8	TRUE	0.34
SIAH2	51	medium	51.07	0.6	TRUE	0.95
SIGMAR1		non-melter		0.7	TRUE	0.42
SIK2	46.44	non-stable	45.88	0.34	TRUE	0.99
SIL1	51.65	medium	52.03	0.58	TRUE	0.99
SIMILAR TO HEAT SHOCK 70KD PROTEIN 8.	49.99	medium	49.74	0.45	TRUE	0.99
SIN3A	45.28	non-stable	44.69	0.29	TRUE	0.99
SIN3B	44.07	non-stable	43.56	0.25	TRUE	1
SIP1	47.52	medium	46.94	0.39	TRUE	0.99
SIRPA		non-melter		0.78	TRUE	0.37
SIRT1	48.21	medium	47.72	0.4	TRUE	0.98
SIRT2	50.56	medium	50.5	0.48	TRUE	0.99
SIRT3	49.38	medium	49.04	0.43	TRUE	1
SIRT5	48.92	medium	48.52	0.41	TRUE	1
SKIV2L	48.07	medium	47.58	0.39	TRUE	0.99
SKIV2L2	50.45	medium	50.36	0.47	TRUE	0.99
SKP1	52.67	medium	53.24	0.64	TRUE	0.93
SKP2	42.59	non-stable	41.92	0.22	TRUE	1
SLAIN2	49.64	medium	49.3	0.63	TRUE	0.74
SLBP	47.55	medium	46.99	0.39	TRUE	0.99
SLC11A2		non-melter		0.79	TRUE	0.2
SLC12A2	50.58	medium	50.52	0.51	TRUE	0.99
SLC12A4	51.4	medium	51.64	0.51	TRUE	0.99
SLC12A6	50.84	medium	50.85	0.52	TRUE	0.98
SLC12A7	48.87	medium	48.46	0.43	TRUE	0.99
SLC12A9	50.75	medium	50.74	0.48	TRUE	0.99
SLC13A3		non-melter		1.07	TRUE	0.44
SLC13A5		non-melter		1.01	TRUE	-0.05
SLC15A4		non-melter		1.05	TRUE	0.14
SLC16A1	51.02	stable	51.1	0.65	TRUE	0.81
SLC16A10		non-melter		0.73	TRUE	0.52
SLC16A3		non-melter		0.83	TRUE	0.1
SLC16A6		non-melter		0.77	TRUE	0.1
SLC19A1		non-melter		0.78	TRUE	0.32
SLC19A2	52.85	stable	53.47	0.69	TRUE	0.63
SLC1A2	50.86	medium	50.9	0.64	TRUE	0.9
SLC1A4		non-melter		1.04	TRUE	0.14
SLC1A5		non-melter		1.05	TRUE	0.31
SLC20A1		non-melter		0.85	TRUE	0.2
SLC20A2		non-melter		1.04	TRUE	0.21
SLC22A23		non-melter		0.69	TRUE	0.56
SLC22A5	51.04	stable	51.12	0.71	TRUE	0.68
SLC23A1	50.72	medium	50.7	0.62	TRUE	0.72
SLC23A2		non-melter		0.74	TRUE	0.45
SLC25A1	50.87	medium	50.91	0.57	TRUE	0.98
SLC25A10	50.9	medium	50.96	0.58	TRUE	0.98
SLC25A11	50.72	medium	50.7	0.56	TRUE	0.98
SLC25A12	51.43	medium	51.69	0.59	TRUE	1
SLC25A13	52.22	medium	52.7	0.56	TRUE	0.99
SLC25A14	50.55	medium	50.49	0.6	TRUE	0.94
SLC25A15	50.85	medium	50.88	0.63	TRUE	0.87
SLC25A16	51.11	medium	51.23	0.59	TRUE	0.99
SLC25A17	49.01	medium	48.62	0.46	TRUE	0.99
SLC25A19	50.84	medium	50.86	0.57	TRUE	0.99
SLC25A20	50.6	stable	50.54	0.7	TRUE	0.79
SLC25A21	50.6	medium	50.55	0.55	TRUE	0.98
SLC25A22	51.01	medium	51.08	0.54	TRUE	0.99
SLC25A24	52.32	medium	52.8	0.64	TRUE	0.93
SLC25A25	50.27	medium	50.11	0.49	TRUE	1
SLC25A26	50.48	stable	50.4	0.69	TRUE	0.75
SLC25A3	50.89	medium	50.94	0.61	TRUE	0.93
SLC25A30	51.13	medium	51.25	0.56	TRUE	0.97
SLC25A33	51.09	medium	51.2	0.54	TRUE	1
SLC25A36	50.56	medium	50.5	0.6	TRUE	0.93
SLC25A4	50.22	medium	50.02	0.55	TRUE	0.95
SLC25A42	50.67	medium	50.63	0.55	TRUE	0.99
SLC25A46	51.13	medium	51.25	0.52	TRUE	1
SLC25A5	50.6	medium	50.55	0.56	TRUE	0.98
SLC25A6	50.9	medium	50.95	0.58	TRUE	0.98
SLC26A1	51.34	medium	51.54	0.55	TRUE	0.98
SLC26A2	50.25	medium	50.07	0.48	TRUE	0.97
SLC26A6	51.54	medium	51.86	0.58	TRUE	0.98
SLC27A1	49.77	medium	49.45	0.49	TRUE	0.98
SLC27A2	48.7	medium	48.27	0.42	TRUE	1
SLC27A4	48.02	medium	47.51	0.38	TRUE	0.99
SLC29A1		non-melter		1	TRUE	-0.27
SLC29A3		non-melter		0.74	TRUE	0.71
SLC2A1		non-melter		0.84	TRUE	0.11
SLC2A10	51.8	stable	52.21	0.66	TRUE	0.75
SLC2A2		non-melter		0.81	TRUE	0.3
