Protein ID	Melting point [°C]	Protein stability class	Quantile-normalized melting point [°C]	AUC	Curve fit converged	R2 of curve fit
CTPS	49.95	medium	49.63	0.45	TRUE	1
CTPS2	51.57	medium	51.77	0.57	TRUE	0.99
CTR9	44.94	non-stable	44.64	0.28	TRUE	0.99
CTSA	52.39	medium	52.97	0.56	TRUE	1
CTSB	52.03	medium	52.43	0.58	TRUE	0.99
CTSC	51.43	stable	51.55	0.68	TRUE	0.91
CTSD	51.98	medium	52.36	0.65	TRUE	0.99
CTSH	52.24	medium	52.76	0.63	TRUE	0.98
CTSL1	51.56	medium	51.75	0.63	TRUE	0.97
CTSL2	50.92	medium	50.87	0.53	TRUE	0.97
CTTN		non-melter		0.82	TRUE	0.07
CTTNBP2NL	49.07	medium	48.7	0.44	TRUE	1
CUGBP1	45.93	non-stable	45.53	0.31	TRUE	0.99
CUL1	51.66	medium	51.89	0.54	TRUE	0.98
CUL2	50.8	medium	50.71	0.48	TRUE	0.99
CUL3	51.79	medium	52.1	0.51	TRUE	1
CUL4A	49.5	medium	49.17	0.43	TRUE	1
CUL4B	52.11	medium	52.54	0.52	TRUE	1
CUL5	52.08	medium	52.5	0.53	TRUE	1
CUL7	45.89	non-stable	45.49	0.31	TRUE	0.99
CUL9	46.56	non-stable	46.2	0.35	TRUE	0.99
CUTA		non-melter		1.06	TRUE	0.41
CUTC	52.17	medium	52.65	0.56	TRUE	0.99
CUX1	49.61	medium	49.28	0.44	TRUE	1
CWC15		non-melter		1.04	TRUE	0.41
CWC22	44.48	non-stable	44.22	0.27	TRUE	1
CWF19L1	48.79	medium	48.38	0.41	TRUE	1
CWF19L2	45.85	medium	45.44	0.36	TRUE	0.99
CXADR		non-melter		0.8	TRUE	0.27
CXORF15	50.95	medium	50.91	0.48	TRUE	1
CXORF26	49.67	medium	49.34	0.43	TRUE	1
CXORF38	49.94	medium	49.63	0.45	TRUE	1
CXORF56	49.04	medium	48.67	0.43	TRUE	1
CXXC1	44.72	non-stable	44.43	0.28	TRUE	1
CYB5A		non-melter		0.72	TRUE	0.66
CYB5B		non-melter		1.03	TRUE	0.2
CYB5R1	52.14	medium	52.58	0.55	TRUE	1
CYB5R3	52.63	medium	53.32	0.56	TRUE	0.99
CYB5R4	51.14	medium	51.17	0.49	TRUE	1
CYBA	51.56	medium	51.75	0.58	TRUE	0.99
CYBASC3	50.18	medium	49.93	0.6	TRUE	0.9
CYC1	52.69	medium	53.4	0.55	TRUE	0.98
CYCS		non-melter		0.74	TRUE	0.55
CYFIP1	50.31	medium	50.09	0.46	TRUE	1
CYFIP2	51.38	medium	51.49	0.49	TRUE	0.98
CYP19A1	48.69	medium	48.29	0.43	TRUE	0.98
CYP1A1	50.75	medium	50.65	0.61	TRUE	0.9
CYP20A1	52.27	medium	52.79	0.53	TRUE	1
CYP27A1	49.03	medium	48.64	0.42	TRUE	1
CYP2S1	50.53	medium	50.36	0.52	TRUE	0.99
CYP2W1	51.14	stable	51.18	0.66	TRUE	0.79
CYP4F11	51.44	medium	51.58	0.52	TRUE	0.99
CYP4F12	51.94	medium	52.31	0.52	TRUE	1
CYP4F3	51.96	stable	52.34	0.68	TRUE	0.92
CYP51A1	46.54	non-stable	46.19	0.33	TRUE	0.99
CYP8B1	46.99	medium	46.59	0.35	TRUE	1
CYTB	52.55	stable	53.19	0.66	TRUE	0.97
CYTH1	48.72	medium	48.32	0.41	TRUE	0.99
CYTSA	50.45	medium	50.26	0.52	TRUE	0.88
DAAM1	49.11	medium	48.75	0.43	TRUE	0.99
DAB2	47.83	medium	47.38	0.41	TRUE	0.99
DAB2IP	47.09	medium	46.66	0.36	TRUE	0.99
DAD1	50.73	stable	50.62	0.71	TRUE	0.67
DAG1		non-melter		0.77	TRUE	0.35
DAGLA	50.54	medium	50.37	0.48	TRUE	0.99
DAGLB	51.93	medium	52.29	0.54	TRUE	0.99
DAK	52.06	medium	52.48	0.52	TRUE	1
DAP		non-melter		0.8	TRUE	0.36
DAP3	48.78	medium	48.37	0.41	TRUE	1
DARS	48.26	medium	47.84	0.4	TRUE	1
DARS2	50.22	medium	49.98	0.48	TRUE	1
DAXX	45.38	non-stable	45.03	0.3	TRUE	1
DAZAP1	51.51	medium	51.7	0.53	TRUE	1
DBI		non-melter		0.83	TRUE	0.37
DBN1	47.96	medium	47.52	0.39	TRUE	1
DBNDD1		non-melter		0.75	TRUE	0.54
DBNL	48.36	medium	47.94	0.42	TRUE	0.99
DBR1	51.62	medium	51.85	0.54	TRUE	1
DBT	50.23	medium	49.98	0.46	TRUE	1
DCAKD	47.85	medium	47.4	0.39	TRUE	1
DCBLD1		non-melter		0.72	TRUE	0.16
DCD		non-melter		0.83	TRUE	0.05
DCDC2	45.76	non-stable	45.36	0.31	TRUE	0.99
DCI		non-melter		0.85	TRUE	0.13
DCK	51.42	medium	51.54	0.51	TRUE	1
DCP1A	46.98	medium	46.58	0.37	TRUE	0.99
DCP2	45.11	non-stable	44.81	0.28	TRUE	1
DCPS	52.29	medium	52.81	0.59	TRUE	0.94
DCTD	52.35	stable	52.92	0.67	TRUE	0.92
DCTN1	48.56	medium	48.15	0.4	TRUE	0.98
DCTN2	49.61	medium	49.28	0.45	TRUE	0.99
DCTN3	49.11	medium	48.75	0.42	TRUE	1
DCTN4	50.46	medium	50.28	0.54	TRUE	1
DCTN5	50.63	medium	50.47	0.53	TRUE	1
DCTN6	50.66	medium	50.51	0.56	TRUE	0.99
DCUN1D1	50.12	medium	49.84	0.45	TRUE	1
DCUN1D3	46.31	non-stable	45.95	0.34	TRUE	0.98
DCUN1D5	44.09	non-stable	43.82	0.28	TRUE	1
DCXR	52.32	medium	52.87	0.58	TRUE	0.99
DDA1	49.84	medium	49.51	0.46	TRUE	0.98
DDAH1	51.98	medium	52.36	0.56	TRUE	0.99
DDAH2	52.64	medium	53.33	0.55	TRUE	1
DDB1	51.59	medium	51.81	0.62	TRUE	0.9
DDB2	51.62	medium	51.85	0.6	TRUE	0.99
DDC	52.13	medium	52.57	0.54	TRUE	1
DDHD1	48.03	medium	47.59	0.38	TRUE	0.98
DDHD2	49.97	medium	49.66	0.47	TRUE	1
DDI2	51.15	medium	51.19	0.49	TRUE	1
DDO	51.6	stable	51.83	0.69	TRUE	0.91
DDOST	51.41	medium	51.52	0.52	TRUE	0.99
DDRGK1	49.86	medium	49.54	0.58	TRUE	0.88
DDT		non-melter		0.78	TRUE	0.39
DDX1	49.42	medium	49.09	0.43	TRUE	1
DDX17	48.64	medium	48.23	0.4	TRUE	0.93
DDX18	50.19	medium	49.93	0.48	TRUE	0.75
DDX19A	48.37	medium	47.95	0.39	TRUE	1
DDX20	47.1	medium	46.67	0.35	TRUE	1
DDX21	49.75	medium	49.42	0.45	TRUE	0.81
DDX23	46.06	non-stable	45.67	0.33	TRUE	0.99
DDX24	46.45	non-stable	46.09	0.34	TRUE	0.98
DDX27	50.12	medium	49.85	0.48	TRUE	0.94
DDX28	46.84	medium	46.45	0.36	TRUE	1
DDX39	46.1	non-stable	45.74	0.33	TRUE	1
DDX3X	46.91	non-stable	46.52	0.35	TRUE	1
DDX3Y	45.94	non-stable	45.54	0.31	TRUE	0.99
DDX41	45.72	non-stable	45.33	0.31	TRUE	0.99
DDX42	46.47	non-stable	46.13	0.34	TRUE	1
DDX46	46.4	non-stable	46.03	0.33	TRUE	0.99
DDX47	49.98	medium	49.68	0.45	TRUE	0.96
DDX49	51.04	medium	51.04	0.49	TRUE	0.94
DDX5	46.99	non-stable	46.59	0.34	TRUE	1
DDX52	48.95	medium	48.56	0.44	TRUE	0.99
DDX54	49.5	medium	49.17	0.5	TRUE	0.82
DDX55	49.09	medium	48.72	0.44	TRUE	0.98
DDX56	51.17	medium	51.22	0.51	TRUE	0.92
DDX58	45.87	non-stable	45.45	0.31	TRUE	1
DDX59	49.07	medium	48.7	0.42	TRUE	0.99
DDX6	50.12	medium	49.85	0.46	TRUE	1
DECR1	53.92	medium	57.82	0.6	TRUE	0.98
DECR2	50.46	medium	50.27	0.57	TRUE	0.94
DEF6	46.1	non-stable	45.73	0.34	TRUE	1
DEGS1	50.72	medium	50.59	0.55	TRUE	0.99
DEK	47.12	medium	46.68	0.36	TRUE	1
DENND1A	48.33	medium	47.91	0.41	TRUE	1
DENND2C	48.43	medium	48.03	0.44	TRUE	0.97
DENND4A	47.66	medium	47.23	0.37	TRUE	0.98
DENND4B	50.06	medium	49.78	0.46	TRUE	0.98
DENND4C	48.51	medium	48.11	0.4	TRUE	0.98
DENR	52.64	stable	53.33	0.69	TRUE	0.98
DERA	52.4	stable	52.98	0.67	TRUE	0.88
DERL1	50.3	stable	50.08	0.65	TRUE	0.92
DERL2	51.69	medium	51.94	0.57	TRUE	1
DFFA	51.82	medium	52.14	0.62	TRUE	0.97
DFFB	50.64	medium	50.49	0.48	TRUE	1
DFNA5	50.97	medium	50.94	0.48	TRUE	1
DGAT1	50.99	medium	50.97	0.48	TRUE	0.99
DGCR14	45.5	medium	45.12	0.4	TRUE	0.87
DGCR2	50.64	medium	50.48	0.54	TRUE	0.99
DGCR8	48.66	medium	48.24	0.41	TRUE	1
DGKE	49.22	medium	48.89	0.42	TRUE	1
DGKK	45.02	non-stable	44.72	0.29	TRUE	0.99
DGKZ	47.07	non-stable	46.65	0.35	TRUE	0.98
DGUOK		non-melter		0.75	TRUE	0.46
DHCR24	49.58	medium	49.25	0.54	TRUE	0.9
DHCR7	49.57	medium	49.24	0.46	TRUE	0.99
DHDDS	51.95	medium	52.32	0.55	TRUE	0.99
DHFR	46.03	non-stable	45.65	0.32	TRUE	1
DHODH	52.04	stable	52.45	0.65	TRUE	0.95
DHPS	52.59	medium	53.25	0.65	TRUE	0.95
DHRS1	49.12	medium	48.76	0.42	TRUE	1
DHRS11	52.71	medium	53.44	0.54	TRUE	1
DHRS13	48.1	medium	47.67	0.39	TRUE	1
DHRS2	50.34	medium	50.13	0.49	TRUE	1
DHRS3	50.81	medium	50.73	0.49	TRUE	1
DHRS4	51.42	medium	51.55	0.53	TRUE	1
DHRS7	52	medium	52.39	0.64	TRUE	0.93
DHRS7B	49.5	medium	49.17	0.45	TRUE	0.99
DHTKD1	49.65	medium	49.31	0.44	TRUE	1
DHX15	50.35	medium	50.14	0.47	TRUE	1
DHX16	48.28	medium	47.85	0.4	TRUE	0.99
DHX29	50.38	medium	50.17	0.48	TRUE	0.95
DHX30	49.93	medium	49.6	0.46	TRUE	0.98
DHX32	46.41	medium	46.05	0.37	TRUE	0.98
DHX34	46.2	non-stable	45.84	0.33	TRUE	0.98
DHX35	46.81	medium	46.43	0.35	TRUE	1
DHX36	49.83	medium	49.51	0.45	TRUE	1
DHX37	45.87	non-stable	45.45	0.3	TRUE	1
DHX38	48.94	medium	48.55	0.41	TRUE	0.99
DHX40	48.4	medium	47.98	0.39	TRUE	1
DHX57	50.32	medium	50.09	0.5	TRUE	0.97
DHX8	48.01	medium	47.57	0.38	TRUE	1
DHX9	49.18	medium	48.84	0.42	TRUE	1
DIABLO		non-melter		0.72	TRUE	0.6
DIAPH1	48.41	medium	48	0.39	TRUE	0.99
DIAPH2	47.04	medium	46.62	0.36	TRUE	0.99
DICER1	48.32	medium	47.9	0.4	TRUE	0.99
DIDO1	47.85	medium	47.41	0.43	TRUE	0.97
DIMT1L	50.91	medium	50.85	0.49	TRUE	0.99
DIP2A	50.17	medium	49.92	0.49	TRUE	0.99
DIP2B	52.09	medium	52.51	0.54	TRUE	0.99
DIRC2		non-melter		0.71	TRUE	0.52
DIS3	45.95	non-stable	45.55	0.31	TRUE	1
DIS3L2	49.59	medium	49.26	0.44	TRUE	1
DJ-1	52.14	stable	52.58	0.67	TRUE	0.99
DKC1	51.83	medium	52.15	0.55	TRUE	0.99
DKFZP686O24166	51.36	medium	51.45	0.57	TRUE	0.99
DKFZP761E198	48.47	medium	48.08	0.45	TRUE	0.98
DKK1	48.95	medium	48.56	0.5	TRUE	0.92
DLAT	51	medium	50.99	0.48	TRUE	1
DLC1	49.1	medium	48.74	0.46	TRUE	0.94
DLD		non-melter		0.75	TRUE	0.31
DLG1	49.93	medium	49.61	0.45	TRUE	1
DLG3	51.37	medium	51.47	0.51	TRUE	0.99
DLGAP4	52.69	medium	53.4	0.61	TRUE	0.99
DLGAP5	48.16	medium	47.72	0.39	TRUE	1
DLST		non-melter		0.75	TRUE	0.2
DMAP1	47.16	medium	46.71	0.37	TRUE	0.99
DMD	48.44	medium	48.04	0.4	TRUE	1
DMXL1	48.06	medium	47.62	0.39	TRUE	0.99
DMXL2	47.62	medium	47.19	0.4	TRUE	0.99
DNA2	46.25	non-stable	45.9	0.32	TRUE	1
DNAJA1	50.3	medium	50.07	0.47	TRUE	1
DNAJA2	49.9	medium	49.58	0.44	TRUE	0.99
DNAJA3	47.29	medium	46.83	0.36	TRUE	1
DNAJB1	46.9	non-stable	46.51	0.34	TRUE	1
DNAJB11	49.29	medium	48.96	0.46	TRUE	0.97
DNAJB12	48.79	medium	48.38	0.42	TRUE	0.98
DNAJB14	49.42	medium	49.1	0.48	TRUE	0.98
DNAJB2	48.62	medium	48.21	0.43	TRUE	0.99
DNAJB4	47.53	medium	47.1	0.36	TRUE	1
DNAJB6	45.74	non-stable	45.34	0.33	TRUE	0.98
DNAJC1	50.67	medium	50.52	0.48	TRUE	1
DNAJC10	50.86	medium	50.79	0.53	TRUE	0.99
DNAJC11	50.14	medium	49.87	0.45	TRUE	1
DNAJC12	50.72	medium	50.6	0.56	TRUE	0.98
DNAJC13	49.84	medium	49.52	0.46	TRUE	0.99
DNAJC14		non-melter		0.79	TRUE	0.19
DNAJC16	50.3	medium	50.07	0.5	TRUE	0.98
DNAJC17	49.04	medium	48.67	0.43	TRUE	1
DNAJC19	50.88	medium	50.81	0.53	TRUE	1
DNAJC2	45.75	non-stable	45.36	0.32	TRUE	0.99
DNAJC25	49.39	medium	49.07	0.45	TRUE	1
DNAJC3	51.01	medium	51	0.53	TRUE	1
DNAJC5		non-melter		0.9	TRUE	0.03
DNAJC7	47.45	medium	47.01	0.36	TRUE	1
DNAJC8	49.05	medium	48.69	0.42	TRUE	1
DNAJC9	51.23	medium	51.3	0.54	TRUE	0.95
DNASE2		non-melter		1.04	TRUE	0.3
DNLZ	50.55	stable	50.38	0.7	TRUE	0.72
DNM1L	49.59	medium	49.26	0.44	TRUE	1
DNM2	49.09	medium	48.73	0.41	TRUE	1
DNMBP	46.36	non-stable	46	0.34	TRUE	0.98
DNMT1	50.72	medium	50.6	0.47	TRUE	0.98
DNMT3A	44.32	non-stable	44.02	0.26	TRUE	1
DNPEP		non-melter		0.85	TRUE	0.05
DNTTIP1	43.28	non-stable	43.06	0.25	TRUE	1
DOCK1	48.38	medium	47.95	0.4	TRUE	0.99
DOCK4	46.62	medium	46.27	0.36	TRUE	0.98
DOCK5	48.67	medium	48.26	0.42	TRUE	0.99
DOCK6	49.19	medium	48.85	0.45	TRUE	0.92
DOCK7	45.8	non-stable	45.4	0.32	TRUE	1
DOHH	46.7	medium	46.34	0.36	TRUE	1
DOLK	51.03	medium	51.03	0.49	TRUE	0.98
DOLPP1	52.22	medium	52.73	0.6	TRUE	0.93
DOPEY2	50.73	medium	50.62	0.6	TRUE	0.91
DPAGT1		non-melter		0.85	TRUE	0.04
DPEP1		non-melter		0.77	TRUE	0.4
DPF2	46.46	non-stable	46.12	0.34	TRUE	1
DPH1	50.47	medium	50.28	0.47	TRUE	1
DPH2	51.03	medium	51.03	0.49	TRUE	1
DPH5	52.59	medium	53.23	0.55	TRUE	1
DPM1	48.56	medium	48.15	0.4	TRUE	0.99
DPP3	51.02	medium	51.01	0.47	TRUE	1
DPP4		non-melter		0.82	TRUE	0.17
DPP8	50.76	medium	50.66	0.49	TRUE	0.99
DPP9	50	medium	49.71	0.45	TRUE	1
DPY19L1	50.33	medium	50.12	0.46	TRUE	1
DPY19L3	51	medium	50.98	0.51	TRUE	0.99
DPY19L4	50.31	medium	50.09	0.48	TRUE	1
DPYSL2	50.98	medium	50.95	0.49	TRUE	0.98
DQX1	50.31	medium	50.09	0.47	TRUE	1
DR1	51.46	medium	51.6	0.61	TRUE	0.99
DRAP1		non-melter		0.74	TRUE	0.72
DRG1	51.33	medium	51.42	0.49	TRUE	1
DRG2	49.89	medium	49.57	0.45	TRUE	1
DSC2	50.38	stable	50.17	0.66	TRUE	0.87
DSCC1	47.1	medium	46.67	0.42	TRUE	0.98
DSG2		non-melter		0.76	TRUE	0.71
DSN1	48.22	medium	47.78	0.39	TRUE	0.99
DST	46.78	medium	46.41	0.35	TRUE	0.99
DSTN	51.38	medium	51.48	0.5	TRUE	1
DTD1		non-melter		0.87	TRUE	0.1
DTL	48.11	medium	47.69	0.39	TRUE	0.99
DTNA	49.22	medium	48.89	0.43	TRUE	1
DTNB	48.42	medium	48.01	0.39	TRUE	0.98
DTNBP1	51.37	medium	51.46	0.51	TRUE	1
DTYMK	50.4	medium	50.2	0.47	TRUE	1
DUS1L	46.52	non-stable	46.17	0.33	TRUE	1
DUS2L	47.44	medium	46.99	0.36	TRUE	1
DUS3L	45.35	non-stable	44.99	0.3	TRUE	1
DUSP12	48.67	medium	48.27	0.41	TRUE	1
DUSP3	49.25	medium	48.92	0.43	TRUE	1
DUSP6	44.93	non-stable	44.63	0.3	TRUE	1
DUSP9	44.53	non-stable	44.25	0.26	TRUE	1
DUT	50.96	medium	50.92	0.51	TRUE	0.99
DVL1	45.53	non-stable	45.14	0.32	TRUE	1
DVL2	44.51	non-stable	44.24	0.29	TRUE	0.99
DYM	50.25	medium	50.01	0.49	TRUE	0.99
DYNC1H1	49.96	medium	49.64	0.45	TRUE	1
DYNC1I2	50.08	medium	49.81	0.46	TRUE	1
DYNC1LI1	50.14	medium	49.86	0.46	TRUE	1
DYNC1LI2	49.9	medium	49.57	0.44	TRUE	1
DYNC2LI1	46.01	non-stable	45.61	0.32	TRUE	1
DYNLRB1	50.5	stable	50.32	0.7	TRUE	0.77
DYNLT1	50.2	medium	49.96	0.44	TRUE	1
DYRK1A	49.2	medium	48.86	0.42	TRUE	0.98
E2F4	47.36	medium	46.91	0.37	TRUE	1
E2F6	43.83	non-stable	43.56	0.25	TRUE	0.99
EAF1	45.2	medium	44.89	0.49	TRUE	0.53
EAPP	47.85	medium	47.41	0.38	TRUE	0.99
EARS2	45.92	non-stable	45.51	0.32	TRUE	1
EBAG9	50.64	stable	50.48	0.71	TRUE	0.57
EBNA1BP2	52.59	medium	53.27	0.58	TRUE	0.77
EBP		non-melter		0.76	TRUE	0.47
ECD	49.13	medium	48.77	0.45	TRUE	1
ECE1		non-melter		0.72	TRUE	0.6
ECE2	46.75	medium	46.39	0.38	TRUE	1
ECH1	51.42	medium	51.55	0.5	TRUE	1
ECHDC1		non-melter		0.79	TRUE	0.24
ECHS1	51.62	medium	51.85	0.49	TRUE	1
ECSIT	50.15	medium	49.87	0.51	TRUE	0.99
ECT2	46.25	medium	45.91	0.35	TRUE	1
EDC3	48.04	medium	47.6	0.39	TRUE	0.99
EDC4	46.61	non-stable	46.26	0.33	TRUE	0.99
EDD1	44.3	non-stable	44	0.26	TRUE	1
EDEM1	50.96	medium	50.93	0.53	TRUE	0.99
EDEM3	51.61	medium	51.84	0.57	TRUE	0.99
EDF1		non-melter		1.04	TRUE	0.29
EEA1		non-melter		0.88	TRUE	0.03
EED	46.53	non-stable	46.18	0.34	TRUE	1
EEF1A1	49.66	medium	49.33	0.43	TRUE	0.99
EEF1B2	49.82	medium	49.5	0.45	TRUE	1
EEF1D	49.6	medium	49.27	0.44	TRUE	1
EEF1E1	47.14	non-stable	46.69	0.35	TRUE	1
EEF1G	49.41	medium	49.09	0.43	TRUE	1
EEF2	52.47	medium	53.07	0.56	TRUE	0.99
EEF2K	46.1	non-stable	45.74	0.32	TRUE	1
EEFSEC	47.49	medium	47.05	0.36	TRUE	1
EEPD1	48.01	medium	47.57	0.38	TRUE	0.96
EFHA1	49.45	medium	49.12	0.44	TRUE	0.99
EFHD2	50.26	medium	50.02	0.46	TRUE	1
EFNB1	50.4	stable	50.2	0.67	TRUE	0.76
EFR3A	49.53	medium	49.19	0.46	TRUE	1
EFTUD1	48.24	medium	47.81	0.39	TRUE	1
EFTUD2	52.93	medium	53.88	0.55	TRUE	0.99
EGFR	50.19	medium	49.94	0.52	TRUE	0.96
EGLN1	49.82	medium	49.5	0.54	TRUE	0.94
EHBP1	46.43	non-stable	46.08	0.34	TRUE	0.99
EHBP1L1	48.61	medium	48.2	0.42	TRUE	1
EHD1	49.21	medium	48.87	0.42	TRUE	1
EHD4	48.26	medium	47.84	0.4	TRUE	1
EHHADH	50.07	medium	49.79	0.45	TRUE	1
EHMT1	46.06	non-stable	45.69	0.32	TRUE	0.96
EHMT2	46.66	medium	46.3	0.39	TRUE	0.96
EI24	50.88	medium	50.82	0.54	TRUE	0.99
EIF1	51.71	stable	51.97	0.67	TRUE	0.94
EIF1AD	50.61	medium	50.44	0.57	TRUE	0.96
EIF1AP1	51	medium	50.99	0.49	TRUE	1
EIF1B	52.82	medium	53.64	0.63	TRUE	0.99
EIF2A	50.27	medium	50.04	0.45	TRUE	1
EIF2AK2	44.43	non-stable	44.17	0.26	TRUE	1
EIF2AK3	48.93	medium	48.54	0.44	TRUE	0.99
EIF2AK4	48.05	medium	47.61	0.39	TRUE	0.98
EIF2B1	52.2	medium	52.69	0.54	TRUE	1
EIF2B2	50.55	medium	50.38	0.48	TRUE	1
EIF2B3	49.76	medium	49.42	0.44	TRUE	1
EIF2B4	49.18	medium	48.84	0.42	TRUE	0.99
EIF2B5	49.65	medium	49.32	0.44	TRUE	1
EIF2C1	49.02	medium	48.63	0.55	TRUE	0.88
EIF2C2	48.84	medium	48.44	0.52	TRUE	0.93
EIF2C3	47.94	medium	47.5	0.44	TRUE	0.99
EIF2S1	51.38	medium	51.47	0.5	TRUE	1
EIF2S2	51.42	medium	51.54	0.5	TRUE	1
EIF2S3	51.6	medium	51.83	0.5	TRUE	1
EIF3A	48.81	medium	48.39	0.41	TRUE	0.99
EIF3B	48.35	medium	47.93	0.39	TRUE	1
EIF3C	47.97	medium	47.53	0.38	TRUE	1
EIF3D	48.21	medium	47.78	0.39	TRUE	1
EIF3E	47.8	medium	47.36	0.37	TRUE	1
EIF3F	48.38	medium	47.95	0.4	TRUE	1
EIF3G	49	medium	48.61	0.42	TRUE	1
EIF3H	49.08	medium	48.71	0.43	TRUE	1
EIF3I	48.01	medium	47.57	0.39	TRUE	1
EIF3J	51.61	medium	51.84	0.5	TRUE	0.99
EIF3K	50.8	medium	50.72	0.47	TRUE	0.99
EIF3L	48.87	medium	48.48	0.41	TRUE	0.96
EIF3M	48.66	medium	48.25	0.4	TRUE	1
EIF4A1	48.49	medium	48.09	0.39	TRUE	1
EIF4A2	51.77	medium	52.06	0.51	TRUE	1
EIF4A3	49.99	medium	49.7	0.47	TRUE	1
EIF4B		non-melter		0.82	TRUE	0.21
EIF4E	50.07	medium	49.8	0.44	TRUE	1
EIF4ENIF1	47.62	medium	47.19	0.39	TRUE	0.98
EIF4G1	47.62	medium	47.2	0.36	TRUE	0.97
EIF4G2	46.61	non-stable	46.25	0.34	TRUE	1
EIF4G3	46.73	medium	46.37	0.36	TRUE	0.99
EIF4H	49.03	medium	48.65	0.45	TRUE	0.99
EIF5	49.56	medium	49.24	0.43	TRUE	1
EIF5A	48.58	medium	48.18	0.41	TRUE	1
EIF5B	50.25	medium	50.01	0.49	TRUE	0.99
EIF6	52.77	medium	53.55	0.61	TRUE	0.95
ELAC1		non-melter		0.71	TRUE	0.56
ELAC2	51.7	stable	51.95	0.68	TRUE	0.92
ELAVL1	47.34	medium	46.89	0.36	TRUE	1
ELF1	43.58	non-stable	43.31	0.24	TRUE	0.99
ELL	45.31	non-stable	44.98	0.3	TRUE	1
ELL2	44.14	non-stable	43.83	0.29	TRUE	0.99
ELMO2	47.58	medium	47.15	0.37	TRUE	0.99
ELMOD2	51.16	medium	51.2	0.49	TRUE	1
ELOF1	50.35	medium	50.14	0.65	TRUE	0.83
ELOVL2	50.89	medium	50.82	0.5	TRUE	1
ELOVL5	50.96	medium	50.92	0.53	TRUE	0.99
ELOVL6	51.35	medium	51.44	0.53	TRUE	0.95
ELP2	48.24	medium	47.81	0.39	TRUE	1
ELP3	48.04	medium	47.59	0.39	TRUE	1
ELP4	48.85	medium	48.46	0.56	TRUE	0.92
EMD	50.16	medium	49.9	0.51	TRUE	0.97
EMG1	52.95	medium	53.94	0.64	TRUE	0.94
EML2	51.23	medium	51.3	0.5	TRUE	1
EML3	49.21	medium	48.88	0.44	TRUE	0.98
EML4	49.24	medium	48.91	0.43	TRUE	1
ENAH	49.87	medium	49.55	0.47	TRUE	1
ENC1	45.61	non-stable	45.23	0.3	TRUE	1
ENDOD1	51.65	medium	51.88	0.6	TRUE	0.99
ENDOG	49.99	medium	49.69	0.45	TRUE	1
ENO1	53.3	medium	55.53	0.61	TRUE	0.97
ENO2	52.17	medium	52.63	0.62	TRUE	0.95
ENO3	52.46	medium	53.05	0.61	TRUE	0.94
ENOPH1	49.17	medium	48.82	0.42	TRUE	0.99
ENOSF1	50.95	medium	50.91	0.56	TRUE	0.99
ENPP1		non-melter		0.78	TRUE	0.37
ENPP3		non-melter		0.82	TRUE	0.33
ENSA	53.02	stable	54.28	0.67	TRUE	0.8
ENTPD2		non-melter		0.69	TRUE	0.44
ENTPD4	51.2	medium	51.26	0.53	TRUE	1
ENTPD5	51.29	medium	51.37	0.55	TRUE	0.99
ENTPD6	50.76	medium	50.67	0.5	TRUE	1
ENTPD7	50.26	medium	50.03	0.48	TRUE	0.99
ENY2	52.79	stable	53.57	0.7	TRUE	0.53
EP300	49.81	medium	49.48	0.45	TRUE	0.99
EP400	45.79	non-stable	45.39	0.31	TRUE	1
EPB41	50.43	medium	50.24	0.47	TRUE	1
EPB41L1	48.73	medium	48.32	0.43	TRUE	1
EPB41L2	50.63	medium	50.46	0.47	TRUE	0.99
EPB41L5	48.72	medium	48.31	0.42	TRUE	0.99
EPB49	50.12	medium	49.85	0.6	TRUE	0.82
EPC2	45.8	non-stable	45.41	0.33	TRUE	0.99
EPCAM		non-melter		0.77	TRUE	0.33
EPDR1		non-melter		1	TRUE	-0.25
EPHA2	47.58	medium	47.15	0.38	TRUE	0.99
EPHB4	46.32	medium	45.96	0.39	TRUE	0.98
EPHX1		non-melter		0.72	TRUE	0.82
EPHX2	54.9	medium	60.04	0.62	TRUE	0.93
EPM2A	51.07	medium	51.1	0.58	TRUE	0.94
EPM2AIP1	49.29	medium	48.97	0.43	TRUE	0.99
EPN1	49.9	medium	49.57	0.47	TRUE	0.99
EPN2	51.65	medium	51.89	0.58	TRUE	0.99
EPPK1	49.05	medium	48.69	0.42	TRUE	0.82
EPRS	47.41	medium	46.96	0.36	TRUE	0.98
EPS15	49.68	medium	49.35	0.44	TRUE	1
EPS15L1	48.64	medium	48.23	0.41	TRUE	1
EPS8	49.03	medium	48.65	0.43	TRUE	0.99
EPS8L2	48.67	medium	48.26	0.42	TRUE	1
EPS8L3	47.72	medium	47.3	0.39	TRUE	0.99
ERAL1	45.72	non-stable	45.32	0.31	TRUE	1
ERAP1	50.94	medium	50.88	0.53	TRUE	0.99
ERAP2	52.25	medium	52.76	0.58	TRUE	0.99
ERBB2	45.02	non-stable	44.72	0.32	TRUE	0.98
ERBB2IP	46.39	non-stable	46.02	0.34	TRUE	0.99
ERBB3	47.94	medium	47.48	0.44	TRUE	0.97
ERC1	47.72	medium	47.28	0.39	TRUE	0.99
ERCC1	48.14	medium	47.71	0.4	TRUE	1
ERCC2	46.17	non-stable	45.8	0.33	TRUE	1
ERCC3	45.06	non-stable	44.76	0.28	TRUE	1
ERCC4	47.95	medium	47.5	0.4	TRUE	0.99
