Protein ID	Melting point [°C]	Protein stability class	AUC	Curve fit converged	R2 of curve fit
Q13418_ILK	52.56	medium	0.56	TRUE	0.99
Q13423_NNT	56.74	stable	0.66	TRUE	0.95
Q13424_SNTA1	51.79	medium	0.53	TRUE	0.95
Q13426_XRCC4	62.32	stable	0.72	TRUE	0.9
Q13432-2_UNC119	50.39	medium	0.5	TRUE	1
Q13435_SF3B2	51.88	medium	0.62	TRUE	0.97
Q13438-5_OS9	57.93	stable	0.67	TRUE	0.85
Q13442_PDAP1		non-melter	1.16	TRUE	0.65
Q13443_ADAM9	62.41	stable	0.74	TRUE	0.94
Q13444-8_ADAM15	56.03	stable	0.66	TRUE	0.97
Q13445_TMED1	57.36	stable	0.65	TRUE	0.82
Q13451_FKBP5	50.78	medium	0.52	TRUE	0.99
Q13464_ROCK1	53.07	medium	0.58	TRUE	0.99
Q13480-2_GAB1	52.59	medium	0.58	TRUE	0.99
Q13492-3_PICALM	53.43	medium	0.57	TRUE	0.99
Q13503_MED21	57.3	stable	0.73	TRUE	0.68
Q13505-3_MTX1	54.99	medium	0.62	TRUE	1
Q13509_TUBB3	57.35	stable	0.66	TRUE	0.95
Q13526_PIN1	52.13	medium	0.59	TRUE	0.98
Q13541_EIF4EBP1		non-melter	1.03	TRUE	0.31
Q13542_EIF4EBP2	55.86	stable	0.65	TRUE	0.97
Q13546-2_RIPK1	51.47	medium	0.55	TRUE	0.99
Q13564-2_NAE1	53.96	medium	0.59	TRUE	0.98
Q13572_ITPK1	52.66	medium	0.55	TRUE	0.99
Q13573_SNW1	55.75	stable	0.66	TRUE	1
Q13576_IQGAP2	52.15	medium	0.59	TRUE	0.99
Q13586_STIM1	52.99	medium	0.58	TRUE	0.99
Q13596-2_SNX1	53.04	medium	0.58	TRUE	0.99
Q13614_MTMR2	56.16	medium	0.63	TRUE	0.99
Q13616_CUL1	64.99	stable	0.95	TRUE	0.63
Q13617_CUL2	58.74	stable	0.73	TRUE	0.95
Q13618-2_CUL3	60.64	stable	0.82	TRUE	0.9
Q13625_TP53BP2	52.04	medium	0.55	TRUE	1
Q13630_TSTA3	57.92	stable	0.68	TRUE	0.94
Q13636_RAB31	54.43	medium	0.6	TRUE	0.98
Q13641_TPBG		non-melter	0.72	TRUE	0.71
Q13642-5_FHL1		non-melter	0.86	TRUE	0.35
Q13643_FHL3		non-melter	0.76	TRUE	0.89
Q13686_ALKBH1	52.52	medium	0.55	TRUE	0.99
Q13724_MOGS	55.94	stable	0.65	TRUE	0.99
Q13740-2_ALCAM		non-melter	0.72	TRUE	0.79
Q13796_SHROOM2	55.95	stable	0.75	TRUE	0.42
Q13813-3_SPTAN1	61.77	stable	0.88	TRUE	0.45
Q13825_AUH	53.15	medium	0.57	TRUE	0.98
Q13884_SNTB1	50.16	medium	0.49	TRUE	0.95
Q13885_TUBB2A	58.37	stable	0.7	TRUE	0.89
Q13895_BYSL	52.52	stable	0.65	TRUE	0.96
Q13907_IDI1	56.35	stable	0.68	TRUE	0.97
Q13951-2_CBFB	52.61	medium	0.58	TRUE	1
Q13952-3_NFYC	53.2	medium	0.57	TRUE	1
Q14008-2_CKAP5	51.31	medium	0.54	TRUE	0.99
Q14011_CIRBP		non-melter	0.76	TRUE	0.9
Q14012_CAMK1	56.74	stable	0.68	TRUE	0.8
Q14019_COTL1	55.75	stable	0.66	TRUE	0.96
Q14050_COL9A3		non-melter	1.06	TRUE	0.42
Q14061_COX17		non-melter	1.02	TRUE	0.11
Q14103-3_HNRNPD		non-melter	0.81	TRUE	0.94
Q14108_SCARB2		non-melter	0.81	TRUE	0.72
Q14118_DAG1	63.55	stable	0.7	TRUE	0.94
Q14126_DSG2		non-melter	0.74	TRUE	0.82
Q14129_DGCR6	49.62	medium	0.56	TRUE	0.97
Q14135_VGLL4		non-melter	0.71	TRUE	0.91
Q14137_BOP1	57.94	stable	0.68	TRUE	0.88
Q14139_UBE4A	52.05	medium	0.57	TRUE	0.96
Q14145_KEAP1	52.17	medium	0.55	TRUE	0.98
Q14149_MORC3	52.38	medium	0.62	TRUE	0.97
Q14151_SAFB2		non-melter	0.79	TRUE	0.75
Q14152_EIF3A	53.84	medium	0.59	TRUE	0.95
Q14157_UBAP2L		non-melter	1.06	TRUE	0.36
Q14157-1_UBAP2L		non-melter	0.82	TRUE	0.56
Q14160_SCRIB	49.33	medium	0.49	TRUE	1
Q14165_MLEC	57.34	stable	0.73	TRUE	0.93
Q14166_TTLL12	49.49	medium	0.5	TRUE	1
Q14181_POLA2	52.87	medium	0.59	TRUE	0.99
Q14195-2_DPYSL3	64.76	stable	0.91	TRUE	0.94
Q14204_DYNC1H1		non-melter	0.75	TRUE	0.31
Q14232_EIF2B1	59.45	stable	0.74	TRUE	0.92
Q14240_EIF4A2	57.29	stable	0.68	TRUE	0.97
Q14244_MAP7	54.93	medium	0.62	TRUE	0.86
Q14247_CTTN		non-melter	0.86	TRUE	0.6
Q14257_RCN2	52.58	medium	0.57	TRUE	0.99
Q14315-2_FLNC	57.08	stable	0.67	TRUE	0.96
Q14318-2_FKBP8	48.71	medium	0.45	TRUE	1
Q14320_FAM50A	51.6	medium	0.54	TRUE	1
Q14331_FRG1	53.15	medium	0.58	TRUE	0.99
Q14344_GNA13	55.48	medium	0.63	TRUE	0.99
Q14353_GAMT	62.61	stable	0.77	TRUE	0.91
Q14376_GALE	52.6	medium	0.57	TRUE	0.99
Q14409_GK3P	65.43	stable	0.76	TRUE	0.75
Q14444-2_CAPRIN1		non-melter	1.15	TRUE	0.64
Q14469_HES1		non-melter	0.83	TRUE	0.25
Q14498-2_RBM39	52.05	medium	0.55	TRUE	0.96
Q14520-2_HABP2	58.97	stable	0.74	TRUE	0.94
Q14527-2_HLTF	50.31	medium	0.46	TRUE	0.97
Q14534_SQLE	53.65	medium	0.6	TRUE	1
Q14554_PDIA5	56.09	medium	0.63	TRUE	0.9
Q14558_PRPSAP1	63.54	stable	0.88	TRUE	0.35
Q14566_MCM6	57.2	stable	0.74	TRUE	0.99
Q14651_PLS1	53.79	medium	0.6	TRUE	0.99
Q14653_IRF3	52.98	medium	0.56	TRUE	0.98
Q14657_LAGE3	59.41	stable	0.69	TRUE	0.89
Q14669-2_TRIP12	50.11	medium	0.52	TRUE	0.99
Q14671_PUM1	52.01	medium	0.57	TRUE	1
Q14674_ESPL1	51.58	medium	0.51	TRUE	0.94
Q14676-3_MDC1	55.53	medium	0.64	TRUE	0.99
Q14677_CLINT1	53.86	medium	0.61	TRUE	1
Q14681_KCTD2	64.08	stable	0.76	TRUE	0.92
Q14683_SMC1A	54.62	medium	0.6	TRUE	0.99
Q14686_NCOA6	54.66	medium	0.61	TRUE	0.95
Q14687-2_GSE1	52.12	medium	0.6	TRUE	0.92
Q14691_GINS1	53.97	medium	0.6	TRUE	0.99
Q14694_USP10	51.58	medium	0.6	TRUE	0.99
Q14696_MESDC2	55.72	medium	0.65	TRUE	0.98
Q14697_GANAB	53.24	medium	0.59	TRUE	0.99
Q14699_RFTN1	54.64	medium	0.6	TRUE	0.96
Q14739_LBR	52.16	medium	0.53	TRUE	0.98
Q14746-2_COG2	50.62	medium	0.52	TRUE	0.99
Q14789_GOLGB1	49.9	medium	0.51	TRUE	0.99
Q14790_CASP8	51.21	medium	0.53	TRUE	0.96
Q147X3_NAA30	52.34	medium	0.56	TRUE	0.99
Q14814-4_MEF2D	54.21	medium	0.63	TRUE	0.99
Q14847_LASP1		non-melter	0.83	TRUE	0.67
Q14872_MTF1	50.5	medium	0.49	TRUE	0.97
Q14964_RAB39A	50.6	medium	0.48	TRUE	0.98
Q14966_ZNF638	52.53	medium	0.63	TRUE	0.99
Q14974_KPNB1	52.21	medium	0.54	TRUE	0.99
Q14978_NOLC1	53.62	stable	0.66	TRUE	0.95
Q14980-2_NUMA1	51.16	medium	0.54	TRUE	0.99
Q14C86-6_GAPVD1	52.3	medium	0.58	TRUE	1
Q14CS0_UBXN2B	52.08	medium	0.57	TRUE	0.99
Q14CX7-2_NAA25	53.72	medium	0.58	TRUE	0.99
Q14CZ7_FASTKD3	51.66	medium	0.63	TRUE	0.84
Q15004_KIAA0101		non-melter	0.84	TRUE	0.7
Q15006_EMC2	57.6	stable	0.67	TRUE	0.88
Q15007_WTAP	53.05	medium	0.6	TRUE	0.98
Q15008_PSMD6	56.82	stable	0.67	TRUE	0.99
Q15011-3_HERPUD1	51.35	medium	0.55	TRUE	0.96
Q15012_LAPTM4A	55.38	medium	0.64	TRUE	0.97
Q15013_MAD2L1BP	55.35	medium	0.62	TRUE	0.98
Q15018_FAM175B		non-melter	0.9	TRUE	0.05
Q15019_SEPT2		non-melter	0.75	TRUE	0.81
Q15021_NCAPD2	48.52	medium	0.41	TRUE	0.98
Q15024_EXOSC7		non-melter	1.14	TRUE	0.32
Q15029-2_EFTUD2	64.56	stable	0.93	TRUE	0.45
Q15031_LARS2	52.1	medium	0.56	TRUE	0.99
Q15032-2_R3HDM1	52.08	medium	0.61	TRUE	0.93
Q15036-2_SNX17	51.22	medium	0.55	TRUE	0.99
Q15038-2_DAZAP2	48.48	medium	0.51	TRUE	0.62
Q15043-2_SLC39A14		non-melter	0.84	TRUE	0.46
Q15046_KARS	60.99	stable	0.84	TRUE	0.94
Q15047-3_SETDB1	49.84	medium	0.5	TRUE	0.99
Q15051_IQCB1	48.57	medium	0.46	TRUE	0.99
Q15056_EIF4H	54.95	stable	0.69	TRUE	0.84
Q15056-2_EIF4H	53.38	medium	0.65	TRUE	0.99
Q15057_ACAP2	52.05	medium	0.55	TRUE	0.98
Q15059_BRD3	51.29	medium	0.52	TRUE	0.98
Q15061_WDR43	64.11	stable	0.92	TRUE	0.33
Q15067-2_ACOX1	60.13	stable	0.69	TRUE	0.99
Q15075_EEA1		non-melter	0.78	TRUE	0.78
Q15102_PAFAH1B3	51.4	medium	0.53	TRUE	0.99
Q15111_PLCL1		non-melter	0.74	TRUE	0.89
Q15118_PDK1	51.21	medium	0.53	TRUE	0.98
Q15120_PDK3	50.59	medium	0.49	TRUE	0.99
Q15125_EBP		non-melter	0.74	TRUE	0.92
Q15126_PMVK	50.49	medium	0.52	TRUE	1
Q15149-4_PLEC	52.05	medium	0.55	TRUE	1
Q15155_NOMO1	54.91	medium	0.61	TRUE	0.91
Q15170-2_TCEAL1		non-melter	0.81	TRUE	0.64
Q15172_PPP2R5A	52.48	medium	0.54	TRUE	0.98
Q15173-2_PPP2R5B	51.68	medium	0.55	TRUE	0.99
Q15181_PPA1	55.43	medium	0.63	TRUE	0.99
Q15208_STK38	50.81	medium	0.52	TRUE	0.99
Q15233_NONO	49.93	medium	0.51	TRUE	0.98
Q15257_PPP2R4	57.96	stable	0.7	TRUE	0.95
Q15276_RABEP1	54.14	medium	0.61	TRUE	0.99
Q15286_RAB35	60.22	stable	0.75	TRUE	0.93
Q15291_RBBP5		non-melter	1.07	TRUE	0.24
Q15293_RCN1		non-melter	0.74	TRUE	0.97
Q15311_RALBP1	50.44	medium	0.52	TRUE	1
Q15334_LLGL1	53.57	medium	0.6	TRUE	0.99
Q15345_LRRC41	51.44	medium	0.53	TRUE	0.99
Q15365_PCBP1	52.2	medium	0.55	TRUE	0.99
Q15366-2_PCBP2	51.64	medium	0.53	TRUE	0.96
Q15366-3_PCBP2	51.39	medium	0.51	TRUE	1
Q15375_EPHA7	53.36	medium	0.58	TRUE	1
Q15382_RHEB	53.2	medium	0.57	TRUE	0.99
Q15386_UBE3C	55.36	stable	0.65	TRUE	0.92
Q15388_TOMM20	57.6	stable	0.69	TRUE	0.87
Q15393_SF3B3	60.24	stable	0.77	TRUE	0.89
Q15398-3_DLGAP5	52.88	medium	0.57	TRUE	0.99
Q15404_RSU1	55.74	medium	0.65	TRUE	0.97
Q15424-2_SAFB		non-melter	0.76	TRUE	0.69
Q15428_SF3A2	52.83	medium	0.58	TRUE	0.89
Q15435_PPP1R7	55.38	medium	0.62	TRUE	0.99
Q15437_SEC23B	53.2	medium	0.58	TRUE	1
Q15438-2_CYTH1	53.38	medium	0.59	TRUE	0.99
Q15459_SF3A1	51.8	medium	0.55	TRUE	1
Q15464_SHB	52.2	medium	0.57	TRUE	1
Q15506_SPA17		non-melter	0.89	TRUE	0.3
Q15526-2_SURF1	54.44	medium	0.62	TRUE	0.99
Q15527_SURF2	63.34	stable	0.73	TRUE	0.95
Q15543_TAF13	61.56	stable	0.79	TRUE	0.85
Q15545_TAF7	53.22	medium	0.61	TRUE	0.96
Q15555_MAPRE2	48.73	medium	0.47	TRUE	1
Q15596_NCOA2	49.89	medium	0.52	TRUE	0.99
Q15599-2_SLC9A3R2		non-melter	0.79	TRUE	0.86
Q15628_TRADD	53.06	medium	0.62	TRUE	0.97
Q15637-5_SF1		non-melter	0.7	TRUE	0.95
Q15642-2_TRIP10	52.98	medium	0.6	TRUE	0.98
Q15643_TRIP11	49.31	medium	0.48	TRUE	0.99
Q15645_TRIP13	54.89	medium	0.65	TRUE	0.94
Q15648_MED1	52.06	medium	0.53	TRUE	0.94
Q15649_ZNHIT3		non-melter	0.76	TRUE	0.81
Q15652-2_JMJD1C	52.8	medium	0.62	TRUE	0.97
Q15654_TRIP6	54.32	medium	0.63	TRUE	0.99
Q15691_MAPRE1	54.45	medium	0.62	TRUE	1
Q15714_TSC22D1		non-melter	0.8	TRUE	0.44
Q15738_NSDHL	52.11	medium	0.52	TRUE	0.99
Q15750_TAB1	52.62	medium	0.6	TRUE	1
Q15758_SLC1A5		non-melter	1.02	TRUE	-0.11
Q15759_MAPK11	51.37	medium	0.56	TRUE	0.86
Q15768_EFNB3	53.99	medium	0.61	TRUE	0.96
Q15773_MLF2	48.23	medium	0.46	TRUE	0.99
Q15785_TOMM34	50.25	medium	0.51	TRUE	0.99
Q15797_SMAD1	51.49	medium	0.49	TRUE	0.96
Q15800-2_MSMO1	61.84	stable	0.79	TRUE	0.79
Q15814_TBCC	55.18	medium	0.64	TRUE	0.99
Q15818_NPTX1	55.73	stable	0.68	TRUE	0.91
Q15819_UBE2V2	53.95	medium	0.58	TRUE	0.99
Q15831_STK11	57.87	stable	0.66	TRUE	0.88
Q15833-2_STXBP2	51.53	medium	0.52	TRUE	0.96
Q15836_VAMP3		non-melter	0.77	TRUE	0.68
Q15904_ATP6AP1	54.33	medium	0.61	TRUE	0.94
Q15907_RAB11B	61.59	stable	0.75	TRUE	0.92
Q15942_ZYX		non-melter	0.83	TRUE	0.29
Q16134_ETFDH	55.9	medium	0.65	TRUE	0.99
Q16143_SNCB		non-melter	0.78	TRUE	0.78
Q16181_SEPT7	59.6	stable	0.75	TRUE	0.85
Q16186_ADRM1	51.08	medium	0.51	TRUE	0.91
Q16204_CCDC6	60.14	stable	0.71	TRUE	0.99
Q16222-2_UAP1	54.44	medium	0.62	TRUE	0.98
Q16254_E2F4	54.24	medium	0.62	TRUE	0.97
Q16401-2_PSMD5	48.65	medium	0.43	TRUE	0.58
Q16512_PKN1	52.15	medium	0.55	TRUE	0.99
Q16513_PKN2	51.42	medium	0.54	TRUE	1
Q16514-2_TAF12		non-melter	0.8	TRUE	0.87
Q16531_DDB1	66.86	stable	0.99	TRUE	0.38
Q16539_MAPK14	50.94	medium	0.51	TRUE	0.98
Q16539-2_MAPK14	50.09	medium	0.52	TRUE	0.98
Q16543_CDC37	57.72	stable	0.69	TRUE	1
Q16555_DPYSL2	64.38	stable	0.88	TRUE	0.76
Q16566_CAMK4	53.02	medium	0.56	TRUE	0.98
Q16576_RBBP7	57.92	stable	0.7	TRUE	0.97
Q16576-2_RBBP7	60.56	stable	0.75	TRUE	0.95
Q16587-5_ZNF74		non-melter	0.81	TRUE	0.31
Q16594_TAF9		non-melter	0.74	TRUE	0.82
Q16625-4_OCLN		non-melter	0.77	TRUE	0.9
Q16626_MEA1		non-melter	0.82	TRUE	0.73
Q16630_CPSF6	57.31	medium	0.64	TRUE	0.96
Q16643_DBN1	50.45	medium	0.5	TRUE	0.98
Q16658_FSCN1	56.01	medium	0.64	TRUE	1
Q16706_MAN2A1	56.77	stable	0.66	TRUE	0.97
Q16718_NDUFA5		non-melter	0.82	TRUE	0.78
Q16740_CLPP	60.38	stable	0.72	TRUE	0.89
Q16762_TST	49.18	medium	0.47	TRUE	0.99
Q16763_UBE2S	53.34	medium	0.6	TRUE	1
Q16799_RTN1		non-melter	0.87	TRUE	0.44
Q16822_PCK2	55.88	medium	0.65	TRUE	0.99
Q16831_UPP1	61.32	stable	0.7	TRUE	0.86
Q16850_CYP51A1	49.5	medium	0.48	TRUE	0.97
Q16864_ATP6V1F		non-melter	0.75	TRUE	0.84
Q17R31-2_TATDN3		non-melter	0.79	TRUE	0.83
Q17RN3_FAM98C	52.8	medium	0.56	TRUE	0.96
Q17RU2_REL	50.78	medium	0.5	TRUE	0.99
Q24JP5_TMEM132A		non-melter	0.69	TRUE	0.74
Q27J81-2_INF2	51.37	medium	0.56	TRUE	0.98
Q29RF7_PDS5A	50.65	medium	0.5	TRUE	1
Q2KHR3_QSER1	49.32	medium	0.5	TRUE	0.99
Q2KHT3-2_CLEC16A	57.89	stable	0.69	TRUE	0.96
Q2M1P5_KIF7	50.22	medium	0.48	TRUE	0.98
Q2M2I8-2_AAK1	52.57	medium	0.56	TRUE	0.99
Q2NKX8_ERCC6L	50.61	medium	0.55	TRUE	0.99
Q2NL82_TSR1	53.7	medium	0.61	TRUE	0.98
Q2T9J0_TYSND1	57.3	stable	0.66	TRUE	0.97
Q2TAL8_QRICH1	50.79	medium	0.52	TRUE	0.99
Q2TAM5_RELA	53.3	medium	0.58	TRUE	0.99
Q2TAP0_GOLGA7B	55.93	stable	0.66	TRUE	0.91
Q2TAY7_SMU1	58.06	stable	0.76	TRUE	0.92
Q32MZ4_LRRFIP1		non-melter	1.16	TRUE	0.77
Q32MZ4-3_LRRFIP1		non-melter	1.09	TRUE	0.55
Q32MZ4-4_LRRFIP1	57.59	stable	0.68	TRUE	0.92
Q32N00_POLD3	51.43	medium	0.55	TRUE	0.98
Q32NB8_PGS1	53.64	medium	0.59	TRUE	0.98
Q32P28_LEPRE1	56.73	stable	0.67	TRUE	0.96
Q32P41_TRMT5	49.72	medium	0.49	TRUE	0.99
Q32Q12_NME1-NME2		non-melter	0.9	TRUE	0.25
Q3KQV9_UAP1L1	55.06	stable	0.68	TRUE	0.87
Q3KRA9_ALKBH6	57.14	stable	0.69	TRUE	0.97
Q3LXA3_DAK	56.97	stable	0.66	TRUE	0.97
Q3MHD2_LSM12	54.87	medium	0.64	TRUE	0.98
Q3MII6_TBC1D25	51.86	medium	0.56	TRUE	0.96
Q3MIT2_PUS10	53.36	medium	0.57	TRUE	0.93
Q3SXM5_HSDL1		non-melter	0.73	TRUE	0.87
Q3SXY8-2_ARL13B	52.96	medium	0.58	TRUE	0.99
Q3V6T2-2_CCDC88A		non-melter	0.81	TRUE	0.11
Q3YEC7_RABL6	63.36	stable	0.75	TRUE	0.86
Q3ZAQ7_VMA21		non-melter	1	TRUE	0.54
Q3ZCM7_TUBB8	58.51	stable	0.7	TRUE	0.97
Q3ZCQ8_TIMM50	53.08	medium	0.58	TRUE	0.99
Q3ZCV1_USP38	51.14	medium	0.52	TRUE	0.97
Q3ZCW2_LGALSL	54.06	medium	0.58	TRUE	0.8
Q495W5-2_FUT11	55.43	medium	0.63	TRUE	0.99
Q49AH0-2_CDNF		non-melter	0.7	TRUE	0.87
Q49AR2_C5orf22	54.5	medium	0.6	TRUE	0.99
Q49B96_COX19		non-melter	0.76	TRUE	0.81
Q4G0F5_VPS26B	58.06	stable	0.72	TRUE	0.98
Q4G0I0_CCSMST1	57.41	medium	0.64	TRUE	0.85
Q4G0J3_LARP7	57.24	stable	0.72	TRUE	0.94
Q4G0N4_NADKD1	57.19	stable	0.68	TRUE	0.98
Q4G148-2_GXYLT1	63.69	stable	0.72	TRUE	0.91
Q4G176_ACSF3	50.94	medium	0.51	TRUE	1
Q4J6C6-4_PREPL	54.76	medium	0.62	TRUE	0.92
Q4KMP7_TBC1D10B	52.09	medium	0.62	TRUE	0.96
Q4KMQ2-3_ANO6	55.49	medium	0.6	TRUE	0.73
Q4LDG9_DNAL1	54.35	medium	0.62	TRUE	0.99
Q4V328_GRIPAP1	51.44	medium	0.63	TRUE	0.98
Q4VC05_BCL7A		non-melter	0.9	TRUE	0.23
Q4ZIN3-2_TMEM259	65.88	stable	0.86	TRUE	0.71
Q504Q3-2_PAN2	49.86	medium	0.45	TRUE	0.98
Q504U0_C4orf46	53.34	stable	0.7	TRUE	0.96
Q52LJ0-2_FAM98B	53.62	medium	0.61	TRUE	0.99
Q52LW3_ARHGAP29	50.26	medium	0.51	TRUE	0.98
Q53EL6-2_PDCD4	57.85	stable	0.72	TRUE	0.98
Q53ET0_CRTC2	55.13	stable	0.68	TRUE	0.98
Q53EZ4_CEP55	49.15	medium	0.48	TRUE	0.99
Q53GG5-2_PDLIM3		non-melter	0.72	TRUE	0.93
Q53GQ0_HSD17B12	54.15	medium	0.59	TRUE	1
Q53H80_AKIRIN2	58.52	stable	0.76	TRUE	0.78
Q53H82_LACTB2	54.91	stable	0.65	TRUE	0.97
Q53H96_PYCRL		non-melter	0.65	TRUE	0.96
Q53HV7_SMUG1	54.07	medium	0.6	TRUE	0.99
Q53S33_BOLA3	54.77	stable	0.65	TRUE	0.96
Q53S58_TMEM177	54.88	stable	0.66	TRUE	0.97
Q53T59_HS1BP3	52.33	medium	0.57	TRUE	0.99
Q562R1_ACTBL2	51.65	medium	0.59	TRUE	0.98
Q587I9_SFT2D3		non-melter	0.73	TRUE	0.71
Q58FF8_HSP90AB2P	53.57	medium	0.58	TRUE	0.96
Q58FG1_HSP90AA4P	52.05	medium	0.57	TRUE	0.98
Q58WW2_DCAF6	59.99	medium	0.64	TRUE	0.78
Q5BKX5_C19orf54	52.2	medium	0.58	TRUE	0.99
Q5EBL4_RILPL1	52.94	medium	0.6	TRUE	0.95
Q5EBL8_PDZD11	52.16	medium	0.55	TRUE	0.96
Q5GLZ8-3_HERC4	53.56	medium	0.6	TRUE	0.97
Q5H937_PKIG		non-melter	0.79	TRUE	0.43
Q5H9A7_TIMP1		non-melter	0.81	TRUE	0.89
Q5HY54_FLNA	52.32	medium	0.54	TRUE	0.99
Q5HY92_FIGN	56.09	medium	0.65	TRUE	0.94
Q5HYI7_MTX3	57.84	stable	0.67	TRUE	0.96
Q5HYI8_RABL3	53.3	medium	0.57	TRUE	0.99
Q5HYK3_COQ5		non-melter	0.71	TRUE	0.93
Q5HYK7-2_SH3D19	51.61	medium	0.57	TRUE	0.98
Q5JP53_TUBB	57.76	stable	0.69	TRUE	0.96
Q5JPE7-2_NOMO2	55.81	stable	0.65	TRUE	0.99
Q5JPH6_EARS2	50.05	medium	0.48	TRUE	0.83
Q5JR01_EEF1A1	55.41	medium	0.62	TRUE	0.99
Q5JR08_RHOC	56.22	stable	0.68	TRUE	0.98
Q5JR95_RPS8	64.12	stable	0.77	TRUE	0.62
Q5JRG1_NUPL1	58.84	stable	0.66	TRUE	0.84
Q5JRS3_UBA1	48.85	medium	0.43	TRUE	0.93
Q5JRX3_PITRM1	53.59	medium	0.6	TRUE	1
Q5JS54_PSMG4		non-melter	1.01	TRUE	-0.03
Q5JSH3-2_WDR44	57.24	stable	0.66	TRUE	0.98
Q5JSK7_HMGN5		non-melter	0.85	TRUE	0.54
Q5JSZ5_PRRC2B		non-melter	0.83	TRUE	0.21
Q5JTD0-2_TJAP1	54.24	stable	0.69	TRUE	0.94
Q5JTH9-2_RRP12	48.89	medium	0.46	TRUE	0.98
Q5JTJ3-3_COA6		non-melter	0.79	TRUE	0.59
Q5JTV1_GMEB2	52.34	medium	0.56	TRUE	0.99
Q5JTV8_TOR1AIP1	57.25	stable	0.67	TRUE	0.99
Q5JTZ9_AARS2	51.22	medium	0.53	TRUE	0.99
Q5JU69_TOR2A	57.43	stable	0.7	TRUE	0.81
Q5JUA8_VPS16	49.11	medium	0.45	TRUE	0.83
Q5JUE6_RAPGEF1	60.38	stable	0.76	TRUE	0.89
Q5JUW8_DLG3	53.83	medium	0.59	TRUE	0.98
Q5JV61_FRMD3	54.49	medium	0.59	TRUE	0.83
Q5JV73_FRMPD3	48.4	medium	0.44	TRUE	0.96
Q5JVF3-3_PCID2	49.68	medium	0.5	TRUE	0.96
Q5JVS0_HABP4		non-melter	0.71	TRUE	0.97
Q5JW30_STAU1	54.8	medium	0.6	TRUE	0.97
Q5JWB9_TMEM230		non-melter	0.78	TRUE	0.92
Q5JXX2_MORF4L2	54.23	medium	0.59	TRUE	0.94
Q5JY65_CRNKL1	49.48	medium	0.49	TRUE	0.99
Q5JZH3_SNX21	46.64	medium	0.4	TRUE	0.8
Q5K4L6_SLC27A3	48.32	medium	0.44	TRUE	0.99
Q5M775_SPECC1	53.91	stable	0.71	TRUE	0.56
Q5MNZ6_WDR45B	60.69	stable	0.71	TRUE	0.87
Q5NDL2_EOGT	50.19	medium	0.51	TRUE	0.99
Q5QJ74_TBCEL	53.57	medium	0.59	TRUE	0.99
Q5QNY5_PEX19		non-melter	0.78	TRUE	0.8
Q5QNZ2_ATP5F1		non-melter	0.77	TRUE	0.48
Q5QPK2_DPM1	54.7	medium	0.6	TRUE	0.94
Q5R363_SRPK1	54.67	medium	0.65	TRUE	0.96
Q5R372-4_RABGAP1L	53.59	medium	0.59	TRUE	0.99
Q5RGS4_PLEKHA1	49.49	medium	0.45	TRUE	0.99
Q5RI15_COX20		non-melter	0.71	TRUE	0.92
Q5RKV6_EXOSC6		non-melter	1.14	TRUE	0.47
Q5SPY9_NPDC1	50.54	medium	0.62	TRUE	0.66
Q5SQI0-5_ATAT1	50.28	medium	0.53	TRUE	0.99
Q5SQP8_CTBP2	55.84	stable	0.66	TRUE	0.97
Q5SQU3_PRKG1	51.73	medium	0.54	TRUE	0.99
Q5SRE7-2_PHYHD1	55.19	medium	0.65	TRUE	0.96
Q5SRQ6_CSNK2B	55.63	medium	0.63	TRUE	0.99
Q5SSJ5_HP1BP3		non-melter	0.75	TRUE	0.76
Q5ST30_VARS2	52.26	medium	0.55	TRUE	0.99
Q5SVK8_DNMBP	51.18	medium	0.56	TRUE	0.98
Q5SW96_LDLRAP1	49.84	medium	0.47	TRUE	0.99
Q5SWX8_ODR4	55.65	stable	0.66	TRUE	0.97
Q5SXM8_DNLZ		non-melter	0.71	TRUE	0.88
Q5SYE7-2_NHSL1	54.02	stable	0.72	TRUE	0.26
Q5SYW2_CIZ1	55.15	medium	0.62	TRUE	0.98
Q5SZR4_TDRKH	51.32	medium	0.54	TRUE	0.99
Q5T0D9_TPRG1L	52.08	medium	0.57	TRUE	0.96
Q5T0N5-3_FNBP1L	52.5	medium	0.56	TRUE	1
Q5T0Z6_PKIB		non-melter	0.82	TRUE	0.41
Q5T123_SH3BGRL3		non-melter	0.8	TRUE	0.79
Q5T160_RARS2	52.66	medium	0.55	TRUE	0.99
Q5T171_PYGO2	53.65	medium	0.6	TRUE	0.98
Q5T1C6_THEM4	58.97	stable	0.74	TRUE	0.86
Q5T1M5_FKBP15	51.79	medium	0.55	TRUE	0.99
Q5T1V6_DDX59	52.64	medium	0.58	TRUE	0.99
Q5T1Z0_LHPP	56.52	medium	0.64	TRUE	0.93
Q5T200-2_ZC3H13	54.17	medium	0.59	TRUE	0.79
Q5T2R2-3_PDSS1	55.82	stable	0.66	TRUE	0.98
Q5T321_NBEA		non-melter	0.74	TRUE	0.83
Q5T370_ARRDC1	52.31	medium	0.53	TRUE	0.97
Q5T3Q7_HEATR1	52.05	medium	0.59	TRUE	1
Q5T3U5-2_ABCC10	56.13	stable	0.67	TRUE	0.89
Q5T440_IBA57	53.33	medium	0.57	TRUE	0.99
Q5T481_RBM20	48.51	medium	0.46	TRUE	0.99
