Protein ID	Melting point [°C]	Protein stability class	AUC	Curve fit converged	R2 of curve fit
B0QY95_SMCR7L	52.02	medium	0.54	TRUE	0.96
B0QYI3_TBC1D22A	61.4	stable	0.76	TRUE	0.97
B0QYK0_EWSR1		non-melter	0.75	TRUE	0.92
B0QZ18_CPNE1	54.12	medium	0.61	TRUE	0.98
B0QZ40_COMMD6		non-melter	0.67	TRUE	0.92
B0UX83_BAG6	54.58	medium	0.62	TRUE	0.99
B0UXB6_ABHD16A	51.9	medium	0.55	TRUE	0.98
B0V043_VARS	52.85	medium	0.57	TRUE	0.99
B0V109_FLOT1	57.32	stable	0.71	TRUE	0.99
B0YIW2_APOC3		non-melter	0.83	TRUE	0.47
B1AH87_TSPO		non-melter	0.86	TRUE	0.54
B1AHD1_NHP2L1	60.16	stable	0.72	TRUE	0.95
B1AHQ6_CENPM	53.52	medium	0.63	TRUE	0.96
B1AK13_HMGCL	62.72	stable	0.81	TRUE	0.88
B1AKC9_EPHB2	55.16	medium	0.62	TRUE	0.69
B1AKJ5_NRD1	53.01	medium	0.57	TRUE	1
B1AKR6_DYNLRB1		non-melter	1.16	TRUE	0.74
B1AKZ5_PEA15	54.92	stable	0.66	TRUE	0.97
B1ALH6_PHYH	50.48	medium	0.52	TRUE	0.99
B1ALM5_TMEM9	58.74	stable	0.66	TRUE	0.99
B1AMS2_SEPT6		non-melter	0.98	TRUE	-0.03
B1AMU7_EXOSC1	50.11	medium	0.48	TRUE	0.99
B1AN99_PRSS3		non-melter	1.2	TRUE	0.3
B1ANH0_GUK1	51.25	medium	0.54	TRUE	1
B1AQP1_USF1	59.66	stable	0.66	TRUE	0.92
B1AUU8_EPS15	53.44	medium	0.64	TRUE	0.97
B3KP81_MEIS2	48.95	medium	0.48	TRUE	0.92
B3KS98_EIF3S3	64.66	stable	0.92	TRUE	0.46
B3KSH1_EIF3F	55.49	medium	0.63	TRUE	0.93
B3KSI3_BCAT2	53.85	medium	0.59	TRUE	0.99
B3KSI9_LZTFL1	55.87	stable	0.65	TRUE	0.97
B3KSJ7_DCLRE1C		non-melter	0.81	TRUE	0.49
B3KVH8_PHF23	55.55	stable	0.7	TRUE	0.97
B3KVZ3_CENPH	50.85	medium	0.53	TRUE	0.99
B3KWN8_PYROXD1	54.07	medium	0.6	TRUE	0.97
B3KY83_RXRA	52.01	medium	0.6	TRUE	0.96
B3KY94_CDIPT	61.1	stable	0.77	TRUE	0.93
B3V0L1_ARL6IP4	55.96	stable	0.7	TRUE	0.73
B4DDF4_CNN2	51.88	medium	0.55	TRUE	0.97
B4DDY8_HARS2		non-melter	0.74	TRUE	0.4
B4DE60_REEP2	54.47	medium	0.59	TRUE	0.83
B4DEK4_SNX2	54.07	medium	0.59	TRUE	0.96
B4DEZ3_NDUFA13	65.4	stable	0.74	TRUE	0.6
B4DFF2_SLC17A5	51.99	medium	0.58	TRUE	0.95
B4DFI9_HUS1	54.93	medium	0.61	TRUE	0.99
B4DGU4_CTNNB1		non-melter	0.75	TRUE	0.67
B4DGX2_PIP4K2A	51.81	medium	0.54	TRUE	0.99
B4DH53_MAP1S	52.33	medium	0.55	TRUE	0.99
B4DIG7_PIP5K1B		non-melter	0.89	TRUE	0.07
B4DJA5_RAB5A	58.03	stable	0.69	TRUE	0.97
B4DJN2_SLC25A14		non-melter	0.76	TRUE	0.91
B4DJP7_SNRPD3		non-melter	1.01	TRUE	-0.34
B4DJV2_CS	54.99	medium	0.61	TRUE	0.99
B4DK44_NAPB	51.63	medium	0.52	TRUE	0.97
B4DKB2_ECE1	60.27	stable	0.67	TRUE	0.97
B4DKF9_ZNF286A		non-melter	0.78	TRUE	0.84
B4DKL4_LSR	56.33	stable	0.66	TRUE	0.93
B4DL54_CHURC1-FNTB	52.42	medium	0.55	TRUE	0.99
B4DL79_KIF20A	52.53	medium	0.58	TRUE	0.99
B4DLH2_C2orf18		non-melter	0.78	TRUE	0.65
B4DLN1_SLC25A10		non-melter	0.79	TRUE	0.83
B4DLT4_RPS6KB1	53.29	medium	0.58	TRUE	0.99
B4DLW8_DDX5	52.56	medium	0.62	TRUE	0.96
B4DLZ9_RNF220	54.44	medium	0.63	TRUE	0.99
B4DM89_BSDC1	57.01	stable	0.73	TRUE	0.9
B4DME9_KLC4	51.7	medium	0.52	TRUE	0.95
B4DMU4_FAM45A	51.68	medium	0.53	TRUE	0.97
B4DMX0_KDSR		non-melter	0.85	TRUE	0.27
B4DP21_PTGES3	53.6	medium	0.64	TRUE	0.95
B4DP38_WDR77	60.98	stable	0.84	TRUE	0.3
B4DP61_SMN1	54.32	medium	0.6	TRUE	0.96
B4DPY5_SNX11	54.77	medium	0.6	TRUE	0.96
B4DQJ8_PGD	55.9	medium	0.64	TRUE	0.98
B4DR03_NAA40	49.51	medium	0.5	TRUE	0.97
B4DR12_MGRN1	50.37	medium	0.49	TRUE	0.96
B4DR61_SEC61A1		non-melter	0.9	TRUE	0.6
B4DR80_STK24	54.08	medium	0.63	TRUE	0.99
B4DR94_YKT6	59.72	stable	0.75	TRUE	0.96
B4DRN7_C2CD5	60	stable	0.74	TRUE	0.62
B4DSD4_C9orf41	54.63	medium	0.6	TRUE	0.98
B4DT77_ANXA7	53.99	medium	0.6	TRUE	0.98
B4DUS9_BPNT1	56.59	medium	0.65	TRUE	0.97
B4DVE7_ANXA11	52.4	medium	0.56	TRUE	1
B4DVY1_EIF3D	50.12	medium	0.5	TRUE	0.99
B4DWA1_BAIAP2	50.01	medium	0.47	TRUE	0.87
B4DWI1_HACL1		non-melter	0.86	TRUE	0.27
B4DXZ6_FXR1	51.79	medium	0.56	TRUE	0.99
B4DYB4_NUP35	55.1	medium	0.61	TRUE	0.99
B4DZG7_ARL1	53.45	medium	0.63	TRUE	1
B4DZH6_HDAC6	51.82	medium	0.56	TRUE	0.98
B4DZP4_DYNC1LI2	63.44	stable	0.75	TRUE	0.7
B4DZW6_RMDN1	53.94	medium	0.6	TRUE	0.99
B4E0E3_TMEM134		non-melter	0.82	TRUE	0.61
B4E0G4_PHF6	51.42	medium	0.54	TRUE	1
B4E0T2_PEX5	50.42	medium	0.53	TRUE	0.99
B4E0V0_PNPO	53.73	medium	0.6	TRUE	0.99
B4E0Y9_MST4	51.48	medium	0.52	TRUE	1
B4E241_SFRS3	55.38	stable	0.67	TRUE	0.99
B4E2W0_HADHB	55.38	stable	0.66	TRUE	0.91
B4E2X3_METTL13	51.54	medium	0.55	TRUE	0.97
B4E3E5_DVL3	50.37	medium	0.52	TRUE	0.98
B5AK60_ABCB1	54.1	medium	0.6	TRUE	0.99
B5MBW9_CHCHD10		non-melter	0.8	TRUE	0.69
B5MBX5_LBH	54.93	medium	0.6	TRUE	0.91
B5MBZ0_EML4	49.95	medium	0.48	TRUE	0.97
B5MCD7_SYNGR1	56.65	stable	0.69	TRUE	0.95
B5MCF9_PES1	49.99	medium	0.55	TRUE	0.99
B5MCN7_NCOA1	53.36	medium	0.62	TRUE	0.99
B5MCX3_SEPT2	64.48	stable	0.72	TRUE	0.8
B5MD46_TBC1D10A	51.78	medium	0.56	TRUE	0.99
B5MDE0_RFT1		non-melter	0.83	TRUE	0.77
B5MDU3_PLEKHA8	50.81	medium	0.5	TRUE	0.97
B5MDU6_C2orf43	55.2	medium	0.65	TRUE	0.99
B7WP27_CWC22	48.84	medium	0.44	TRUE	0.95
B7Z254_PDIA6	57.25	stable	0.68	TRUE	0.99
B7Z291_MTMR9	53.15	medium	0.57	TRUE	0.97
B7Z2B2_MFSD8		non-melter	0.79	TRUE	0.76
B7Z2V9_CYTH3	51.11	medium	0.53	TRUE	0.99
B7Z382_NT5C2		non-melter	0.81	TRUE	0.47
B7Z385_CAP2	48.87	medium	0.47	TRUE	0.99
B7Z3I9_ALAD	52.13	stable	0.67	TRUE	0.91
B7Z3P1_TBCE	50.76	medium	0.51	TRUE	1
B7Z456_GGA3	52.49	medium	0.57	TRUE	0.98
B7Z463_NPEPPS	60.1	stable	0.8	TRUE	0.26
B7Z4K6_DNASE2		non-melter	0.81	TRUE	0.69
B7Z4U0_TOMM40L	57.17	stable	0.8	TRUE	0.5
B7Z4W5_CCBL1	56.47	medium	0.64	TRUE	0.96
B7Z5G4_STMN3		non-melter	0.84	TRUE	0.53
B7Z5N5_SMAD2	52.05	medium	0.55	TRUE	0.98
B7Z5W1_F11R		non-melter	0.72	TRUE	0.9
B7Z5X7_WARS2	50.98	medium	0.54	TRUE	1
B7Z683_ABR	54.49	medium	0.62	TRUE	0.96
B7Z6M4_TNFAIP1	52.94	medium	0.57	TRUE	0.91
B7Z7F3_RANBP3	61.8	stable	0.71	TRUE	0.86
B7Z7X8_ATL2	52.08	medium	0.54	TRUE	0.99
B7Z815_USP7	52.5	medium	0.55	TRUE	0.98
B7Z817_DHCR24	52.05	medium	0.62	TRUE	0.98
B7Z860_CCDC117		non-melter	0.83	TRUE	0.05
B7Z8H2_TRDMT1	48.91	medium	0.45	TRUE	0.98
B7Z9I1_ACADM	57.59	stable	0.69	TRUE	0.9
B7Z9S8_ATP1B1		non-melter	0.84	TRUE	0.63
B7ZC38_SH3GLB2	52.43	medium	0.57	TRUE	0.99
B7ZKK9_PPP2R5E	51.74	medium	0.53	TRUE	0.99
B7ZKQ9_SCARB1		non-melter	0.76	TRUE	0.88
B7ZL88_COX18	54.38	stable	0.65	TRUE	0.85
B7ZLZ2_EDEM3	55.05	stable	0.67	TRUE	0.95
B8X2Z3_RLTPR	60.18	stable	0.7	TRUE	0.93
B8ZZB8_CNRIP1	53.57	medium	0.57	TRUE	0.99
B8ZZJ1_FAM126A	51.94	medium	0.57	TRUE	0.95
B8ZZN6_SUMO1		non-melter	0.74	TRUE	0.85
B8ZZQ6_PTMA		non-melter	0.89	TRUE	0.28
B8ZZT9_SNX13	51.84	medium	0.6	TRUE	0.94
B8ZZU8_TCEB2	57.18	stable	0.67	TRUE	0.99
B8ZZY2_AGFG1	55.52	medium	0.64	TRUE	0.99
B9A018_USP39	56.24	stable	0.71	TRUE	0.96
B9A067_IMMT	57.61	stable	0.68	TRUE	0.97
B9EGE7_ZNF507	51.36	medium	0.54	TRUE	0.99
B9EGH5_PLCB2		non-melter	0.73	TRUE	0.72
C0H5Y7_BAK1	51.96	medium	0.61	TRUE	0.94
C1IDX9_ATG12	54.28	medium	0.59	TRUE	0.97
C4AMC7_WASH3P		non-melter	0.85	TRUE	0.34
C6GKU9_MED30S		non-melter	0.79	TRUE	0.83
C9IYZ1_ASNSD1	49.93	medium	0.51	TRUE	1
C9IZF6_PNPLA4	54.6	medium	0.63	TRUE	0.94
C9IZZ8_ITGB1BP1	50.36	medium	0.57	TRUE	0.93
C9J0F2_PCMT1	53.67	medium	0.58	TRUE	0.87
C9J0I9_ZC3HC1	51.17	medium	0.52	TRUE	0.99
C9J0J7_PFN2	50.93	medium	0.5	TRUE	1
C9J0K6_SRI	55.05	medium	0.61	TRUE	0.99
C9J0V9_ZNF655		non-melter	0.76	TRUE	0.95
C9J173_INPP1	53.79	medium	0.58	TRUE	0.97
C9J1K8_MEGF9	60.98	stable	0.68	TRUE	0.92
C9J212_UBE2F	54.56	medium	0.6	TRUE	1
C9J2P0_UBE2E1	51.89	medium	0.53	TRUE	0.97
C9J2U4_TAMM41	55.3	stable	0.66	TRUE	0.96
C9J2V2_IKBKG		non-melter	0.76	TRUE	0.22
C9J3D7_CROT	51.5	medium	0.54	TRUE	0.96
C9J3L7_REPIN1	57.18	stable	0.67	TRUE	0.96
C9J3L8_SSR1		non-melter	0.74	TRUE	0.81
C9J4M6_POLR2B		non-melter	0.82	TRUE	0.14
C9J5C3_PDCD10	52.73	medium	0.6	TRUE	0.99
C9J5X1_IGF1R	50.01	medium	0.52	TRUE	0.98
C9J695_TANGO2	52.8	medium	0.55	TRUE	0.99
C9J6Q8_TMEM98	53.66	medium	0.6	TRUE	0.96
C9J712_PFN2	60.02	stable	0.79	TRUE	0.85
C9J715_NISCH	52.8	medium	0.57	TRUE	1
C9J7B7_PSMD6	53.94	medium	0.58	TRUE	0.98
C9J7E5_TNPO3	54.54	medium	0.61	TRUE	0.98
C9J7H8_LDHB		non-melter	1.31	TRUE	0.29
C9J8Q5_ALDH5A1	62.95	stable	0.89	TRUE	0.86
C9J9K3_RPSA	53.18	medium	0.59	TRUE	0.99
C9JA08_NMD3	51.71	medium	0.54	TRUE	1
C9JA28_SSR3	60.55	stable	0.75	TRUE	0.96
C9JAB2_SRSF7	54.86	medium	0.64	TRUE	0.98
C9JCC6_DRAP1	55.63	medium	0.64	TRUE	0.92
C9JE12_TMUB1		non-melter	0.71	TRUE	0.91
C9JEZ4_CDC42EP3	55.62	medium	0.63	TRUE	0.98
C9JF58_OSCP1	53.36	medium	0.57	TRUE	0.98
C9JFL8_TAF6	53.99	medium	0.61	TRUE	0.99
C9JFR7_CYCS		non-melter	1.12	TRUE	0.32
C9JG97_AAMP	55.27	medium	0.64	TRUE	0.94
C9JIF9_APEH		non-melter	1.12	TRUE	0.62
C9JIM0_PBLD	58.04	stable	0.71	TRUE	0.92
C9JIZ6_PSAP		non-melter	1.02	TRUE	0
C9JK10_ITGA6	57.51	medium	0.64	TRUE	0.96
C9JKQ7_GART	53.59	medium	0.57	TRUE	0.92
C9JLU1_POLR2H	54.17	stable	0.65	TRUE	0.95
C9JLV4_APAF1	50.97	medium	0.55	TRUE	0.98
C9JN15_PPIG	50.28	medium	0.48	TRUE	0.99
C9JNA8_IP6K1	51.68	medium	0.56	TRUE	0.99
C9JNE2_OARD1	50.86	medium	0.53	TRUE	0.97
C9JNG9_COL6A3	51.4	medium	0.51	TRUE	0.96
C9JP00_MBNL1	56.14	stable	0.66	TRUE	0.92
C9JP16_CRTAP		non-melter	0.77	TRUE	0.87
C9JP85_NRF1	51.12	medium	0.51	TRUE	1
C9JPM4_ARF4	55.01	stable	0.65	TRUE	0.91
C9JPP2_NKIRAS2	49.95	medium	0.53	TRUE	0.98
C9JQB1_NME6		non-melter	0.74	TRUE	0.87
C9JQV3_STK11IP	53.77	medium	0.59	TRUE	1
C9JRY4_SEC22A	52.98	medium	0.55	TRUE	0.98
C9JRZ6_CHCHD3		non-melter	0.76	TRUE	0.93
C9JSG1_DPP8	55.11	medium	0.62	TRUE	0.94
C9JT28_IL1RAP	56.29	stable	0.65	TRUE	0.92
C9JUU5_LIPT1	49.68	medium	0.51	TRUE	0.97
C9JWJ3_ST3GAL6	53.72	medium	0.59	TRUE	0.94
C9JXB8_RPL24	51.96	medium	0.53	TRUE	0.99
C9JYJ0_RAD51B	51.39	medium	0.52	TRUE	0.98
C9JYM0_POP7	55.85	medium	0.61	TRUE	0.94
C9JYQ9_RPL22L1	50.1	medium	0.48	TRUE	0.99
C9JYY6_NRCAM	56.59	medium	0.64	TRUE	0.95
C9JYY9_NUDT5	55.9	medium	0.61	TRUE	0.91
C9JZB0_INPP5K	55.85	medium	0.65	TRUE	0.89
C9JZP6_DHRS2	56.93	stable	0.66	TRUE	0.91
C9JZY3_PCBP4	48.31	medium	0.42	TRUE	0.92
C9K0J5_RAPH1	52.25	medium	0.54	TRUE	1
D3YTB1_RPL32	53.55	medium	0.58	TRUE	0.93
D3YTB5_IRAK1	49.31	medium	0.46	TRUE	0.99
D6R9G1_CDK7	61.09	stable	0.8	TRUE	0.86
D6R9U7_POLR3G		non-melter	1.03	TRUE	0.52
D6R9X7_ERCC6		non-melter	0.76	TRUE	0.93
D6R9Z7_COX7C		non-melter	1.1	TRUE	0.63
D6RA26_PLRG1		non-melter	0.96	TRUE	0.37
D6RAT0_RPS3A	61.36	stable	0.89	TRUE	0.76
D6RB01_FAM169A	54.71	medium	0.61	TRUE	0.98
D6RB84_UBE2J2	52.36	medium	0.6	TRUE	0.98
D6RBS5_ELMOD2	53.54	medium	0.58	TRUE	0.99
D6RBW1_EIF4E	58.12	stable	0.74	TRUE	0.93
D6RCD0_HSD17B11	53.95	medium	0.59	TRUE	1
D6RCD9_TMEM175	46.21	medium	0.42	TRUE	0.71
D6RD46_LIMCH1		non-melter	0.83	TRUE	0.69
D6RDX7_EMB	59.02	stable	0.71	TRUE	0.83
D6RE84_ALG13	54.42	medium	0.6	TRUE	0.98
D6REA0_PET112	50.84	medium	0.53	TRUE	0.99
D6REL0_CDC42SE2		non-melter	1.05	TRUE	0.14
D6REX3_SEC31A	53.36	medium	0.61	TRUE	1
D6RF85_ZNF652	53.24	medium	0.59	TRUE	0.99
D6RFG8_DCK	58.85	stable	0.7	TRUE	0.95
D6RFH4_CYB5B	58.87	stable	0.65	TRUE	0.93
D6RGI3_SEPT11		non-melter	1	TRUE	-0.19
D6RGJ7_SLC9B2		non-melter	0.77	TRUE	0.69
D6RH26_CXorf40A	53.72	medium	0.59	TRUE	0.99
D6RHD2_SPRY1		non-melter	0.84	TRUE	0.7
D6RHD3_CENPK	52.33	medium	0.59	TRUE	0.98
D6RHI9_RNASET2		non-melter	0.75	TRUE	0.86
D6RIE3_COX7A2		non-melter	1.19	TRUE	0.59
D6RJG8_RFESD		non-melter	0.73	TRUE	0.86
D6W592_HNRPLL	52.33	medium	0.57	TRUE	0.99
E2QRB3_PYCR1		non-melter	0.81	TRUE	0.21
E2QRD5_C15orf38-AP3S2	54.6	medium	0.63	TRUE	1
E2QRF9_GMNN		non-melter	0.87	TRUE	0.42
E5KLJ5_OPA1	52.79	medium	0.57	TRUE	0.99
E5RFJ1_NSMCE2	50.41	medium	0.54	TRUE	0.98
E5RFQ1_EBF1	55.03	medium	0.61	TRUE	0.99
E5RG13_IMPA1	57.75	stable	0.69	TRUE	0.97
E5RG17_TATDN1	57.74	stable	0.67	TRUE	0.91
E5RG64_SLC36A1	50.61	medium	0.5	TRUE	0.93
E5RGX5_STMN2		non-melter	0.81	TRUE	0.21
E5RHG8_TCEB1	55.69	medium	0.64	TRUE	0.98
E5RHG9_UQCRB		non-melter	0.74	TRUE	0.41
E5RHK6_HEY1	47.29	medium	0.37	TRUE	0.99
E5RHT1_PSEN2		non-melter	0.8	TRUE	0.74
E5RIH5_TTI2	54.32	medium	0.63	TRUE	0.93
E5RIJ0_POLB	52.95	medium	0.65	TRUE	0.97
E5RIY0_TMEM55A	50.75	medium	0.62	TRUE	0.85
E5RJ29_PSD3	48.23	medium	0.43	TRUE	0.99
E5RJ68_AP3B1	55.09	medium	0.63	TRUE	0.95
E5RJ97_TRPS1	55.2	medium	0.6	TRUE	0.92
E5RJ99_ZFAND1	53.63	medium	0.57	TRUE	0.99
E5RJB8_SDC2		non-melter		FALSE	
E5RJJ3_NUDT18	55.99	stable	0.65	TRUE	0.99
E5RJR5_SKP1		non-melter	0.89	TRUE	0.5
E5RJS5_MTFR1	52.22	medium	0.58	TRUE	0.98
E5RK82_CETN3		non-melter	0.84	TRUE	0.62
E7EM64_COPS6	57.51	stable	0.65	TRUE	0.9
E7EM93_NUDT12	57.65	medium	0.65	TRUE	0.92
E7EMA9_ATHL1	62.26	stable	0.78	TRUE	0.89
E7EMB1_SWAP70	54.56	medium	0.62	TRUE	0.99
E7EMD6_AKAP10	48.51	medium	0.46	TRUE	0.99
E7EMM4_ASAH1		non-melter	0.74	TRUE	0.87
E7EMW7_UBR5	52.36	medium	0.57	TRUE	0.88
E7EMX7_RAI14	50.81	medium	0.5	TRUE	0.95
E7EMZ9_TACC2	50.35	medium	0.57	TRUE	0.95
E7EN86_ZNF143	49.88	medium	0.6	TRUE	0.94
E7ENA9_NCSTN	58.52	stable	0.69	TRUE	0.94
E7ENN3_SYNE1		non-melter	1.07	TRUE	0.33
E7ENR4_HK1	55.22	medium	0.63	TRUE	0.99
E7EP87_NARF	52.57	medium	0.54	TRUE	0.83
E7EPB3_RPL14		non-melter	0.85	TRUE	0.53
E7EPC6_CD44		non-melter	0.77	TRUE	0.95
E7EPD0_TOM1	52.6	medium	0.56	TRUE	0.98
E7EPL4_PDXDC1	48.83	medium	0.47	TRUE	1
E7EPN9_PRRC2C		non-melter	0.75	TRUE	0.85
E7EPT4_NDUFV2		non-melter	0.96	TRUE	0.35
E7EPV7_SNCA		non-melter	0.77	TRUE	0.74
E7EPY1_TNIP1	50.9	medium	0.53	TRUE	0.98
E7EQ29_GLB1	47.26	medium	0.47	TRUE	0.75
E7EQ69_NAA50	55.41	medium	0.63	TRUE	0.98
E7EQ72_TMED2	57.72	stable	0.8	TRUE	0.06
E7EQN6_SENP6	54.28	medium	0.61	TRUE	0.96
E7EQR8_YIPF3		non-melter	0.72	TRUE	0.94
E7EQR9_DMD	52.32	medium	0.54	TRUE	0.98
E7EQT4_ACIN1		non-melter	0.73	TRUE	0.89
E7EQX7_TP53	47.5	medium	0.46	TRUE	0.99
E7EQY1_FAM136A		non-melter	0.72	TRUE	0.95
E7ER60_SYNJ2	52	medium	0.56	TRUE	0.97
E7ER77_ERMP1	57.51	stable	0.68	TRUE	0.86
E7ER89_PAPSS2	53.75	medium	0.58	TRUE	0.99
E7ERB7_GMIP	50.59	medium	0.59	TRUE	0.97
E7ERC6_ATP2C1	55.15	medium	0.61	TRUE	0.98
E7ERI8_CLASP2	52.21	medium	0.55	TRUE	1
E7ERK9_EIF2B4	46	medium	0.37	TRUE	0.64
E7ERL6_MAST2	53.14	stable	0.67	TRUE	0.94
E7ERS3_ZC3H18		non-melter	0.79	TRUE	0.86
E7ES35_TTC38	52.9	medium	0.56	TRUE	0.99
E7ES43_HSPA4L	53.92	medium	0.61	TRUE	0.99
E7ES96_PSEN1	63.37	stable	0.68	TRUE	0.91
E7ESG2_CLSPN		non-melter	0.74	TRUE	0.88
E7ESP4_ITGA2		non-melter	0.76	TRUE	0.78
E7ESP9_NEFM		non-melter	0.96	TRUE	0.34
E7EST9_USP19	53.57	medium	0.59	TRUE	1
E7ESZ7_NDUFA10	51.04	medium	0.52	TRUE	0.98
E7ET49_DAGLB	53.14	stable	0.67	TRUE	0.53
E7ET89_DTX2	47.54	medium	0.42	TRUE	0.98
E7ETB3_DNPEP		non-melter	1.04	TRUE	-0.03
E7ETE0_METTL8	52.29	medium	0.58	TRUE	0.98
E7ETU5_RBMS1	53.81	medium	0.65	TRUE	0.95
E7ETU9_PLOD2	54.22	medium	0.61	TRUE	0.99
E7ETY4_MARK2	50.09	medium	0.49	TRUE	0.99
E7ETY7_GPX8	51.82	medium	0.55	TRUE	1
E7ETZ0_CALM1		non-melter	0.92	TRUE	0.18
E7ETZ4_BZW2	53.97	medium	0.6	TRUE	0.98
E7EU09_FGFR1	49.76	medium	0.5	TRUE	0.99
E7EU23_GDI2	57.59	stable	0.69	TRUE	0.99
E7EU96_CSNK2A1	55.51	medium	0.63	TRUE	0.96
E7EUC7_UGP2	61.24	stable	0.84	TRUE	0.32
E7EUL7_SSFA2	50.1	medium	0.57	TRUE	0.99
