Protein ID	Melting point [°C]	Protein stability class	AUC	Curve fit converged	R2 of curve fit
B0QYI3_TBC1D22A	60.66	stable	0.7	TRUE	1
B0S8A9_FLOT1	68.8	stable	0.83	TRUE	0.86
B0UX83_BAG6	60.04	stable	0.7	TRUE	0.95
B0UZY3_EHMT2	65.3	stable	0.67	TRUE	0.95
B1AHQ7_CENPM	53.85	medium	0.49	TRUE	0.98
B1AJY7_PSMD10	50.48	medium	0.39	TRUE	0.97
B1AK13_HMGCL	51.55	medium	0.44	TRUE	0.99
B1AKC7_RASAL2	60.24	stable	0.69	TRUE	0.99
B1AKL4_EIF4ENIF1		non-melter	0.95	TRUE	0.45
B1AKN7_NFIA		non-melter	0.87	TRUE	0.92
B1AL69_CDC37L1	61	stable	0.73	TRUE	0.95
B1AMU7_EXOSC1	50.84	medium	0.42	TRUE	0.98
B1AN99_PRSS3		non-melter	0.85	TRUE	0.56
B1ANH0_GUK1	48.94	non-stable	0.33	TRUE	0.96
B1N949_PPFIA4	56.47	medium	0.57	TRUE	0.98
B2R5P6_TXNRD1	63.96	stable	0.75	TRUE	0.89
B2RTY4-5_MYO9A	63.72	stable	0.71	TRUE	0.99
B3KNQ0_CCDC92	67.73	stable	0.8	TRUE	0.94
B3KP87_MDS025		non-melter	0.84	TRUE	0.68
B3KRS5_HDAC2	53.78	medium	0.51	TRUE	0.99
B3KSI9_LZTFL1	57.34	medium	0.64	TRUE	0.98
B3KUK2_SOD2		non-melter	0.96	TRUE	0.2
B3KVH8_PHF23		non-melter	0.92	TRUE	0.57
B3KVZ3_CENPH	51.63	medium	0.48	TRUE	0.97
B3KWN8_PYROXD1	51.01	medium	0.42	TRUE	1
B3KY83_RXRA	50.83	medium	0.42	TRUE	0.99
B4DDF4_CNN2	56.3	medium	0.6	TRUE	0.94
B4DDF9_ANXA4	53.25	medium	0.52	TRUE	0.98
B4DDY8_HARS2	58.83	stable	0.66	TRUE	0.96
B4DDZ0_MON1B	54.07	medium	0.52	TRUE	0.95
B4DEK4_SNX2	51.81	medium	0.45	TRUE	1
B4DGU4_CTNNB1	61.22	stable	0.73	TRUE	0.96
B4DGX2_PIP4K2A	53.56	medium	0.5	TRUE	1
B4DH42_HECW1	66.48	stable	0.89	TRUE	0.58
B4DH53_MAP1S	51.75	medium	0.46	TRUE	0.98
B4DJ25_NCOR1	51.51	medium	0.45	TRUE	0.97
B4DJA5_RAB5A	58.95	stable	0.65	TRUE	0.97
B4DJP7_SNRPD3	69.71	stable	0.93	TRUE	0.89
B4DJV2_CS	52.48	medium	0.46	TRUE	0.99
B4DJV5_PWP1	64.3	stable	0.86	TRUE	0.36
B4DKF9_ZNF286A		non-melter	0.83	TRUE	0.76
B4DKL4_LSR		non-melter	0.9	TRUE	0.07
B4DL05_SHQ1	54.54	medium	0.58	TRUE	0.94
B4DL14_ATP5C1	52.58	medium	0.44	TRUE	0.88
B4DL54_CHURC1-FNTB	56.37	medium	0.56	TRUE	0.94
B4DLE8_CRYBG3		non-melter	0.77	TRUE	0.9
B4DLW8_DDX5	52.62	medium	0.47	TRUE	0.99
B4DLZ9_RNF220	65.47	stable	0.81	TRUE	0.73
B4DNX9_ZNF460	55.67	medium	0.56	TRUE	0.99
B4DP21_PTGES3	56.8	medium	0.58	TRUE	0.88
B4DPR4_MKRN2	55.47	medium	0.54	TRUE	0.94
B4DPY5_SNX11		non-melter	0.7	TRUE	0.68
B4DPY8_TOX4		non-melter	0.91	TRUE	0.73
B4DQ14_EIF2A	55.85	medium	0.6	TRUE	0.99
B4DQE7_HDAC8	44.85	non-stable	0.26	TRUE	0.97
B4DQH9_RANBP10	58.26	medium	0.65	TRUE	0.81
B4DQI6_TRA2A	52.91	medium	0.49	TRUE	0.96
B4DQJ8_PGD	55.62	medium	0.56	TRUE	0.97
B4DRL9_CHM	56.59	medium	0.61	TRUE	0.98
B4DRM7_SIMC1	62.44	stable	0.69	TRUE	0.96
B4DT77_ANXA7	52.45	medium	0.46	TRUE	0.99
B4DTU4_LIG1	54.79	medium	0.54	TRUE	0.95
B4DV96_RBKS		non-melter	0.96	TRUE	0.66
B4DVE7_ANXA11	49.56	medium	0.36	TRUE	0.98
B4DVY1_EIF3D	49.69	medium	0.38	TRUE	0.99
B4DWW1_ARL1	52.79	medium	0.46	TRUE	0.96
B4DX32_KIN	49.41	medium	0.39	TRUE	0.99
B4DXZ6_FXR1		non-melter	0.69	TRUE	0.72
B4DYB4_NUP35	52.18	medium	0.52	TRUE	0.99
B4DZH6_HDAC6	50.49	medium	0.43	TRUE	1
B4E0G4_PHF6	51.09	medium	0.45	TRUE	0.99
B4E0T7_LRCH3	54	medium	0.57	TRUE	0.99
B4E1K7_STOML2	62.68	stable	0.66	TRUE	0.82
B4E1M0_MSANTD2		non-melter	0.85	TRUE	0.73
B4E1N6_RAF1	57.19	medium	0.59	TRUE	0.98
B4E1Q4_RIOK3	51.24	medium	0.51	TRUE	0.96
B4E241_SFRS3		non-melter	0.96	TRUE	0.01
B4E2S7_LAMP2		non-melter	1.1	TRUE	0.87
B4E2W0_HADHB	52.29	medium	0.46	TRUE	0.98
B4E2X3_METTL13	50.18	medium	0.39	TRUE	0.99
B5MCF9_PES1	49.29	medium	0.39	TRUE	0.98
B5MCT7_PPM1F	51.39	medium	0.43	TRUE	0.99
B5MCU0_R3HDM2	56.99	medium	0.59	TRUE	0.99
B5MEB3_CABIN1		non-melter	0.82	TRUE	0.71
B7WP27_CWC22		non-melter	0.67	TRUE	0.9
B7Z254_PDIA6	57.74	medium	0.62	TRUE	0.99
B7Z2G1_KLHL22	51.19	medium	0.43	TRUE	0.94
B7Z2S5_TXNRD1	69.07	stable	0.92	TRUE	0.8
B7Z2T3_TTC26	52.69	medium	0.45	TRUE	0.91
B7Z2X9_ENO2	61.03	stable	0.71	TRUE	0.96
B7Z2Y2_COG2	47.49	non-stable	0.3	TRUE	0.98
B7Z367_ZNF346	54.65	medium	0.54	TRUE	0.98
B7Z3I9_ALAD		non-melter	0.97	TRUE	0.46
B7Z3P1_TBCE	48.14	non-stable	0.32	TRUE	0.98
B7Z3Y2_PCYOX1	56.77	medium	0.57	TRUE	0.96
B7Z4K6_DNASE2		non-melter	0.97	TRUE	0.8
B7Z4R0_ERF		non-melter	0.84	TRUE	0.67
B7Z5G4_STMN3		non-melter	0.92	TRUE	0.67
B7Z652_RPL7L1	53.4	medium	0.51	TRUE	0.99
B7Z6B8_DECR1	54.16	medium	0.54	TRUE	0.95
B7Z6J6_TRIML2	53.89	medium	0.51	TRUE	0.98
B7Z755_MLLT3	61.6	stable	0.73	TRUE	0.98
B7Z7J3_AMN1	50.12	medium	0.4	TRUE	0.99
B7Z7U4_NTRK3		non-melter	1	TRUE	0.11
B7Z815_USP7	49.54	medium	0.37	TRUE	0.98
B7Z848_RFX5		non-melter	0.86	TRUE	0.1
B7Z9U0_CNOT8	53.48	medium	0.49	TRUE	0.99
B7Z9X4_NDRG4	55.02	medium	0.53	TRUE	0.99
B7ZAX5_GALK2	56.31	medium	0.56	TRUE	0.99
B7ZKK9_PPP2R5E	51.21	medium	0.42	TRUE	0.98
B7ZKP8_UBXN2A	52.92	medium	0.48	TRUE	0.95
B7ZKT6_SOS2	57.41	medium	0.6	TRUE	0.97
B7ZLQ8_CPEB4	56.46	medium	0.57	TRUE	0.97
B7ZM82_WIZ		non-melter	0.87	TRUE	0.85
B8X2Z3_RLTPR	67.88	stable	0.75	TRUE	0.95
B8ZZF8_LSM5		non-melter	0.93	TRUE	0.57
B8ZZJ9_EIF4E2	53.01	medium	0.47	TRUE	0.97
B8ZZK4_RPL31	56.57	medium	0.63	TRUE	0.82
B8ZZQ6_PTMA		non-melter	0.84	TRUE	0.15
B8ZZT4_VAMP8		non-melter	0.98	TRUE	0.24
B9A018_USP39	52.91	medium	0.5	TRUE	0.99
B9A047_ASB1	52.24	medium	0.49	TRUE	0.94
C4AMC7_WASH3P	66.84	stable	0.89	TRUE	0.83
C9IZE4_PSMD6	55.63	medium	0.54	TRUE	0.87
C9J0I9_ZC3HC1	50.94	medium	0.43	TRUE	0.98
C9J0J7_PFN2	51.72	medium	0.42	TRUE	1
C9J0K6_SRI	57.77	medium	0.62	TRUE	0.82
C9J0V9_ZNF655	64.07	stable	0.68	TRUE	0.87
C9J191_KLHL22	54.14	medium	0.6	TRUE	0.85
C9J212_UBE2F	59.21	stable	0.68	TRUE	0.88
C9J2U0_CCNE1	59.98	stable	0.67	TRUE	0.97
C9J2Y9_POLR2B	49.64	medium	0.36	TRUE	0.97
C9J366_IQCJ-SCHIP1		non-melter	0.82	TRUE	0.82
C9J384_CMSS1	57.77	stable	0.72	TRUE	0.94
C9J406_IMMT		non-melter	0.95	TRUE	0.4
C9J4W5_EIF5A2	68.7	stable	0.85	TRUE	0.86
C9J5C3_PDCD10	54.58	medium	0.51	TRUE	0.99
C9J5X1_IGF1R	66.01	stable	0.7	TRUE	0.95
C9J5X9_FANCB	64.35	stable	0.78	TRUE	0.79
C9J710_CEP70	51	medium	0.39	TRUE	1
C9J712_PFN2	57.14	medium	0.59	TRUE	0.53
C9J718_KRIT1	52.94	medium	0.46	TRUE	0.92
C9J7H8_LDHB	66.45	stable	0.9	TRUE	0.32
C9J9K3_RPSA	46.23	non-stable	0.26	TRUE	0.98
C9JA69_BBX	63.36	stable	0.72	TRUE	0.98
C9JAX1_FXN		non-melter	0.85	TRUE	0.83
C9JB13_BSDC1		non-melter	0.89	TRUE	0.66
C9JBM0_NFE2L2	67.69	stable	0.76	TRUE	0.94
C9JCN8_FOSL2		non-melter	1.13	TRUE	0.38
C9JDG0_DIAPH3	62.72	stable	0.71	TRUE	0.96
C9JE98_NCOR2		non-melter	0.85	TRUE	0.88
C9JEV0_AZGP1	62.38	stable	0.73	TRUE	0.98
C9JEZ4_CDC42EP3		non-melter	0.92	TRUE	0.61
C9JF58_OSCP1	56.89	medium	0.62	TRUE	0.96
C9JFE4_GPS1	56.39	medium	0.58	TRUE	0.97
C9JFK9_BAG3		non-melter	0.8	TRUE	0.24
C9JG15_ATAD2B		non-melter	0.73	TRUE	0.88
C9JG87_MRPL39	51.4	medium	0.43	TRUE	0.98
C9JG97_AAMP	59.75	stable	0.68	TRUE	1
C9JIS1_GNB2	51.29	medium	0.43	TRUE	0.99
C9JKT3_PDK1	48.49	medium	0.36	TRUE	0.94
C9JLU1_POLR2H	59.43	stable	0.69	TRUE	0.95
C9JLV4_APAF1	47.62	non-stable	0.31	TRUE	0.98
C9JMH6_SERPINF2		non-melter	0.96	TRUE	0.57
C9JNE2_OARD1	48.36	non-stable	0.33	TRUE	0.99
C9JNI7_HSPBP1	56.5	medium	0.58	TRUE	0.99
C9JNT3_GSTK1	55.46	medium	0.61	TRUE	0.99
C9JNU9_USP4		non-melter	0.99	TRUE	0.11
C9JP00_MBNL1	56.75	medium	0.6	TRUE	0.97
C9JP16_CRTAP	43.14	non-stable	0.21	TRUE	0.91
C9JPC9_USP42	67.41	stable	0.94	TRUE	0.25
C9JPP2_NKIRAS2	51.61	medium	0.43	TRUE	0.98
C9JQ41_CCDC58		non-melter	0.89	TRUE	0.49
C9JQB1_NME6	62.09	stable	0.73	TRUE	0.99
C9JQQ5_ATL2		non-melter	1.05	TRUE	0.03
C9JQV0_C7orf50	53.09	medium	0.51	TRUE	0.99
C9JQV3_STK11IP	56.08	medium	0.55	TRUE	0.95
C9JRV0_RNF13		non-melter	1.06	TRUE	0.33
C9JRZ8-2_AKR1B15	55.11	medium	0.58	TRUE	0.99
C9JW69_RCC1	44.03	non-stable	0.21	TRUE	0.98
C9JWL4_AP4M1	53.09	medium	0.5	TRUE	0.99
C9JXB8_RPL24	54.09	medium	0.57	TRUE	0.97
C9JXK0_LBR		non-melter	0.87	TRUE	0.82
C9JXK9_LPP		non-melter	0.96	TRUE	0.67
C9JYM0_POP7	59.88	stable	0.67	TRUE	0.98
C9JYP6_	51.44	medium	0.48	TRUE	0.92
C9JYQ9_RPL22L1	55.78	medium	0.56	TRUE	0.99
C9JYY6_NRCAM	63.57	stable	0.76	TRUE	0.95
C9JZY6_UBE2H	59.64	stable	0.67	TRUE	0.98
D3DQV9_EIF4G2	53.35	medium	0.5	TRUE	0.98
D3DUE0_FAM100A		non-melter	0.78	TRUE	0.65
D3DUE4_ANKS3	49.45	medium	0.39	TRUE	0.98
D3K174_SLC4A7		non-melter	0.79	TRUE	0.78
D3YHP0_CXADR		non-melter	1	TRUE	0.28
D3YTB1_RPL32	54.35	medium	0.51	TRUE	0.97
D3YTE0_KRI1		non-melter	1.21	TRUE	0.74
D3YTG6_NDOR1	58.35	stable	0.65	TRUE	0.99
D6R966_CXXC5		non-melter	0.85	TRUE	0.87
D6R992_RELB	48.96	medium	0.37	TRUE	0.98
D6R9D6_RBM47	49.66	medium	0.38	TRUE	0.99
D6R9U7_POLR3G		non-melter	1.08	TRUE	0.28
D6R9V3_CC2D2A		non-melter	0.67	TRUE	0.67
D6RB01_FAM169A	52.9	medium	0.48	TRUE	0.99
D6RBC4_ZBTB38	57.72	medium	0.64	TRUE	0.84
D6RBN5_OCIAD1		non-melter	0.8	TRUE	0.77
D6RBV2_LMAN2	56	medium	0.56	TRUE	0.99
D6RC23_PACRGL	53.18	medium	0.47	TRUE	0.88
D6RC56_AADAT	55.63	medium	0.54	TRUE	0.99
D6RDG4_POC5	57.56	medium	0.6	TRUE	0.96
D6RDM1_CCDC111	50.86	medium	0.39	TRUE	1
D6RDX3_ATG10	58.43	medium	0.63	TRUE	0.97
D6REA0_PET112	48.46	medium	0.35	TRUE	0.94
D6REX3_SEC31A	55.38	medium	0.56	TRUE	0.96
D6RGI3_SEPT11	64.89	stable	0.84	TRUE	0.82
D6RHC4_ANKHD1	62.37	stable	0.73	TRUE	0.9
D6RHD3_CENPK	56.78	medium	0.58	TRUE	0.98
D6RHI7_CCNH	57.35	medium	0.61	TRUE	1
D6RHI9_RNASET2	64.25	stable	0.75	TRUE	0.97
D6RHJ6_IGJ	67.98	stable	0.74	TRUE	0.89
D6RJ90_COMMD10	60.5	stable	0.73	TRUE	0.86
D6W5P0_DMTF1	58.21	stable	0.66	TRUE	0.95
E2QRD4_MMS22L	52.94	medium	0.46	TRUE	0.97
E2QRD5_C15orf38-AP3S2	62.21	stable	0.75	TRUE	0.94
E2QRF9_GMNN		non-melter	1	TRUE	0.21
E5RFJ1_NSMCE2	64	stable	0.75	TRUE	0.96
E5RG13_IMPA1	63.75	stable	0.81	TRUE	0.7
E5RGQ3_RWDD1	66.73	stable	0.89	TRUE	0.8
E5RGX5_STMN2		non-melter	0.88	TRUE	0.03
E5RHG8_TCEB1	56.45	medium	0.58	TRUE	1
E5RIH5_TTI2	50.49	medium	0.42	TRUE	0.94
E5RJ29_PSD3	59.83	medium	0.63	TRUE	0.98
E5RJ52_AP3M2	54.52	medium	0.51	TRUE	0.97
E5RJ99_ZFAND1	54.41	medium	0.54	TRUE	0.99
E5RJR5_SKP1		non-melter	0.98	TRUE	0.5
E5RJU9_MTDH		non-melter	1.05	TRUE	0.29
E7EM64_COPS6	59.11	stable	0.67	TRUE	0.96
E7EMB8_PTPN18		non-melter	0.81	TRUE	0.07
E7EMC3_EPN2	63.69	stable	0.81	TRUE	0.97
E7EMM4_ASAH1	67.98	stable	0.92	TRUE	0.82
E7EMW7_UBR5	61.15	stable	0.79	TRUE	0.77
E7EMZ9_TACC2		non-melter	0.97	TRUE	0.7
E7EN68_SETMAR	55.11	medium	0.53	TRUE	0.99
E7ENA9_NCSTN	67.24	stable	0.92	TRUE	0.94
E7ENK0_CALCOCO2	59.95	stable	0.7	TRUE	0.99
E7EP86_	57.11	stable	0.7	TRUE	0.88
E7EPB3_RPL14	55.8	medium	0.58	TRUE	0.71
E7EPD0_TOM1	55.32	medium	0.53	TRUE	0.78
E7EPI0_IBTK	54.71	medium	0.54	TRUE	0.98
E7EPL4_PDXDC1	47.62	medium	0.35	TRUE	0.98
E7EPS8_PTPRM		non-melter	0.78	TRUE	0.9
E7EQ69_NAA50	51.33	medium	0.41	TRUE	0.89
E7EQT4_ACIN1		non-melter	1	TRUE	0.28
E7EQY4_MTA3	54.4	medium	0.58	TRUE	0.97
E7ER32_MKL1	64.83	stable	0.72	TRUE	0.99
E7ER68_FAM91A1	58.26	stable	0.67	TRUE	0.91
E7ERB7_GMIP	57.79	medium	0.63	TRUE	0.92
E7ERL6_MAST2		non-melter	0.98	TRUE	0.68
E7ERR0_KLHDC3	54.04	medium	0.49	TRUE	0.95
E7ES08_HMGB3		non-melter	0.83	TRUE	0.81
E7ES35_TTC38	56.13	medium	0.58	TRUE	0.99
E7ESD5_EYA4	51.06	medium	0.41	TRUE	0.99
E7ET15_U2SURP	55.95	stable	0.68	TRUE	0.99
E7ET33_ITIH3	69.17	stable	0.87	TRUE	0.95
E7ET89_DTX2	50.38	medium	0.39	TRUE	0.99
E7ET96_TNIP1	66.68	stable	0.73	TRUE	0.98
E7ETR5_ACSM3	52.91	medium	0.47	TRUE	1
E7ETU5_RBMS1	63.54	stable	0.77	TRUE	0.99
E7ETU9_PLOD2	51.58	medium	0.44	TRUE	0.98
E7ETZ4_BZW2	53.24	medium	0.48	TRUE	1
E7EU35_PITPNC1	54.72	medium	0.53	TRUE	0.96
E7EU96_CSNK2A1	57.27	medium	0.61	TRUE	0.98
E7EUC6_NAV3		non-melter	0.88	TRUE	0.77
E7EUI8_G6PD	55.47	medium	0.59	TRUE	0.95
E7EUM5_NUP54	51.04	medium	0.43	TRUE	0.99
E7EUU4_EIF4G1	52.9	medium	0.51	TRUE	1
E7EUY3_PCCB	60.4	stable	0.71	TRUE	0.83
E7EV62_ARFGAP1		non-melter	0.8	TRUE	0.89
E7EVA0_MAP4		non-melter	1	TRUE	0.33
E7EVG6_PPRC1		non-melter	0.79	TRUE	0.13
E7EVH9_HDHD1	57.26	medium	0.61	TRUE	0.96
E7EVJ5_CYFIP2	56.1	medium	0.57	TRUE	0.99
E7EVY7_POR	55.35	medium	0.56	TRUE	0.99
E7EVZ3_RAI1		non-melter	0.84	TRUE	0.85
E7EW69_SEPT10	59.89	stable	0.69	TRUE	0.86
E7EW80_PPIL2	49.11	non-stable	0.33	TRUE	1
E7EW84_EXOC6	49.13	medium	0.37	TRUE	0.98
E7EWC2_IQGAP2	52.92	medium	0.48	TRUE	0.97
E7EX44_CALD1		non-melter	1.02	TRUE	0.31
E7EX48_NEK4	53.43	medium	0.56	TRUE	0.84
E7EX73_EIF4G1		non-melter	1.07	TRUE	0.43
E7EX87_SARS2	47.82	non-stable	0.31	TRUE	1
E9PAU2_RAVER1	50.04	medium	0.45	TRUE	0.97
E9PAV9_GPATCH4	69.78	stable	0.81	TRUE	0.92
E9PAX8_PPHLN1		non-melter	0.89	TRUE	0.86
E9PB14_PDHX	48.84	medium	0.37	TRUE	0.99
E9PB61_ALYREF		non-melter	0.82	TRUE	0.71
E9PB90_HK2		non-melter	0.7	TRUE	0.16
E9PBS1_PAICS	69.77	stable	0.99	TRUE	0.64
E9PC26_BUB1	58.83	medium	0.62	TRUE	0.97
E9PC74_EIF2B5	52.87	medium	0.5	TRUE	0.94
E9PCH4_FNIP1	52.72	medium	0.53	TRUE	0.98
E9PCX8_TNS3	49.37	medium	0.38	TRUE	1
E9PD90_CKAP2		non-melter	1.03	TRUE	0.23
E9PDK2_UNKL	58.55	medium	0.61	TRUE	0.99
E9PDP5_ANKHD1	50.45	medium	0.4	TRUE	0.97
E9PE82_ACADS	54.5	medium	0.51	TRUE	0.97
E9PEG3_AR		non-melter	0.86	TRUE	0.68
E9PEK0_HMGXB3		non-melter	0.86	TRUE	0.9
E9PER6_PDPK1	48.84	non-stable	0.34	TRUE	1
E9PEZ3_DIAPH1	52.38	medium	0.49	TRUE	0.96
E9PF10_NUP155	46.95	non-stable	0.29	TRUE	0.98
E9PF16_ACSF2	46.72	non-stable	0.27	TRUE	1
E9PF99_CEP192		non-melter	0.81	TRUE	0.87
E9PFR3_PPP2R5D	51.53	medium	0.44	TRUE	0.94
E9PFU9_ZFAND2B		non-melter		FALSE	
E9PG22_CEP97	52.96	medium	0.51	TRUE	1
E9PG40_APP		non-melter	1.01	TRUE	0.11
E9PGF5_TNS1	55.92	medium	0.59	TRUE	0.99
E9PGT1_TSN	66.26	stable	0.88	TRUE	0.84
E9PGW7_MED22	57.27	medium	0.59	TRUE	0.97
E9PH29_PRDX3	55.35	medium	0.55	TRUE	0.86
E9PHK0_CLEC3B	58.48	stable	0.66	TRUE	0.98
E9PHM2_LARS2	51.67	medium	0.46	TRUE	0.98
E9PHV5_SSFA2	68.2	stable	0.75	TRUE	0.94
E9PIB1_HLA-DQB1	53.53	medium	0.56	TRUE	0.95
E9PJ04_SF3B2		non-melter	0.88	TRUE	0.82
E9PJ24_PHRF1		non-melter	0.95	TRUE	0.88
E9PJ81_UBXN1	63.24	stable	0.73	TRUE	0.94
E9PJD7_CYHR1	54.09	medium	0.52	TRUE	1
E9PJF5_BRMS1	53.79	medium	0.5	TRUE	0.95
E9PJK4_ARHGAP42		non-melter	0.83	TRUE	0.57
E9PJN1_RPS6KA4	47.05	non-stable	0.29	TRUE	0.96
E9PJP2_SOGA3	66.3	stable	0.91	TRUE	0.16
E9PJV3_RPUSD4	54.49	medium	0.59	TRUE	0.98
E9PKD1_TOR1AIP1		non-melter	0.98	TRUE	0.2
E9PKG1_PRMT1	51.65	medium	0.44	TRUE	0.98
E9PKV8_TTC9C	51.79	medium	0.45	TRUE	0.99
E9PL10_BTF3L4		non-melter	0.98	TRUE	0.41
E9PL22_HYOU1	48.12	non-stable	0.34	TRUE	0.96
E9PL24_PDE4DIP	53.59	medium	0.54	TRUE	0.96
E9PL57_NEDD8-MDP1	64.29	stable	0.73	TRUE	0.89
E9PLD2_MTFR1L	56.86	medium	0.62	TRUE	0.96
E9PLD3_		non-melter	0.94	TRUE	0.56
E9PLK3_NPEPPS	56.24	medium	0.57	TRUE	0.97
E9PLL6_RPL27A	53.58	medium	0.53	TRUE	0.96
E9PLX2_RNF141	58.83	medium	0.64	TRUE	0.98
E9PLY5_MACF1	52.88	medium	0.52	TRUE	0.97
E9PM46_USP47	50.93	medium	0.43	TRUE	0.96
E9PM92_C11orf58		non-melter	1.12	TRUE	0.5
E9PMB9_ME3	67.28	stable	0.89	TRUE	0.74
E9PMH5_BIRC2	60.21	stable	0.7	TRUE	0.97
E9PMI6_CLNS1A		non-melter	0.85	TRUE	0.97
E9PMJ2_FAM118B	52.46	medium	0.47	TRUE	0.99
E9PMQ6_HSF1	50.73	medium	0.44	TRUE	0.99
E9PMS6_LMO7		non-melter	0.85	TRUE	0.33
E9PN20_ZNF595	60.8	stable	0.69	TRUE	0.96
E9PNJ4_STIM1		non-melter	0.85	TRUE	0.79
E9PNW4_CD59		non-melter	0.84	TRUE	0.22
E9PQ47_ZFPL1	58.9	stable	0.65	TRUE	0.93
E9PR30_FAU		non-melter	1.26	TRUE	0.66
E9PR76_MAF1	55.84	medium	0.58	TRUE	0.98
E9PRI4_RPS6KA1	50.53	medium	0.4	TRUE	1
E9PS84_	67.97	stable	0.87	TRUE	0.52
E9PSF2_STIL		non-melter	0.75	TRUE	0.86
E9PSH2_CD55	63.51	stable	0.71	TRUE	0.95
F2Z2V1_FGGY	60.78	stable	0.71	TRUE	0.92
